# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
1620	Tsum	SALT	tsʰa	Salt:High	NEW	t sʰ a	1646	0	1 3 7	ACX	TSA	51	51.T.C 51.S.C 51.A.V	2.0 1.5 1.5	0
1123	Nubri	SALT	tsʰa	Salt:High-Fall	NEW	t sʰ a	1646	0	1 3 7	ACX	TSA	36	36.T.C 36.S.C 36.A.V	2.0 1.5 1.5	0
40405	Khaling	SALT	rʌ̄m		OLD	r ʌ̄ m	1647	687	5 7 4	AXN	REM	25	25.R.C 25.E.V 25.M.c	2.0 1.5 0.8	0
40406	Limbu	SALT	jum		OLD	j u m	1647	687	6 7 4	AXN	JYM	28	28.J.C 28.Y.V 28.M.c	2.0 1.5 0.8	0
34080	Tibetan_Alike	SALT	tsha khə	salt	OLD	tsʰ a _ kʰ ə	1648	4160	2 7 9 1 7	AX_AX	CA_KE	47	47.C.C 47.A.V 47._._ 47.K.C 47.E.V	2.0 1.5 0.0 2.0 1.5	0
40960	Old_Chinese	SALT	ɴ→tsˤaj		OLD	ɴ + tsˤ a j	1648	4160	4 9 1 7 6	A_AXN	N_TAJ	38	38.N.C 38._._ 38.T.C 38.A.V 38.J.c	2.0 0.0 2.0 1.5 0.8	0
41189	Old_Burmese	SALT	chāḥ		OLD	ch ā/aː h	1646	4160	1 7 3	AXN	CAH	37	37.C.C 37.A.V 37.H.c	2.0 1.5 0.8	0
41718	Wobzi_Khroskyabs	SALT	tsʰí		OLD	tsʰ í/i	1646	4160	2 7	AX	CI	53	53.C.C 53.I.V	2.0 1.5	0
42239	Garo	SALT	kai-sim	salt (n)	OLD	k a i + s i m	1648	4003	1 7 7 9 3 7 4	AXZ_AXN	KAI_SIM	15	15.K.C 15.A.V 15.I.V 15._._ 15.S.C 15.I.V 15.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
42526	Thulung	SALT	jo		OLD	j o	1647	1413	6 7	AX	JU	46	46.J.C 46.U.V	2.0 1.5	0
42815	Hakha_Chin	SALT	cite;	salt (n.)	OLD	ts ı̀i/i	1646	10239	2 7	AX	CI	18	18.C.C 18.I.V	2.0 1.5	0
43144	Bunan	SALT	tsʰa	salt	OLD	tsʰ a	1646	4160	2 7	AX	CA	8	8.C.C 8.A.V	2.0 1.5	0
43303	Byangsi	SALT	tshà:	salt	OLD	tsʰ àː/aː	1646	4160	2 7	AX	CA	9	9.C.C 9.A.V	2.0 1.5	0
43527	Rongpo	SALT	cha	salt	OLD	tʃʰ a	1646	4160	1 7	AX	TA	43	43.T.C 43.A.V	2.0 1.5	0
43755	Kulung	SALT	rum	salt (n.)	OLD	r u m	1647	687	5 7 4	AXN	RYM	26	26.R.C 26.Y.V 26.M.c	2.0 1.5 0.8	0
44015	Bantawa	SALT	yum	salt	OLD	j u m	1647	687	6 7 4	AXN	JYM	4	4.J.C 4.Y.V 4.M.c	2.0 1.5 0.8	0
1884	Yolmo	SALT	tsʰa	Salt:High	NEW	t sʰ a	1646	0	1 3 7	ACX	TSA	57	57.T.C 57.S.C 57.A.V	2.0 1.5 1.5	0
44739	Rangoon	SALT	shɑ⁵⁵		OLD	sʰ ɑ ⁵⁵	1646	4160	3 7 8	AXT	SA5	41	41.S.C 41.A.V 41.5.T	1.6 3.0 1.0	0
34765	Motuo_Menba	SALT	ʔin tɕa	salt	OLD	ʔ i n _ tɕ a	1648	687	1 7 4 9 2 7	AXN_AX	HIN_CA	35	35.H.C 35.I.V 35.N.c 35._._ 35.C.C 35.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0
45529	Achang_Longchuan	SALT	tɕhɔ³¹	salt n	OLD	tɕʰ ɔ ³¹	1646	4160	2 7 8	AXT	CU3	1	1.C.C 1.U.V 1.3.T	1.6 3.0 1.0	0
45530	Atsi	SALT	tsho⁵⁵	salt n	OLD	tsʰ o ⁵⁵	1646	4160	2 7 8	AXT	CU5	2	2.C.C 2.U.V 2.5.T	1.6 3.0 1.0	0
45531	Bola	SALT	tha³⁵	salt n	OLD	tʰ a ³⁵	1646	4160	1 7 8	AXT	TA2	7	7.T.C 7.A.V 7.2.T	1.6 3.0 1.0	0
45533	Lashi	SALT	tsho⁵⁵	salt n	OLD	tsʰ o ⁵⁵	1646	4160	2 7 8	AXT	CU5	27	27.C.C 27.U.V 27.5.T	1.6 3.0 1.0	0
45534	Maru	SALT	tshɔ³⁵	salt n	OLD	tsʰ ɔ ³⁵	1646	4160	2 7 8	AXT	CU2	33	33.C.C 33.U.V 33.2.T	1.6 3.0 1.0	0
45535	Xiandao	SALT	chɔ³¹	salt n	OLD	cʰ ɔ ³¹	1646	4160	1 7 8	AXT	CU3	54	54.C.C 54.U.V 54.3.T	1.6 3.0 1.0	0
45816	Bahing	SALT	juksi	salt (n)	OLD	j u k s i	1647	1413	6 7 1 3 7	AXBCZ	JYKSI	3	3.J.C 3.Y.V 3.K.C 3.S.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0
46055	Lushai	SALT	chi	salt (n)	OLD	tʃ i	1646	10239	1 7	AX	TI	32	32.T.C 32.I.V	2.0 1.5	1
46974	Beijing	SALT	jan³⁵		OLD	j a n ³⁵	1647	687	6 7 4 8	AXLT	JAN2	5	5.J.C 5.A.V 5.N.c 5.2.T	1.6 3.0 1.1 1.0	0
46975	Guangzhou	SALT	jim²¹		OLD	j i m ²¹	1647	687	6 7 4 8	AXLT	JIM3	16	16.J.C 16.I.V 16.M.c 16.3.T	1.6 3.0 1.1 1.0	0
46976	Chaozhou	SALT	iəm⁵⁵		OLD	i ə m ⁵⁵	1650	687	7 7 4 8	XYLT	IEM5	10	10.I.V 10.E.V 10.M.c 10.5.T	3.0 3.0 1.1 1.0	0
46977	Longgang	SALT	jam²¹		OLD	j a m ²¹	1647	687	6 7 4 8	AXLT	JAM3	30	30.J.C 30.A.V 30.M.c 30.3.T	1.6 3.0 1.1 1.0	0
46978	Jieyang	SALT	iam⁵⁵		OLD	i a m ⁵⁵	1650	687	7 7 4 8	XYLT	IAM5	21	21.I.V 21.A.V 21.M.c 21.5.T	3.0 3.0 1.1 1.0	0
46979	Xingning	SALT	ʑɑŋ²⁴		OLD	ʑ ɑ ŋ ²⁴	1646	687	3 7 4 8	AXLT	SAN2	55	55.S.C 55.A.V 55.N.c 55.2.T	1.6 3.0 1.1 1.0	0
47665	Ukhrul	SALT	mə-ci	salt	OLD	m ə + c i	1648	10239	4 7 9 1 7	AX_AX	ME_CI	52	52.M.C 52.E.V 52._._ 52.C.C 52.I.V	2.0 1.5 0.0 2.0 1.5	0
47873	Hayu	SALT	tsiya	salt (n)	OLD	ts i j a	1646	10240	2 7 6 7	AXBZ	CIJA	19	19.C.C 19.I.V 19.J.C 19.A.V	2.0 1.5 1.75 0.8	0
48044	Tangut	SALT	tshjɨ		OLD	tsʰ j ɨ	1646	4160	2 6 7	ACX	CJI	45	45.C.C 45.J.C 45.I.V	2.0 1.5 1.5	0
48360	Mikir	SALT	ingtí		OLD	i ng t í/i	1646	10239	7 4 1 7	XMBZ	INTI	34	34.I.V 34.N.c 34.T.C 34.I.V	1.5 1.1 1.75 0.8	0
48537	Rabha	SALT	kʰa-ri	salt	OLD	kʰ a + r i	1648	10436	1 7 9 5 7	AX_AX	KA_RI	40	40.K.C 40.A.V 40._._ 40.R.C 40.I.V	2.0 1.5 0.0 2.0 1.5	0
40959	Old_Chinese	SALT	ɢrom		OLD	ɢ r o m	1647	687	1 5 7 4	ACXN	KRUM	38	38.K.C 38.R.C 38.U.V 38.M.c	2.0 1.5 1.5 0.8	0
18234	Old_Tibetan	SALT	tsʰʷa		OLD	tsʷʰ a	1646	4160	1 7	AX	TA	39	39.T.C 39.A.V	2.0 1.5	0
18263	Japhug	SALT	tsʰa		OLD	tsʰ a	1646	4160	2 7	AX	CA	20	20.C.C 20.A.V	2.0 1.5	0
41985	Chepang	SALT	cheʔ	salt, salt-like substances	OLD	tʃʰ e ʔ	1646	4160	1 7 1	AXN	TEH	11	11.T.C 11.E.V 11.H.c	2.0 1.5 0.8	0
26373	Jingpho	SALT	tʃum³¹	salt	OLD	tʃ u m ³¹	1646	687	1 7 4 8	AXLT	TYM3	22	22.T.C 22.Y.V 22.M.c 22.3.T	1.6 3.0 1.1 1.0	0
27370	rGyalrong_Maerkang	SALT	tshɐ	salt	OLD	tsʰ ɐ	1646	4160	2 7	AX	CE	42	42.C.C 42.E.V	2.0 1.5	0
28158	Tibetan_Lhasa	SALT	tsha⁵⁵	salt	OLD	tsʰ a ⁵⁵	1646	4160	2 7 8	AXT	CA5	49	49.C.C 49.A.V 49.5.T	1.6 3.0 1.0	0
29046	Dulong	SALT	sɯ³¹lɑʔ⁵⁵	salt	OLD	s ɯ ³¹ + l ɑ ʔ ⁵⁵	1646	10587	3 7 8 9 5 7 1 8	AXT_AXLT	SI3_LAH5	14	14.S.C 14.I.V 14.3.T 14._._ 14.L.C 14.A.V 14.H.c 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
29280	Tibetan_Batang	SALT	tsha⁵³	salt	OLD	tsʰ a ⁵³	1646	4160	2 7 8	AXT	CA3	48	48.C.C 48.A.V 48.3.T	1.6 3.0 1.0	0
29535	Yidu	SALT	pɹɑ³⁵	salt	OLD	p ɹ ɑ ³⁵	1649	2102	1 5 7 8	ACXT	PRA2	56	56.P.C 56.R.C 56.A.V 56.2.T	1.6 1.2 3.0 1.0	0
31156	Zhaba_Daofu_County	SALT	tshɿ³¹	salt	OLD	tsʰ ɿ ³¹	1646	4160	2 7 8	AXT	CI3	58	58.C.C 58.I.V 58.3.T	1.6 3.0 1.0	0
31293	Darang_Taraon	SALT	plɑ³⁵	salt	OLD	p l ɑ ³⁵	1649	2102	1 5 7 8	ACXT	PLA2	13	13.P.C 13.L.C 13.A.V 13.2.T	1.6 1.2 3.0 1.0	0
31945	Tibetan_Xiahe	SALT	tsha kə	salt	OLD	tsʰ a _ k ə	1648	4160	2 7 9 1 7	AX_AX	CA_KE	50	50.C.C 50.A.V 50._._ 50.K.C 50.E.V	2.0 1.5 0.0 2.0 1.5	0
#
33852	Bokar	SALTY	tiː ka	salty	OLD	t iː + k a	1653	324	1 7 9 1 7	AX_AX	TI_KA	6	6.T.C 6.I.V 6._._ 6.K.C 6.A.V	2.0 1.5 0.0 2.0 1.5	0
32968	Jingpho	SALTY	ʃum³³	salty	OLD	ʃ u m ³³	1652	832	3 7 4 8	AXLT	SYM4	22	22.S.C 22.Y.V 22.M.c 22.4.T	1.6 3.0 1.1 1.0	0
35610	Tibetan_Alike	SALTY	tshæ khə maŋ	salty	OLD	tsʰ æ _ kʰ ə _ m a ŋ	1653	324	2 7 9 1 7 9 4 7 4	AX_AX_AXN	CE_KE_MAN	47	47.C.C 47.E.V 47._._ 47.K.C 47.E.V 47._._ 47.M.C 47.A.V 47.N.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0
40541	Khaling	SALTY	rʌmrʌmmîm		OLD	r ʌ m r ʌ m m î/i m	1656	832	5 7 4 5 7 4 4 7 4	AXBCYMBYN	REMREMMIM	25	25.R.C 25.E.V 25.M.C 25.R.C 25.E.V 25.M.c 25.M.C 25.I.V 25.M.c	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	0
41719	Wobzi_Khroskyabs	SALTY	tsʰrə́		OLD	tsʰ r ə́	1651	1006	2 5 7	ACX	CRE	53	53.C.C 53.R.C 53.E.V	2.0 1.5 1.5	0
42442	Thulung	SALTY	taŋti khepa		OLD	t a ŋ t i + kʰ e p a	1653	4065	1 7 4 1 7 9 1 7 1 7	AXMBZ_AXBZ	TANTI_KEPA	46	46.T.C 46.A.V 46.N.c 46.T.C 46.I.V 46._._ 46.K.C 46.E.V 46.P.C 46.A.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0
42816	Hakha_Chin	SALTY	a almi	salty (adj.)	OLD	ʔ â/a l + ʔ ǎ l	1658	249	1 7 5 9 1 7 5	AXN_AXN	HAL_HAL	18	18.H.C 18.A.V 18.L.c 18._._ 18.H.C 18.A.V 18.L.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
43170	Bunan	SALTY	tsʰaku		OLD	tsʰ a k u	1651	324	2 7 1 7	AXBZ	CAKY	8	8.C.C 8.A.V 8.K.C 8.Y.V	2.0 1.5 1.75 0.8	0
43221	Byangsi	SALTY	dzam	round from the outer side	OLD	dz a m	1651	360	2 7 4	AXN	CAM	9	9.C.C 9.A.V 9.M.c	2.0 1.5 0.8	0
34603	Zhaba_Daofu_County	SALTY	tshɿ⁵⁵ zo³³zo⁵⁵	salty	OLD	tsʰ ɿ ⁵⁵ _ z o ³³ + z o ⁵⁵	1655	1006	2 7 8 9 3 7 8 9 3 7 8	AXT_AXT_AXT	CI5_SU4_SU5	58	58.C.C 58.I.V 58.5.T 58._._ 58.S.C 58.U.V 58.4.T 58._._ 58.S.C 58.U.V 58.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
44016	Bantawa	SALTY	yumma	to be salty	OLD	j u m m a	1656	832	6 7 4 4 7	AXMBZ	JYMMA	4	4.J.C 4.Y.V 4.M.c 4.M.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0
44927	Achang_Longchuan	SALTY	xɔ³¹	salty	OLD	x ɔ ³¹	1654	1151	3 7 8	AXT	GU3	1	1.G.C 1.U.V 1.3.T	1.6 3.0 1.0	0
44973	Maru	SALTY	kʰɔ³⁵	salty	OLD	kʰ ɔ ³⁵	1654	1151	1 7 8	AXT	KU2	33	33.K.C 33.U.V 33.2.T	1.6 3.0 1.0	0
45009	Rangoon	SALTY	ŋɑ̃²²	salty	OLD	ŋ ɑ̃ ∼ ²²	1652	1191	4 7 4 8	AXLT	NA91	41	41.N.C 41.A.V 41.9.c 41.1.T	1.6 3.0 1.1 1.0	0
45123	Atsi	SALTY	i²¹tʃum²¹kʰo²¹	salty	OLD	i ²¹ + tʃ u m ²¹ + kʰ o ²¹	1655	832	7 8 9 1 7 4 8 9 1 7 8	XT_AXLT_AXT	I3_TYM3_KU3	2	2.I.V 2.3.T 2._._ 2.T.C 2.Y.V 2.M.c 2.3.T 2._._ 2.K.C 2.U.V 2.3.T	3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
45195	Lashi	SALTY	kʰɔː⁵⁵	salty	OLD	kʰ ɔː ⁵⁵	1654	1151	1 7 8	AXT	KU5	27	27.K.C 27.U.V 27.5.T	1.6 3.0 1.0	0
45308	Bola	SALTY	ŋɛ̃⁵⁵	salty	OLD	ŋ ɛ̃ ∼ ⁵⁵	1652	1191	4 7 4 8	AXLT	NE95	7	7.N.C 7.E.V 7.9.c 7.5.T	1.6 3.0 1.1 1.0	0
45449	Xiandao	SALTY	xɔ³¹	salty	OLD	x ɔ ³¹	1654	1151	3 7 8	AXT	GU3	54	54.G.C 54.U.V 54.3.T	1.6 3.0 1.0	0
45961	Lushai	SALTY	chi	salt (n)	OLD	tʃ i	1657	3090	1 7	AX	TI	32	32.T.C 32.I.V	2.0 1.5	0
46462	Beijing	SALTY	ɕiɐn³⁵	salty	OLD	ɕ i ɐ n ³⁵	1652	1694	3 7 7 4 8	AXYLT	SIEN2	5	5.S.C 5.I.V 5.E.V 5.N.c 5.2.T	1.6 3.0 3.0 1.1 1.0	0
46463	Beijing	SALTY	kʰou²¹⁴₂₁tʂuŋ⁵¹	salty	OLD	kʰ o u ²¹⁴/²¹ ʈʂ u ŋ ⁵¹	1654	1695	1 7 7 8 2 7 4 8	AXYTBYLT	KUY6CYN3	5	5.K.C 5.U.V 5.Y.V 5.6.T 5.C.C 5.Y.V 5.N.c 5.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.1 1.0	0
46464	Guangzhou	SALTY	ham²¹	salty	OLD	h a m ²¹	1652	1694	3 7 4 8	AXLT	HAM3	16	16.H.C 16.A.V 16.M.c 16.3.T	1.6 3.0 1.1 1.0	0
46465	Chaozhou	SALTY	kiem⁵⁵		OLD	k i e m ⁵⁵	1651	1694	1 7 7 4 8	AXYLT	KIEM5	10	10.K.C 10.I.V 10.E.V 10.M.c 10.5.T	1.6 3.0 3.0 1.1 1.0	0
46466	Longgang	SALTY	haŋ²¹		OLD	h a ŋ ²¹	1652	1694	3 7 4 8	AXLT	HAN3	30	30.H.C 30.A.V 30.N.c 30.3.T	1.6 3.0 1.1 1.0	0
46467	Jieyang	SALTY	kiam⁵⁵		OLD	k i a m ⁵⁵	1651	1694	1 7 7 4 8	AXYLT	KIAM5	21	21.K.C 21.I.V 21.A.V 21.M.c 21.5.T	1.6 3.0 3.0 1.1 1.0	0
46468	Xingning	SALTY	haŋ²⁴		OLD	h a ŋ ²⁴	1652	1694	3 7 4 8	AXLT	HAN2	55	55.H.C 55.A.V 55.N.c 55.2.T	1.6 3.0 1.1 1.0	0
47799	Hayu	SALTY	sen	salty (be v.)	OLD	s e n	1652	3484	3 7 4	AXN	SEN	19	19.S.C 19.E.V 19.N.c	2.0 1.5 0.8	0
48145	Tangut	SALTY	tɕhjwi		OLD	tɕʰ ɥ i	1651	4200	2 6 7	ACX	CJI	45	45.C.C 45.J.C 45.I.V	2.0 1.5 1.5	0
48473	Mikir	SALTY	ingti_kedok		OLD	i ng t i _ k e d o k	1653	0	7 4 1 7 9 1 7 1 7 1	XMBZ_AXBYN	INTI_KETUK	34	34.I.V 34.N.c 34.T.C 34.I.V 34._._ 34.K.C 34.E.V 34.T.C 34.U.V 34.K.c	1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0
35805	Japhug	SALTY	tsri	salty	OLD	ts r i	1651	1006	2 5 7	ACX	CRI	20	20.C.C 20.R.C 20.I.V	2.0 1.5 1.5	0
25625	Lisu	SALTY	khuɑ³¹	salty	OLD	kʰ u ɑ ³¹	1654	324	1 7 7 8	AXYT	KYA3	29	29.K.C 29.Y.V 29.A.V 29.3.T	1.6 3.0 3.0 1.0	0
27223	Motuo_Menba	SALTY	ʔin tɕa kha lu	salty	OLD	ʔ i n _ tɕ a _ kʰ a _ l u	1653	324	1 7 4 9 2 7 9 1 7 9 5 7	AXN_AX_AX_AX	HIN_CA_KA_LY	35	35.H.C 35.I.V 35.N.c 35._._ 35.C.C 35.A.V 35._._ 35.K.C 35.A.V 35._._ 35.L.C 35.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	0
27690	Daofu	SALTY	tshɛ khə	salty	OLD	tsʰ ɛ + kʰ ə	1653	324	2 7 9 1 7	AX_AX	CE_KE	12	12.C.C 12.E.V 12._._ 12.K.C 12.E.V	2.0 1.5 0.0 2.0 1.5	0
28067	rGyalrong_Maerkang	SALTY	kə tsri	salty	OLD	k ə _ ts r i	1653	1006	1 7 9 2 5 7	AX_ACX	KE_CRI	42	42.K.C 42.E.V 42._._ 42.C.C 42.R.C 42.I.V	2.0 1.5 0.0 2.0 1.5 1.5	0
28423	Tibetan_Lhasa	SALTY	tshə⁵⁵khu⁵⁵	salty	OLD	tsʰ ə ⁵⁵ + kʰ u ⁵⁵	1655	324	2 7 8 9 1 7 8	AXT_AXT	CE5_KY5	49	49.C.C 49.E.V 49.5.T 49._._ 49.K.C 49.Y.V 49.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
29790	Dulong	SALTY	tuʔ⁵³	salty	OLD	t u ʔ ⁵³	1657	1616	1 7 1 8	AXLT	TYH3	14	14.T.C 14.Y.V 14.H.c 14.3.T	1.6 3.0 1.1 1.0	0
30041	Tibetan_Batang	SALTY	tsha⁵³ke¹³ (dᴜ)	salty	OLD	tsʰ a ⁵³ + k e ¹³ _ d u	1655	324	2 7 8 9 1 7 8 9 1 7	AXT_AXT_AX	CA3_KE2_TY	48	48.C.C 48.A.V 48.3.T 48._._ 48.K.C 48.E.V 48.2.T 48._._ 48.T.C 48.Y.V	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0	0
30258	Yidu	SALTY	kɑ⁵⁵	salty	OLD	k ɑ ⁵⁵	1654	324	1 7 8	AXT	KA5	56	56.K.C 56.A.V 56.5.T	1.6 3.0 1.0	0
31931	Darang_Taraon	SALTY	kɑ⁵³	salty	OLD	k ɑ ⁵³	1654	324	1 7 8	AXT	KA3	13	13.K.C 13.A.V 13.3.T	1.6 3.0 1.0	0
32342	Dulong	SALTY	dʑɯm⁵³	salty	OLD	dʑ ɯ m ⁵³	1651	832	2 7 4 8	AXLT	CIM3	14	14.C.C 14.I.V 14.M.c 14.3.T	1.6 3.0 1.1 1.0	0
32626	Tibetan_Xiahe	SALTY	kha kha	salty	OLD	kʰ a _ kʰ a	1653	324	1 7 9 1 7	AX_AX	KA_KA	50	50.K.C 50.A.V 50._._ 50.K.C 50.A.V	2.0 1.5 0.0 2.0 1.5	0
#
190	Gyalsumdo	SAME	ot̪iɹaŋ	Same:	NEW	o t̪ i ɹ a ŋ	1659	0	7 1 7 5 7 4	XBYBYN	UTIRAN	17	17.U.V 17.T.C 17.I.V 17.R.C 17.A.V 17.N.c	1.5 1.75 1.3 1.75 1.3 0.8	0
191	Gyalsumdo	SAME	od̪iɹaŋ	Same:	NEW	o d̪ i ɹ a ŋ	1659	0	7 1 7 5 7 4	XBYBYN	UTIRAN	17	17.U.V 17.T.C 17.I.V 17.R.C 17.A.V 17.N.c	1.5 1.75 1.3 1.75 1.3 0.8	0
192	Gyalsumdo	SAME	taɡe	Same:	NEW	t a ɡ e	1659	0	1 7 1 7	AXBZ	TAKE	17	17.T.C 17.A.V 17.K.C 17.E.V	2.0 1.5 1.75 0.8	0
968	Lowa	SAME	tɕikpa	Same:	NEW	t ɕ i k p a	1659	0	1 3 7 1 1 7	ACXMBZ	TSIKPA	31	31.T.C 31.S.C 31.I.V 31.K.c 31.P.C 31.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0
1217	Nubri	SAME	tɕɔtɕo	Same:Mid	NEW	t ɕ ɔ t ɕ o	1659	0	1 3 7 1 3 7	ACXBCZ	TSUTSU	36	36.T.C 36.S.C 36.U.V 36.T.C 36.S.C 36.U.V	2.0 1.5 1.5 1.75 1.5 0.8	0
1469	Sherpa	SAME	tɕikparaŋ	Same:	NEW	t ɕ i k p a r a ŋ	1659	0	1 3 7 1 1 7 5 7 4	ACXMBYBYN	TSIKPARAN	44	44.T.C 44.S.C 44.I.V 44.K.c 44.P.C 44.A.V 44.R.C 44.A.V 44.N.c	2.0 1.5 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0
1712	Tsum	SAME	od̪e	Same:	NEW	o d̪ e	1659	0	7 1 7	XBZ	UTE	51	51.U.V 51.T.C 51.E.V	1.5 1.75 0.8	0
1977	Yolmo	SAME	andaɾaŋ	Same:Low-Rise	NEW	a n d a ɾ a ŋ	1659	0	7 4 1 7 5 7 4	XMBYBYN	ANTARAN	57	57.A.V 57.N.c 57.T.C 57.A.V 57.R.C 57.A.V 57.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	0
450	Jirel	SAME	t̪ʰokɹaŋ	Same:	NEW	t̪ʰ o k ɹ a ŋ	1659	0	1 7 1 5 7 4	AXBCYN	TUKRAN	23	23.T.C 23.U.V 23.K.C 23.R.C 23.A.V 23.N.c	2.0 1.5 1.75 1.5 1.3 0.8	0
708	Kagate	SAME	wokʰora	Same:	NEW	w o kʰ o r a	1659	0	6 7 1 7 5 7	AXBYBZ	WUKURA	24	24.W.C 24.U.V 24.K.C 24.U.V 24.R.C 24.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0
#
61	Gyalsumdo	SAND	pema	Sand:Low-Rise	NEW	p e m a	1661	0	1 7 4 7	AXBZ	PEMA	17	17.P.C 17.E.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	0
583	Kagate	SAND	pema	Sand:Low-Rise	NEW	p e m a	1661	0	1 7 4 7	AXBZ	PEMA	24	24.P.C 24.E.V 24.M.C 24.A.V	2.0 1.5 1.75 0.8	0
34069	Tibetan_Alike	SAND	wɕe mæ	sand	OLD	w ɕ e _ m æ	1662	118	6 3 7 9 4 7	ACZ_AX	WSE_ME	47	47.W.C 47.S.C 47.E.V 47._._ 47.M.C 47.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0
1347	Sherpa	SAND	pʰema	Sand:Low	NEW	pʰ e m a	1661	0	1 7 4 7	AXBZ	PEMA	44	44.P.C 44.E.V 44.M.C 44.A.V	2.0 1.5 1.75 0.8	0
33042	Lisu	SAND	khɯ³¹tɕi³³hɯ³¹	sand	OLD	kʰ ɯ ³¹ + tɕ i ³³ + h ɯ ³¹	1660	2680	1 7 8 9 2 7 8 9 3 7 8	AXT_AXT_AXT	KI3_CI4_HI3	29	29.K.C 29.I.V 29.3.T 29._._ 29.C.C 29.I.V 29.4.T 29._._ 29.H.C 29.I.V 29.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
324	Jirel	SAND	pʰesa	Sand:Mid	NEW	pʰ e s a	1661	0	1 7 3 7	AXBZ	PESA	23	23.P.C 23.E.V 23.S.C 23.A.V	2.0 1.5 1.75 0.8	0
838	Lowa	SAND	pema	Sand:Fall-Rise	NEW	p e m a	1661	0	1 7 4 7	AXBZ	PEMA	31	31.P.C 31.E.V 31.M.C 31.A.V	2.0 1.5 1.75 0.8	0
1094	Nubri	SAND	pɛ̃:	Sand:(Low-)Rise	NEW	p ɛ̃:	1661	0	1 7	AX	PE	36	36.P.C 36.E.V	2.0 1.5	0
40962	Old_Chinese	SAND	sˤraj		OLD	sˤ r a j	1663	212	3 5 7 6	ACXN	SRAJ	38	38.S.C 38.R.C 38.A.V 38.J.c	2.0 1.5 1.5 0.8	0
41190	Old_Burmese	SAND	sai		OLD	s ai	1663	212	3 7	AX	SA	37	37.S.C 37.A.V	2.0 1.5	0
41720	Wobzi_Khroskyabs	SAND	rɟaqrá		OLD	r ɟ a q r á/a	1663	212	5 1 7 1 5 7	ACYBCZ	RCAKRA	53	53.R.C 53.C.C 53.A.V 53.K.C 53.R.C 53.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0
42240	Garo	SAND	han•-cheng	sand (n)	OLD	h a n ʔ + ch e ŋ	1662	4004	3 7 4 1 9 1 7 4	AXLN_AXN	HANH_CEN	15	15.H.C 15.A.V 15.N.c 15.H.c 15._._ 15.C.C 15.E.V 15.N.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.8	0
1591	Tsum	SAND	ijãʔ	Sand:Low-Rise	NEW	i j ã ʔ	1666	0	7 6 7 1	XBYN	IJAH	51	51.I.V 51.J.C 51.A.V 51.H.c	1.5 1.75 1.3 0.8	0
34380	Yidu	SAND	ɑ⁵⁵pi⁵⁵	sand	OLD	ɑ ⁵⁵ + p i ⁵⁵	1660	10567	7 8 9 1 7 8	XT_AXT	A5_PI5	56	56.A.V 56.5.T 56._._ 56.P.C 56.I.V 56.5.T	3.0 1.0 0.0 1.6 3.0 1.0	0
42527	Thulung	SAND	se:kre		OLD	s eː k r e	1663	212	3 7 1 5 7	AXBCZ	SEKRE	46	46.S.C 46.E.V 46.K.C 46.R.C 46.E.V	2.0 1.5 1.75 1.5 0.8	0
42817	Hakha_Chin	SAND	thetse	sand (n.)	OLD	tʰ e ts e	1664	212	1 7 2 7	AXBZ	TECE	18	18.T.C 18.E.V 18.C.C 18.E.V	2.0 1.5 1.75 0.8	0
