# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
31339	Darang_Taraon	BONE	ɹɯ³¹boŋ³⁵	bone	OLD	ɹ ɯ ³¹ + b o ŋ ³⁵	205	2	5 7 8 9 1 7 4 8	AXT_AXLT	RI3_PUN2	13	13.R.C 13.I.V 13.3.T 13._._ 13.P.C 13.U.V 13.N.c 13.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
43461	Rongpo	BONE	haRkɔ	bone	OLD	h a ɽ k ɔ	204	1811	3 7 5 1 7	AXMBZ	HARKU	43	43.H.C 43.A.V 43.R.c 43.K.C 43.U.V	2.0 1.5 1.1 1.75 0.8	0
10920	Old_Tibetan	BONE	rus	bone	OLD	r u s	204	2	5 7 3	AXN	RYS	39	39.R.C 39.Y.V 39.S.c	2.0 1.5 0.8	0
#
127	Gyalsumdo	BOY	pitsa	Boy:Low-Rise	NEW	p i t s a	208	0	1 7 1 3 7	AXBCZ	PITSA	17	17.P.C 17.I.V 17.T.C 17.S.C 17.A.V	2.0 1.5 1.75 1.5 0.8	0
128	Gyalsumdo	BOY	pu	Boy:Mid-Rise	NEW	p u	208	0	1 7	AX	PY	17	17.P.C 17.Y.V	2.0 1.5	0
388	Jirel	BOY	kʰojobopidza	Boy:	NEW	kʰ o j o b o p i d z a	208	0	1 7 6 7 1 7 1 7 1 3 7	AXBYBYBYBCZ	KUJUPUPITSA	23	23.K.C 23.U.V 23.J.C 23.U.V 23.P.C 23.U.V 23.P.C 23.I.V 23.T.C 23.S.C 23.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.5 0.8	0
646	Kagate	BOY	pituk	Boy:…Rise	NEW	p i t u k	208	0	1 7 1 7 1	AXBYN	PITYK	24	24.P.C 24.I.V 24.T.C 24.Y.V 24.K.c	2.0 1.5 1.75 1.3 0.8	0
902	Lowa	BOY	pidza	Boy:Fall-Rise	NEW	p i d z a	208	0	1 7 1 3 7	AXBCZ	PITSA	31	31.P.C 31.I.V 31.T.C 31.S.C 31.A.V	2.0 1.5 1.75 1.5 0.8	0
1155	Nubri	BOY	puh	Boy:	NEW	p u h	208	0	1 7 3	AXN	PYH	36	36.P.C 36.Y.V 36.H.c	2.0 1.5 0.8	0
1409	Sherpa	BOY	kʰjokpʰedza	Boy:	NEW	kʰ j o k pʰ e d z a	208	0	1 6 7 1 1 7 1 3 7	ACXMBYBCZ	KJUKPETSA	44	44.K.C 44.J.C 44.U.V 44.K.c 44.P.C 44.E.V 44.T.C 44.S.C 44.A.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 1.5 0.8	0
1652	Tsum	BOY	ɕjaɾa	Boy:Mid	NEW	ɕ j a ɾ a	209	0	3 6 7 5 7	ACXBZ	SJARA	51	51.S.C 51.J.C 51.A.V 51.R.C 51.A.V	2.0 1.5 1.5 1.75 0.8	0
1916	Yolmo	BOY	ɕjaɹa	Boy:High	NEW	ɕ j a ɹ a	209	0	3 6 7 5 7	ACXBZ	SJARA	57	57.S.C 57.J.C 57.A.V 57.R.C 57.A.V	2.0 1.5 1.5 1.75 0.8	0
#
33280	Lisu	BRANCH	si³⁵lɛ̱³¹kɑ⁵⁵	branch / twig	OLD	s i ³⁵ l ɛ̠ ³¹ k ɑ ⁵⁵	213	233	3 7 8 5 7 8 1 7 8	AXTBYTBYT	SI2LE3KA5	29	29.S.C 29.I.V 29.2.T 29.L.C 29.E.V 29.3.T 29.K.C 29.A.V 29.5.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
33345	Bokar	BRANCH	a ɦok	branch / twig	OLD	a + ɦ o k	210	2643	7 9 3 7 1	X_AXN	A_HUK	6	6.A.V 6._._ 6.H.C 6.U.V 6.K.c	1.5 0.0 2.0 1.5 0.8	0
34608	Yidu	BRANCH	hɑ⁵⁵ɹo⁵³	branch / twig	OLD	h ɑ ⁵⁵ + ɹ o ⁵³	211	756	3 7 8 9 5 7 8	AXT_AXT	HA5_RU3	56	56.H.C 56.A.V 56.5.T 56._._ 56.R.C 56.U.V 56.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
34699	Zhaba_Daofu_County	BRANCH	ja⁵⁵ja⁵⁵	branch / twig	OLD	j a ⁵⁵ + j a ⁵⁵	211	10266	6 7 8 9 6 7 8	AXT_AXT	JA5_JA5	58	58.J.C 58.A.V 58.5.T 58._._ 58.J.C 58.A.V 58.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
35490	Tibetan_Alike	BRANCH	ra ɣa	branch / twig	OLD	r a _ ɣ a	210	10265	5 7 9 3 7	AX_AX	RA_GA	47	47.R.C 47.A.V 47._._ 47.G.C 47.A.V	2.0 1.5 0.0 2.0 1.5	0
43875	Bantawa	BRANCH	kusi	branch, leaf	OLD	k u s i	212	751	1 7 3 7	AXBZ	KYSI	4	4.K.C 4.Y.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	0
40777	Old_Chinese	BRANCH	ke		OLD	k e	212	1718	1 7	AX	KE	38	38.K.C 38.E.V	2.0 1.5	0
41122	Old_Burmese	BRANCH	a◦khak		OLD	a + kʰ a k	210	233	7 9 1 7 1	X_AXN	A_KAK	37	37.A.V 37._._ 37.K.C 37.A.V 37.K.c	1.5 0.0 2.0 1.5 0.8	0
41521	Khaling	BRANCH	ghrēm		OLD	gh r eː m	212	652	1 5 7 4	ACXN	KREM	25	25.K.C 25.R.C 25.E.V 25.M.c	2.0 1.5 1.5 0.8	0
41570	Wobzi_Khroskyabs	BRANCH	jælgɑ́		OLD	j æ l g ɑ́	212	10265	6 7 5 1 7	AXMBZ	JELKA	53	53.J.C 53.E.V 53.L.c 53.K.C 53.A.V	2.0 1.5 1.1 1.75 0.8	0
42087	Garo	BRANCH	bi-pek	branch; twig (n)	OLD	b i p e k	215	3922	1 7 1 7 1	AXBYN	PIPEK	15	15.P.C 15.I.V 15.P.C 15.E.V 15.K.c	2.0 1.5 1.75 1.3 0.8	0
42461	Thulung	BRANCH	grem		OLD	g r e m	212	652	1 5 7 4	ACXN	KREM	46	46.K.C 46.R.C 46.E.V 46.M.c	2.0 1.5 1.5 0.8	0
42661	Hakha_Chin	BRANCH	thingnge ; ttengnge	branch (n.)	OLD	tʰ i ŋ + ŋ e	210	4115	1 7 4 9 4 7	AXN_AX	TIN_NE	18	18.T.C 18.I.V 18.N.c 18._._ 18.N.C 18.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0
43038	Bunan	BRANCH	laŋgjak	branch	OLD	l a ŋ g j a k	219	233	5 7 4 1 6 7 1	AXMBCYN	LANKJAK	8	8.L.C 8.A.V 8.N.c 8.K.C 8.J.C 8.A.V 8.K.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0
43241	Byangsi	BRANCH	d5ali	branch of tree	OLD	d̺ a l i	214	371	1 7 5 7	AXBZ	TALI	9	9.T.C 9.A.V 9.L.C 9.I.V	2.0 1.5 1.75 0.8	0
43691	Kulung	BRANCH	gem	branch of a tree (n.)	OLD	g e m	212	652	1 7 4	AXN	KEM	26	26.K.C 26.E.V 26.M.c	2.0 1.5 0.8	0
10973	Old_Tibetan	BRANCH	jal.ga		OLD	j a l + g a	210	10265	6 7 5 9 1 7	AXN_AX	JAL_KA	39	39.J.C 39.A.V 39.L.c 39._._ 39.K.C 39.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0
11002	Japhug	BRANCH	tɤ-rtaʁ		OLD	t ɤ + r t a ʁ	210	693	1 7 9 5 1 7 5	AX_ACYN	TE_RTAR	20	20.T.C 20.E.V 20._._ 20.R.C 20.T.C 20.A.V 20.R.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	0
44267	Achang_Longchuan	BRANCH	ʂək⁵⁵kʐaŋ⁵⁵	branch	OLD	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	211	940	3 7 1 8 9 1 3 7 4 8	AXLT_ACXLT	SEK5_KSAN5	1	1.S.C 1.E.V 1.K.c 1.5.T 1._._ 1.K.C 1.S.C 1.A.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0
44268	Atsi	BRANCH	sik⁵⁵kja̱ŋ⁵¹	branch	OLD	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	211	940	3 7 1 8 9 1 6 7 4 8	AXLT_ACXLT	SIK5_KJAN3	2	2.S.C 2.I.V 2.K.c 2.5.T 2._._ 2.K.C 2.J.C 2.A.V 2.N.c 2.3.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0
44269	Bola	BRANCH	sak⁵⁵ka̱ʔ⁵⁵	branch	OLD	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	211	233	3 7 1 8 9 1 7 1 8	AXLT_AXLT	SAK5_KAH5	7	7.S.C 7.A.V 7.K.c 7.5.T 7._._ 7.K.C 7.A.V 7.H.c 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
44270	Lashi	BRANCH	sə̱k⁵⁵kɔ̱ʔ⁵⁵	branch	OLD	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	211	233	3 7 1 8 9 1 7 1 8	AXLT_AXLT	SEK5_KUH5	27	27.S.C 27.E.V 27.K.c 27.5.T 27._._ 27.K.C 27.U.V 27.H.c 27.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
44271	Maru	BRANCH	sa̱k⁵⁵kɔ̱ʔ⁵⁵	branch	OLD	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	211	233	3 7 1 8 9 1 7 1 8	AXLT_AXLT	SAK5_KUH5	33	33.S.C 33.A.V 33.K.c 33.5.T 33._._ 33.K.C 33.U.V 33.H.c 33.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
44780	Rangoon	BRANCH	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴		OLD	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	216	233	7 8 9 1 7 7 4 8 9 7 8 9 1 7 1 8	XT_AXYLT_XT_AXLT	A3_KAI95_A3_KEH6	41	41.A.V 41.3.T 41._._ 41.K.C 41.A.V 41.I.V 41.9.c 41.5.T 41._._ 41.A.V 41.3.T 41._._ 41.K.C 41.E.V 41.H.c 41.6.T	3.0 1.0 0.0 1.6 3.0 3.0 1.1 1.0 0.0 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
45465	Xiandao	BRANCH	ʂɯk⁵⁵xɔʔ⁵⁵	branch	OLD	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	211	233	3 7 1 8 9 3 7 1 8	AXLT_AXLT	SIK5_GUH5	54	54.S.C 54.I.V 54.K.c 54.5.T 54._._ 54.G.C 54.U.V 54.H.c 54.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
45985	Lushai	BRANCH	thing◦zâr	branch (n)	OLD	tʰ i ŋ + z â/a r	210	1512	1 7 4 9 3 7 5	AXN_AXN	TIN_SAR	32	32.T.C 32.I.V 32.N.c 32._._ 32.S.C 32.A.V 32.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
46576	Beijing	BRANCH	ʂu⁵³tʂʅr⁵⁵		OLD	ʂ u ⁵³ ʈʂ r/ʅ ⁵⁵	213	1718	3 7 8 2 5 8	AXTBLT	SY3CR5	5	5.S.C 5.Y.V 5.3.T 5.C.C 5.R.c 5.5.T	1.6 3.0 1.0 1.3 1.1 1.0	0
46577	Guangzhou	BRANCH	sy²²tsi⁵³₅₅		OLD	s y ²² ts i ⁵³/⁵⁵	213	1718	3 7 8 2 7 8	AXTBYT	SY1CI6	16	16.S.C 16.Y.V 16.1.T 16.C.C 16.I.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
46578	Chaozhou	BRANCH	tsʰiu¹¹ki³³		OLD	tsʰ i u ¹¹ k i ³³	213	1718	2 7 7 8 1 7 8	AXYTBYT	CIY1KI4	10	10.C.C 10.I.V 10.Y.V 10.1.T 10.K.C 10.I.V 10.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
46580	Jieyang	BRANCH	tsʰiu¹¹ki³³		OLD	tsʰ i u ¹¹ k i ³³	213	1718	2 7 7 8 1 7 8	AXYTBYT	CIY1KI4	21	21.C.C 21.I.V 21.Y.V 21.1.T 21.K.C 21.I.V 21.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
46581	Xingning	BRANCH	ki³⁵pʰa³¹		OLD	k i ³⁵ pʰ a ³¹	212	1718	1 7 8 1 7 8	AXTBYT	KI2PA3	55	55.K.C 55.I.V 55.2.T 55.P.C 55.A.V 55.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
47611	Ukhrul	BRANCH	ʔa-pʰaŋ	branch	OLD	ʔ a + pʰ a ŋ	210	2062	1 7 9 1 7 4	AX_AXN	HA_PAN	52	52.H.C 52.A.V 52._._ 52.P.C 52.A.V 52.N.c	2.0 1.5 0.0 2.0 1.5 0.8	0
47612	Ukhrul	BRANCH	ʔa-sa	branch	OLD	ʔ a + s a	210	2063	1 7 9 3 7	AX_AX	HA_SA	52	52.H.C 52.A.V 52._._ 52.S.C 52.A.V	2.0 1.5 0.0 2.0 1.5	0
48113	Tangut	BRANCH	.war		OLD	w a r	217	410	6 7 5	AXN	WAR	45	45.W.C 45.A.V 45.R.c	2.0 1.5 0.8	0
48438	Mikir	BRANCH	+rō		OLD	+ r ō/oː	210	10329	9 5 7	_AX	_RU	34	34._._ 34.R.C 34.U.V	0.0 2.0 1.5	0
48573	Rabha	BRANCH	da-lai	branch / twig	OLD	d a + l ai	210	371	1 7 9 5 7	AX_AX	TA_LA	40	40.T.C 40.A.V 40._._ 40.L.C 40.A.V	2.0 1.5 0.0 2.0 1.5	0
46579	Longgang	BRANCH	a³³tsʰa³³		OLD	a ³³ tsʰ a ³³	213	2535	7 8 2 7 8	XTBYT	A4CA4	30	30.A.V 30.4.T 30.C.C 30.A.V 30.4.T	3.0 1.0 1.3 3.0 1.0	0
26613	Jingpho	BRANCH	lă³¹kji̱ŋ³¹	branch / twig	OLD	l ă ³¹ + k j i̠ ŋ ³¹	211	29705	5 7 8 9 1 6 7 4 8	AXT_ACXLT	LA3_KJIN3	22	22.L.C 22.A.V 22.3.T 22._._ 22.K.C 22.J.C 22.I.V 22.N.c 22.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0
26725	Motuo_Menba	BRANCH	da ka	branch / twig	OLD	d a _ k a	210	284	1 7 9 1 7	AX_AX	TA_KA	35	35.T.C 35.A.V 35._._ 35.K.C 35.A.V	2.0 1.5 0.0 2.0 1.5	0
26930	Daofu	BRANCH	qa rvɐ	branch / twig	OLD	q a + r v ɐ	210	410	1 7 9 5 3 7	AX_ACZ	KA_RBE	12	12.K.C 12.A.V 12._._ 12.R.C 12.B.C 12.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0
27496	Darang_Taraon	BRANCH	xɑ³¹ɹɑ⁵³	branch / twig	OLD	x ɑ ³¹ + ɹ ɑ ⁵³	211	756	3 7 8 9 5 7 8	AXT_AXT	GA3_RA3	13	13.G.C 13.A.V 13.3.T 13._._ 13.R.C 13.A.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
27600	rGyalrong_Maerkang	BRANCH	tɐi jgɐ	branch / twig	OLD	t ɐ i _ j g ɐ	210	681	1 7 7 9 6 1 7	AXZ_ACZ	TEI_JKE	42	42.T.C 42.E.V 42.I.V 42._._ 42.J.C 42.K.C 42.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
27915	Tibetan_Lhasa	BRANCH	jɛ¹³ka⁵⁵	branch / twig	OLD	j ɛ ¹³ + k a ⁵⁵	211	10265	6 7 8 9 1 7 8	AXT_AXT	JE2_KA5	49	49.J.C 49.E.V 49.2.T 49._._ 49.K.C 49.A.V 49.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
29250	Dulong	BRANCH	ɕiŋ⁵⁵lɑŋ⁵⁵	branch / twig	OLD	ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵	211	1346	3 7 4 8 9 5 7 4 8	AXLT_AXLT	SIN5_LAN5	14	14.S.C 14.I.V 14.N.c 14.5.T 14._._ 14.L.C 14.A.V 14.N.c 14.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
29541	Tibetan_Batang	BRANCH	lɑʔ²³¹	branch / twig	OLD	l ɑ ʔ ²³¹	218	1479	5 7 1 8	AXLT	LAH6	48	48.L.C 48.A.V 48.H.c 48.6.T	1.6 3.0 1.1 1.0	0
32154	Tibetan_Xiahe	BRANCH	ra ʁa	branch / twig	OLD	r a _ ʁ a	210	10265	5 7 9 5 7	AX_AX	RA_RA	50	50.R.C 50.A.V 50._._ 50.R.C 50.A.V	2.0 1.5 0.0 2.0 1.5	0
#
249	Gyalsumdo	BREAD	kja	Bread:Mid-High	NEW	k j a	221	0	1 6 7	ACX	KJA	17	17.K.C 17.J.C 17.A.V	2.0 1.5 1.5	1
259	Gyalsumdo	BREAD	kjaŋ	Bread:Low-Rise	NEW	k j a ŋ	221	0	1 6 7 4	ACXN	KJAN	17	17.K.C 17.J.C 17.A.V 17.N.c	2.0 1.5 1.5 0.8	0
511	Jirel	BREAD	d̪aɹi	Bread:	NEW	d̪ a ɹ i	220	0	1 7 5 7	AXBZ	TARI	23	23.T.C 23.A.V 23.R.C 23.I.V	2.0 1.5 1.75 0.8	0
521	Jirel	BREAD	ɕjoben	Bread:	NEW	ɕ j o b e n	221	0	3 6 7 1 7 4	ACXBYN	SJUPEN	23	23.S.C 23.J.C 23.U.V 23.P.C 23.E.V 23.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0
761	Kagate	BREAD	maŋre	Bread:Rise	NEW	m a ŋ r e	220	0	4 7 4 5 7	AXBCZ	MANRE	24	24.M.C 24.A.V 24.N.C 24.R.C 24.E.V	2.0 1.5 1.75 1.5 0.8	0
771	Kagate	BREAD	kʰura	Bread:Mid-High	NEW	kʰ u r a	220	0	1 7 5 7	AXBZ	KYRA	24	24.K.C 24.Y.V 24.R.C 24.A.V	2.0 1.5 1.75 0.8	0
1021	Lowa	BREAD	makɾa	Bread:Mid	NEW	m a k ɾ a	220	0	4 7 1 5 7	AXBCZ	MAKRA	31	31.M.C 31.A.V 31.K.C 31.R.C 31.A.V	2.0 1.5 1.75 1.5 0.8	0
1032	Lowa	BREAD	kjaŋ	Bread:(Low-)Rise	NEW	k j a ŋ	221	0	1 6 7 4	ACXN	KJAN	31	31.K.C 31.J.C 31.A.V 31.N.c	2.0 1.5 1.5 0.8	0
1271	Nubri	BREAD	kʰeu	Bread:(Mid-)High	NEW	kʰ eu	221	0	1 7	AX	KE	36	36.K.C 36.E.V	2.0 1.5	0
1281	Nubri	BREAD	kʰoɹa	Bread:(Mid-)High	NEW	kʰ o ɹ a	220	0	1 7 5 7	AXBZ	KURA	36	36.K.C 36.U.V 36.R.C 36.A.V	2.0 1.5 1.75 0.8	0
1519	Sherpa	BREAD	ɡerok	Bread:Low-Rise	NEW	ɡ e r o k	220	0	1 7 5 7 1	AXBYN	KERUK	44	44.K.C 44.E.V 44.R.C 44.U.V 44.K.c	2.0 1.5 1.75 1.3 0.8	0
1528	Sherpa	BREAD	kuri	Bread:High	NEW	k u r i	220	0	1 7 5 7	AXBZ	KYRI	44	44.K.C 44.Y.V 44.R.C 44.I.V	2.0 1.5 1.75 0.8	0
1775	Tsum	BREAD	kja	Bread:Mid-Rise	NEW	k j a	221	0	1 6 7	ACX	KJA	51	51.K.C 51.J.C 51.A.V	2.0 1.5 1.5	1
1786	Tsum	BREAD	pakut	Bread:Low-Rise	NEW	p a k u t	221	0	1 7 1 7 1	AXBYN	PAKYT	51	51.P.C 51.A.V 51.K.C 51.Y.V 51.T.c	2.0 1.5 1.75 1.3 0.8	0
2032	Yolmo	BREAD	kja	Bread:Mid	NEW	k j a	221	0	1 6 7	ACX	KJA	57	57.K.C 57.J.C 57.A.V	2.0 1.5 1.5	0
2042	Yolmo	BREAD	kʰuɹa	Bread:High	NEW	kʰ u ɹ a	220	0	1 7 5 7	AXBZ	KYRA	57	57.K.C 57.Y.V 57.R.C 57.A.V	2.0 1.5 1.75 0.8	0
#
12	Gyalsumdo	BREAST	oma	Breast:Low-Rise	NEW	o m a	225	0	7 4 7	XBZ	UMA	17	17.U.V 17.M.C 17.A.V	1.5 1.75 0.8	1
13	Gyalsumdo	BREAST	ɦoma	Breast:Low-Rise	NEW	ɦ o m a	225	0	3 7 4 7	AXBZ	HUMA	17	17.H.C 17.U.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	0
279	Jirel	BREAST	n̪uma	Breast:Low-Rise	NEW	n̪ u m a	222	0	4 7 4 7	AXBZ	NYMA	23	23.N.C 23.Y.V 23.M.C 23.A.V	2.0 1.5 1.75 0.8	0
33142	Bokar	BREAST	a tɕuː	breast	OLD	a + tɕ uː	223	17	7 9 2 7	X_AX	A_CY	6	6.A.V 6._._ 6.C.C 6.Y.V	1.5 0.0 2.0 1.5	0
539	Kagate	BREAST	oma	Breast:Low-Rise	NEW	o m a	225	0	7 4 7	XBZ	UMA	24	24.U.V 24.M.C 24.A.V	1.5 1.75 0.8	1
540	Kagate	BREAST	praŋɡok	Breast: Mid	NEW	p r a ŋ ɡ o k	227	0	1 5 7 4 1 7 1	ACXMBYN	PRANKUK	24	24.P.C 24.R.C 24.A.V 24.N.c 24.K.C 24.U.V 24.K.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0
792	Lowa	BREAST	oma	Breast:(Low-)Rise	NEW	o m a	225	0	7 4 7	XBZ	UMA	31	31.U.V 31.M.C 31.A.V	1.5 1.75 0.8	1
1051	Nubri	BREAST	tɕju	Breast:Mid	NEW	t ɕ j u	226	0	1 3 6 7	ACCX	TSJY	36	36.T.C 36.S.C 36.J.C 36.Y.V	2.0 1.5 1.5 1.5	0
1302	Sherpa	BREAST	oma	Breast:Low-Rise	NEW	o m a	225	0	7 4 7	XBZ	UMA	44	44.U.V 44.M.C 44.A.V	1.5 1.75 0.8	1
34104	Tibetan_Alike	BREAST	nə mæ	breast	OLD	n ə _ m æ	223	10186	4 7 9 4 7	AX_AX	NE_ME	47	47.N.C 47.E.V 47._._ 47.M.C 47.E.V	2.0 1.5 0.0 2.0 1.5	0
1547	Tsum	BREAST	paʔ	Breast:High	NEW	p a ʔ	229	0	1 7 1	AXN	PAH	51	51.P.C 51.A.V 51.H.c	2.0 1.5 0.8	0
34415	Yidu	BREAST	ȵo⁵⁵bi³⁵	breast	OLD	ȵ o ⁵⁵ + b i ³⁵	224	10186	4 7 8 9 1 7 8	AXT_AXT	NU5_PI2	56	56.N.C 56.U.V 56.5.T 56._._ 56.P.C 56.I.V 56.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1810	Yolmo	BREAST	praŋɡo	Breast:Mid	NEW	p r a ŋ ɡ o	227	0	1 5 7 4 1 7	ACXMBZ	PRANKU	57	57.P.C 57.R.C 57.A.V 57.N.c 57.K.C 57.U.V	2.0 1.5 1.5 1.1 1.75 0.8	0
1811	Yolmo	BREAST	woma	Breast:Low-Rise	NEW	w o m a	225	0	6 7 4 7	AXBZ	WUMA	57	57.W.C 57.U.V 57.M.C 57.A.V	2.0 1.5 1.75 0.8	1
11026	Old_Tibetan	BREAST	nu.ma	breasts	OLD	n u m a	222	10186	4 7 4 7	AXBZ	NYMA	39	39.N.C 39.Y.V 39.M.C 39.A.V	2.0 1.5 1.75 0.8	0
11055	Japhug	BREAST	tɯ-nɯ	breasts	OLD	t ɯ + n ɯ	223	10186	1 7 9 4 7	AX_AX	TI_NI	20	20.T.C 20.I.V 20._._ 20.N.C 20.I.V	2.0 1.5 0.0 2.0 1.5	0
11059	Tangut	BREAST	ner²	breasts	OLD	n e r ²	222	10185	4 7 5 8	AXLT	NER6	45	45.N.C 45.E.V 45.R.c 45.6.T	1.6 3.0 1.1 1.0	0
40778	Old_Chinese	BREAST	noʔ		OLD	n o ʔ	222	10186	4 7 1	AXN	NUH	38	38.N.C 38.U.V 38.H.c	2.0 1.5 0.8	0
41123	Old_Burmese	BREAST	nuiwʔ		OLD	n ui w ʔ	222	10186	4 7 6 1	AXLN	NYWH	37	37.N.C 37.Y.V 37.W.c 37.H.c	2.0 1.5 1.1 0.8	0
41571	Wobzi_Khroskyabs	BREAST	nənə̂		OLD	n ə n ə̂	222	10186	4 7 4 7	AXBZ	NENE	53	53.N.C 53.E.V 53.N.C 53.E.V	2.0 1.5 1.75 0.8	0
41825	Chepang	BREAST	dut	milk, breast, white fluid (<N dudh)	OLD	d u t	226	752	1 7 1	AXN	TYT	11	11.T.C 11.Y.V 11.T.c	2.0 1.5 0.8	0
42088	Garo	BREAST	sok	breast; nipple (n)	OLD	s o k	228	3923	3 7 1	AXN	SUK	15	15.S.C 15.U.V 15.K.c	2.0 1.5 0.8	0
42462	Thulung	BREAST	ɖʉ:ɖʉ		OLD	ɖ ʉː ɖ ʉ	226	752	1 7 1 7	AXBZ	TYTY	46	46.T.C 46.Y.V 46.T.C 46.Y.V	2.0 1.5 1.75 0.8	0
42662	Hakha_Chin	BREAST	hnuk , tang	breast (n.)	OLD	n̥ u k	222	10186	4 7 1	AXN	NYK	18	18.N.C 18.Y.V 18.K.c	2.0 1.5 0.8	0
43050	Bunan	BREAST	mama	breast (female)	OLD	m a m a	225	243	4 7 4 7	AXBZ	MAMA	8	8.M.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	0
43242	Byangsi	BREAST	ʃime	breast	OLD	ʃ i m e	225	372	3 7 4 7	AXBZ	SIME	9	9.S.C 9.I.V 9.M.C 9.E.V	2.0 1.5 1.75 0.8	0
43462	Rongpo	BREAST	apu	breast	OLD	a p u	229	503	7 1 7	XBZ	APY	43	43.A.V 43.P.C 43.Y.V	1.5 1.75 0.8	0
43692	Kulung	BREAST	cu	female breast (n.)	OLD	tʃ u	226	17	1 7	AX	TY	26	26.T.C 26.Y.V	2.0 1.5	0
11039	Khaling	BREAST	nʉs	breasts	OLD	n ʉ s	222	10186	4 7 3	AXN	NYS	25	25.N.C 25.Y.V 25.S.c	2.0 1.5 0.8	0
11040	Limbu	BREAST	nu	breasts	OLD	n u	222	10186	4 7	AX	NY	28	28.N.C 28.Y.V	2.0 1.5	0
43876	Bantawa	BREAST	duda	milk (human, cows, any); also used for breast	OLD	d u d a	226	752	1 7 1 7	AXBZ	TYTA	4	4.T.C 4.Y.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	0
44276	Bola	BREAST	nau³⁵	breast	OLD	n a u ³⁵	222	10186	4 7 7 8	AXYT	NAY2	7	7.N.C 7.A.V 7.Y.V 7.2.T	1.6 3.0 3.0 1.0	0
44703	Rangoon	BREAST	no⁵³õ²²		OLD	n o ⁵³ + õ ∼ ²²	224	10186	4 7 8 9 7 4 8	AXT_XLT	NU3_U91	41	41.N.C 41.U.V 41.3.T 41._._ 41.U.V 41.9.c 41.1.T	1.6 3.0 1.0 0.0 3.0 1.1 1.0	0
45486	Maru	BREAST	nuk⁵⁵	breast	OLD	n u k ⁵⁵	222	10186	4 7 1 8	AXLT	NYK5	33	33.N.C 33.Y.V 33.K.c 33.5.T	1.6 3.0 1.1 1.0	0
