ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG
34331	Lisu	I	ŋuɑ	I	OLD	ŋ u ɑ	327	327
34581	Tibetan_Lhasa	I	ŋa	I	OLD	ŋ a	327	327
34693	Tibetan_Alike	I	ŋæ	I	OLD	ŋ æ	327	327
40885	Old_Chinese	I	a		OLD	a	327	327
41082	Old_Burmese	I	nā		OLD	n ā	327	327
41651	Wobzi_Khroskyabs	I	ŋô		OLD	ŋ ô	327	327
41913	Chepang	I	ʔa	I	OLD	ʔ a	3835	3835
41914	Chepang	I	ŋa	I	OLD	ŋ a	327	327
42168	Garo	I	aŋa	I (pro)	OLD	a ŋ a	10388	10388
42394	Thulung	I	go		OLD	g o	799	799
42746	Hakha_Chin	I	kàymaʔ	I (pron.)	OLD	k à y m a ʔ	29721	29721
10019	Old_Tibetan	ABOVE	steŋ		OLD	s t e ŋ	20	20
10048	Japhug	ABOVE	ɯtaʁ		OLD	ɯ t a ʁ	49	49
42996	Bunan	ABOVE	jartok	on, above	OLD	j a r t o k	198	198
43179	Byangsi	ABOVE	jarto	above	OLD	j a r t o	198	198
43397	Rongpo	ABOVE	kalo	above, over	OLD	k a l o	461	461
43631	Kulung	ABOVE	tptɔ	above, up (adv.)	OLD	t p t ɔ	612	612
43857	Bantawa	ABOVE	oŋ	not physical right on top of things, but ‘at a higher elevation’	OLD	o ŋ	744	744
45051	Atsi	ABOVE	oʔmai	over / above	OLD	o ʔ m a i	49	49
45125	Rangoon	ABOVE	ɑɛʔ	over / above	OLD	ɑ ɛ ʔ	49	49
45153	Bola	ABOVE	aaʔ	over / above	OLD	a a ʔ	49	49
45214	Achang_Longchuan	ABOVE	alum	over / above	OLD	a l u m	3049	3049
45266	Maru	ABOVE	ɔʔmɛ	over / above	OLD	ɔ ʔ m ɛ	49	49
45712	Bahing	ABOVE	hati	above, up (adv)	OLD	h a t i	2769	2769
46182	Beijing	ABOVE	ʂɑŋou	*top, top side	OLD	ʂ ɑ ŋ o u	20	20
46183	Guangzhou	ABOVE	sœŋpin	*top, top side	OLD	s œ ŋ p i n	20	20
46184	Chaozhou	ABOVE	teŋpõĩ		OLD	t e ŋ p õ ĩ	1618	1618
46185	Longgang	ABOVE	taŋkau		OLD	t a ŋ k a u	1618	1618
46186	Jieyang	ABOVE	teŋpãĩ		OLD	t e ŋ p ã ĩ	1618	1618
46187	Xingning	ABOVE	ʂɔŋpɔɛ		OLD	ʂ ɔ ŋ p ɔ ɛ	20	20
46188	Xingning	ABOVE	hɔŋ		OLD	h ɔ ŋ	1619	1619
47554	Ukhrul	ABOVE	kəkan	over ?	OLD	k ə k a n	3313	3313
47760	Hayu	ABOVE	ani	up, above (adv loc)	OLD	a n i	2156	2156
47761	Hayu	ABOVE	ani	above (pp)	OLD	a n i	2156	2156
48141	Tangut	ABOVE	j		OLD	j	10178	10178
48469	Mikir	ABOVE	aso		OLD	a s o	0	0
26971	Motuo_Menba	ABOVE	gaten	over / above	OLD	g a t e n	431	431
28154	Tibetan_Lhasa	ABOVE	jɛ	over / above	OLD	j ɛ	198	198
28155	Tibetan_Lhasa	ABOVE	oŋla	over / above	OLD	o ŋ l a	1035	1035
29109	Daofu	ABOVE	rənvɛ	over / above	OLD	r ə n v ɛ	1310	1310
29539	Dulong	ABOVE	lɯkɑpɑŋ	over / above	OLD	l ɯ k ɑ p ɑ ŋ	1265	1265
29810	Tibetan_Batang	ABOVE	jaʔ	over / above	OLD	j a ʔ	198	198
30363	Jingpho	ABOVE	n	over / above	OLD	n	1765	1765
31603	Zhaba_Daofu_County	ABOVE	ʌɿ	over / above	OLD	ʌ ɿ	2262	2262
31766	rGyalrong_Maerkang	ABOVE	wupri	over / above	OLD	w u p r i	2290	2290
32401	Tibetan_Xiahe	ABOVE	janar	over / above	OLD	j a n a r	198	198
33503	Lisu	ABOVE	gs	over / above	OLD	g s	2668	2668
33962	Bokar	ABOVE	jandap	over / above	OLD	j a n d a p	198	198
40319	Khaling	ABOVE	tuŋ		OLD	t u ŋ	3493	3493
40320	Limbu	ABOVE	ɛtaŋ		OLD	ɛ t a ŋ	20	20
40756	Old_Chinese	ABOVE	daŋʔs		OLD	d a ŋ ʔ s	20	20
41055	Old_Burmese	ABOVE	ʔaak		OLD	ʔ a a k	49	49
41552	Wobzi_Khroskyabs	ABOVE	ɑ		OLD	ɑ	49	49
41804	Chepang	ABOVE	puhʔə	upper part, above, overhead	OLD	p u h ʔ ə	3791	3791
42071	Garo	ABOVE	sakao	above; beyond; on top (pp)	OLD	s a k a o	3915	3915
42395	Thulung	ABOVE	ɖla		OLD	ɖ l a	4050	4050
42629	Thulung	ABOVE	gele		OLD	g e l e	4111	4111
42641	Hakha_Chin	ABOVE	ùŋ	above (prep.)	OLD	ù ŋ	744	744
10072	Old_Tibetan	ALL	amsad	all	OLD	a m s a d	3682	3682
10085	Khaling	ALL	le	all	OLD	l e	1273	1273
10086	Limbu	ALL	kak	all	OLD	k a k	1320	1320
10101	Japhug	ALL	amɤt	all	OLD	a m ɤ t	3682	3682
10105	Tangut	ALL	zji	all	OLD	z j i	0	0
43145	Bunan	ALL	aŋi	all	OLD	a ŋ i	5663	5663
43180	Byangsi	ALL	lairi	all	OLD	l a i r i	6208	6208
43398	Rongpo	ALL	ruoko	all	OLD	r u o k o	6209	6209
43632	Kulung	ALL	ttɔ	all (adv.)	OLD	t t ɔ	6288	6288
43633	Kulung	ALL	lɔ	all, every (adv.)	OLD	l ɔ	1273	1273
43858	Bantawa	ALL	amməj	all, every	OLD	a m m ə j	6522	6522
44097	Achang_Longchuan	ALL	pʐapʐa	all 1	OLD	p ʐ a p ʐ a	8001	8001
44099	Lashi	ALL	panʃʔ	all 1	OLD	p a n ʃ ʔ	8003	8003
44100	Maru	ALL	pəŋʃɔʔ	all 1	OLD	p ə ŋ ʃ ɔ ʔ	8003	8003
44101	Xiandao	ALL	ot	all 4	OLD	o t	8004	8004
44102	Atsi	ALL	lṵŋlŋ	all 2	OLD	l ṵ ŋ l ŋ	8005	8005
44103	Bola	ALL	alp	all 2	OLD	a l p	8006	8006
44741	Rangoon	ALL	ɑjɑ		OLD	ɑ j ɑ	8340	8340
45707	Old_Tibetan	ALL	kun		OLD	k u n	3899	3899
43399	Rongpo	ALL	səb	all	OLD	s ə b	6207	6207
48176	Tangut	ALL	zji		OLD	z j i	0	0
48196	Tangut	ALL	rjur		OLD	r j u r	0	0
26978	Jingpho	ALL	ŋamăŋa	all / everything	OLD	ŋ a m ă ŋ a	1274	1274
27146	Motuo_Menba	ALL	ameʔ	all / everything	OLD	a m e ʔ	3682	3682
27455	Tibetan_Xiahe	ALL	hano	all / everything	OLD	h a n o	5662	5662
27994	rGyalrong_Maerkang	ALL	kəᴇt	all / everything	OLD	k ə ᴇ t	3969	3969
28332	Tibetan_Lhasa	ALL	aŋma	all / everything	OLD	a ŋ m a	5663	5663
29256	Daofu	ALL	əmɛ	all / everything	OLD	ə m ɛ	3682	3682
29712	Dulong	ALL	sɯnɑʔ	all / everything	OLD	s ɯ n ɑ ʔ	1276	1276
29950	Tibetan_Batang	ALL	jɛʔ	all / everything	OLD	j ɛ ʔ	5664	5664
31326	Tibetan_Lhasa	ALL	kaŋka	all / everything	OLD	k a ŋ k a	5665	5665
31749	Zhaba_Daofu_County	ALL	joo	all / everything	OLD	j o o	4514	4514
33668	Lisu	ALL	hŋm	all / everything	OLD	h ŋ m	3683	3683
33761	Bokar	ALL	kəbaŋ	all / everything	OLD	k ə b a ŋ	1321	1321
34717	Tibetan_Alike	ALL	aŋmæ	all / everything	OLD	a ŋ m æ	5663	5663
35848	Japhug	ALL	lona	all	OLD	l o n a	1275	1275
40757	Old_Chinese	ALL	brom		OLD	b r o m	1186	1186
40758	Old_Chinese	ALL	rəm		OLD	r ə m	3684	3684
41056	Old_Burmese	ALL	ʔakun		OLD	ʔ a k u n	3899	3899
41553	Wobzi_Khroskyabs	ALL	pâ		OLD	p â	5037	5037
41805	Chepang	ALL	əmbay	all, completely (<H jəmma all + -ʔəy emphatic)	OLD	ə m b a y	5140	5140
41806	Chepang	ALL	u	all, completely	OLD	u	5141	5141
42072	Garo	ALL	bebak	all (n)	OLD	b e b a k	5308	5308
42396	Thulung	ALL	otle		OLD	o t l e	1273	1273
42642	Hakha_Chin	ALL	zt	all (adj.)	OLD	z t	5779	5779
10284	Old_Tibetan	BAD	ŋan		OLD	ŋ a n	245	245
43053	Bunan	BAD	marap	bad	OLD	m a r a p	246	246
10313	Japhug	BAD	ŋɤn		OLD	ŋ ɤ n	245	245
43181	Byangsi	BAD	jaddɛ	bad	OLD	j a d d ɛ	329	329
43400	Rongpo	BAD	ərb	bad	OLD	ə r b	246	246
43634	Kulung	BAD	mannəpa	bad, useless, worthless. (adj.)	OLD	m a n n ə p a	613	613
43860	Bantawa	BAD	ɨs	to be bad	OLD	ɨ s	745	745
43861	Bantawa	BAD	ɨssawa	bad, evil	OLD	ɨ s s a w a	745	745
44136	Achang_Longchuan	BAD	a	bad	OLD	a	889	889
44138	Atsi	BAD	en	bad	OLD	e n	486	486
44139	Bola	BAD	akai	bad	OLD	a k a i	890	890
44141	Lashi	BAD	pjʔ	bad	OLD	p j ʔ	892	892
44142	Maru	BAD	kɔi	bad	OLD	k ɔ i	890	890
44143	Xiandao	BAD	ncɛ	bad	OLD	n c ɛ	893	893
44567	Rangoon	BAD	o		OLD	o	1044	1044
45901	Lushai	BAD	alo	bad	OLD	a l o	1462	1462
45902	Lushai	BAD	ia	bad	OLD	i a	1463	1463
46189	Beijing	BAD	xuæi	bad	OLD	x u æ i	1623	1623
46190	Beijing	BAD	læi	bad	OLD	l æ i	1620	1620
46191	Guangzhou	BAD	sy	bad	OLD	s y	10263	10263
46192	Chaozhou	BAD	ai		OLD	a i	1622	1622
46193	Longgang	BAD	sɔi		OLD	s ɔ i	10263	10263
46194	Jieyang	BAD	huai		OLD	h u a i	1623	1623
46195	Xingning	BAD	fai		OLD	f a i	1623	1623
46196	Jieyang	BAD	mɔ		OLD	m ɔ	1625	1625
46197	Jieyang	BAD	ai		OLD	a i	1622	1622
46198	Chaozhou	BAD	mɔ		OLD	m ɔ	1625	1625
48078	Tangut	BAD	niow		OLD	n i o w	10179	10179
48397	Mikir	BAD	henō		OLD	h e n ō	0	0
27052	Jingpho	BAD	en	bad	OLD	e n	486	486
27204	Motuo_Menba	BAD	dukpin	bad	OLD	d u k p i n	579	579
27241	Yidu	BAD	elieŋ	bad	OLD	e l i e ŋ	606	606
28052	rGyalrong_Maerkang	BAD	mɑkəsnɑ	bad	OLD	m ɑ k ə s n ɑ	999	999
28407	Tibetan_Lhasa	BAD	ŋpo	bad	OLD	ŋ p o	245	245
28408	Tibetan_Lhasa	BAD	tuko	bad	OLD	t u k o	579	579
28948	Daofu	BAD	əmɛ	bad	OLD	ə m ɛ	1271	1271
29360	Daofu	BAD	gɛəmɛ	bad	OLD	g ɛ ə m ɛ	1271	1271
29776	Dulong	BAD	mɑʔ	bad	OLD	m ɑ ʔ	1608	1608
30028	Tibetan_Batang	BAD	dupu	bad	OLD	d u p u	579	579
30029	Tibetan_Batang	BAD	ɕɑudɛʔ	bad	OLD	ɕ ɑ u d ɛ ʔ	2316	2316
31824	Zhaba_Daofu_County	BAD	ʂuu	bad	OLD	ʂ u u	2303	2303
31912	Darang_Taraon	BAD	pɹɑjim	bad	OLD	p ɹ ɑ j i m	2327	2327
32606	Tibetan_Xiahe	BAD	aχama	bad	OLD	a χ a m a	2482	2482
32607	Tibetan_Xiahe	BAD	ŋan	bad	OLD	ŋ a n	245	245
33741	Lisu	BAD	mai	bad	OLD	m a i	2716	2716
33833	Bokar	BAD	pomoŋ	bad	OLD	p o m o ŋ	2749	2749
35353	Bokar	BAD	karu	bad	OLD	k a r u	3052	3052
35418	Tibetan_Alike	BAD	ŋanbæ	bad	OLD	ŋ a n b æ	245	245
40762	Old_Chinese	BAD	ak		OLD	a k	3616	3616
41057	Old_Burmese	BAD	wh		OLD	w h	1044	1044
41298	Limbu	BAD	tɛpmba		OLD	t ɛ p m b a	3702	3702
41312	Khaling	BAD	mʌbʌŋpɛ		OLD	m ʌ b ʌ ŋ p ɛ	3704	3704
41556	Wobzi_Khroskyabs	BAD	məâ		OLD	m ə â	3733	3733
41809	Chepang	BAD	hal	evil or bad (esp. speech, description), unpleasant, call by bad name	OLD	h a l	3793	3793
41810	Chepang	BAD	rew	ugly, bad, evil (esp. talk), be corrupted, in bad condition, be unlucky, ruined	OLD	r e w	3186	3186
41811	Chepang	BAD	rjəw	ugly, inauspicious, bad, evil	OLD	r j ə w	3186	3186
42397	Thulung	BAD	meɵpa		OLD	m e ɵ p a	4051	4051
42646	Hakha_Chin	BAD	ìaiat	bad (adj.)	OLD	ì a i a t	1463	1463
43156	Bunan	BELOW OR UNDER	ildok	under, below	OLD	i l d o k	315	315
43182	Byangsi	BELOW OR UNDER	jio	below, down	OLD	j i o	330	330
10496	Old_Tibetan	BELOW OR UNDER	gɕam		OLD	g ɕ a m	380	380
10525	Japhug	BELOW OR UNDER	ɯpa		OLD	ɯ p a	396	396
43401	Rongpo	BELOW OR UNDER	iŋɔ	under, below	OLD	i ŋ ɔ	463	463
43402	Rongpo	BELOW OR UNDER	ɔrɔ	under, below	OLD	ɔ r ɔ	463	463
43866	Bantawa	BELOW OR UNDER	hju	deictic expression meaning ‘that below’,;	OLD	h j u	330	330
45053	Atsi	BELOW OR UNDER	mai	below / under	OLD	m a i	1202	1202
45154	Bola	BELOW OR UNDER	aa	below / under	OLD	a a	1230	1230
45215	Achang_Longchuan	BELOW OR UNDER	ae	below / under	OLD	a e	1245	1245
45267	Maru	BELOW OR UNDER	ɔmɛ	below / under	OLD	ɔ m ɛ	1202	1202
45296	Rangoon	BELOW OR UNDER	ɑuʔ	below / under	OLD	ɑ u ʔ	1260	1260
45708	Old_Tibetan	BELOW OR UNDER	ɦog		OLD	ɦ o g	1260	1260
45713	Bahing	BELOW OR UNDER	hajy	below (adv)	OLD	h a j y	330	330
45714	Bahing	BELOW OR UNDER	dojy	under, below (n, pp)	OLD	d o j y	330	330
45903	Lushai	BELOW OR UNDER	uaiah	under	OLD	u a i a h	1464	1464
46199	Beijing	BELOW OR UNDER	tiɕia	*under, below	OLD	t i ɕ i a	1626	1626
46200	Beijing	BELOW OR UNDER	ɕiaou	*under, below	OLD	ɕ i a o u	1626	1626
46201	Guangzhou	BELOW OR UNDER	hapin	*under, below	OLD	h a p i n	1626	1626
46202	Chaozhou	BELOW OR UNDER	epõĩ		OLD	e p õ ĩ	1626	1626
46203	Longgang	BELOW OR UNDER	taiha		OLD	t a i h a	1626	1626
46204	Jieyang	BELOW OR UNDER	epãĩ		OLD	e p ã ĩ	1626	1626
46205	Xingning	BELOW OR UNDER	hapɔɛ		OLD	h a p ɔ ɛ	1626	1626
46206	Longgang	BELOW OR UNDER	hamɛn		OLD	h a m ɛ n	1626	1626
46207	Longgang	BELOW OR UNDER	hapɔi		OLD	h a p ɔ i	1626	1626
47762	Hayu	BELOW OR UNDER	hutoŋ	down, below (adv)	OLD	h u t o ŋ	2157	2157
47763	Hayu	BELOW OR UNDER	ja	below, down (adv)	OLD	j a	330	330
48146	Tangut	BELOW OR UNDER	ju		OLD	j u	10180	10180
48475	Mikir	BELOW OR UNDER	rúm		OLD	r ú m	0	0
26769	Motuo_Menba	BELOW OR UNDER	doŋten	below / under	OLD	d o ŋ t e n	314	314
26814	Jingpho	BELOW OR UNDER	lăwuʔ	below / under	OLD	l ă w u ʔ	343	343
27866	rGyalrong_Maerkang	BELOW OR UNDER	wuspoi	below / under	OLD	w u s p o i	930	930
28156	Tibetan_Lhasa	BELOW OR UNDER	mɛ	below / under	OLD	m ɛ	1036	1036
28157	Tibetan_Lhasa	BELOW OR UNDER	ɕamla	below / under	OLD	ɕ a m l a	380	380
29110	Daofu	BELOW OR UNDER	nənvɛ	below / under	OLD	n ə n v ɛ	10180	10180
29540	Dulong	BELOW OR UNDER	pɑŋɑŋ	below / under	OLD	p ɑ ŋ ɑ ŋ	3438	3438
29811	Tibetan_Batang	BELOW OR UNDER	mãʔ	below / under	OLD	m ã ʔ	1036	1036
31604	Zhaba_Daofu_County	BELOW OR UNDER	ɑɿ	below / under	OLD	ɑ ɿ	2263	2263
33504	Lisu	BELOW OR UNDER	s	below / under	OLD	s	1202	1202
33581	Bokar	BELOW OR UNDER	mandap	below / under	OLD	m a n d a p	1036	1036
34464	Tibetan_Xiahe	BELOW OR UNDER	manar	below / under	OLD	m a n a r	1036	1036
40323	Limbu	BELOW OR UNDER	jo		OLD	j o	330	330
40324	Khaling	BELOW OR UNDER	jukkʌ		OLD	j u k k ʌ	330	330
40767	Old_Chinese	BELOW OR UNDER	raʔ		OLD	r a ʔ	1626	1626
41058	Old_Burmese	BELOW OR UNDER	ʔk		OLD	ʔ k	1260	1260
41561	Wobzi_Khroskyabs	BELOW OR UNDER	vi		OLD	v i	396	396
41815	Chepang	BELOW OR UNDER	talge	underneath, beneath or below (place)	OLD	t a l g e	315	315
42078	Garo	BELOW OR UNDER	kama	below; under (pp)	OLD	k a m a	3917	3917
42398	Thulung	BELOW OR UNDER	wjʉ		OLD	w j ʉ	330	330
42630	Thulung	BELOW OR UNDER	ali		OLD	a l i	315	315
42651	Hakha_Chin	BELOW OR UNDER	lâŋ	below (prep.)	OLD	l â ŋ	463	463
43130	Bunan	BIG	tei	big, honest	OLD	t e i	29701	29701
43183	Byangsi	BIG	poda	big	OLD	p o d a	331	331
10549	Old_Tibetan	BIG	e	big	OLD	e	412	412
10562	Khaling	BIG	lpɛ	big	OLD	l p ɛ	416	416
10563	Limbu	BIG	jɔmba	big	OLD	j ɔ m b a	417	417
10578	Japhug	BIG	wxti	big	OLD	w x t i	29701	29701
43404	Rongpo	BIG	tuŋtə	big	OLD	t u ŋ t ə	465	465
43635	Kulung	BIG	depa	big, fat (adj.)	OLD	d e p a	29701	29701
43867	Bantawa	BIG	ɨiwaŋ	big	OLD	ɨ i w a ŋ	747	747
44193	Achang_Longchuan	BIG	kʐə	big	OLD	k ʐ ə	909	909
44195	Atsi	BIG	k	big	OLD	k	909	909
44196	Bola	BIG	k	big	OLD	k	909	909
44197	Lashi	BIG	kj	big	OLD	k j	909	909
44198	Maru	BIG	ɣə	big	OLD	ɣ ə	909	909
44199	Xiandao	BIG	kɯ	big	OLD	k ɯ	909	909
45587	Rangoon	BIG	i		OLD	i	909	909
45904	Lushai	BIG	lian	big	OLD	l i a n	1465	1465
45905	Lushai	BIG	ɔl	big	OLD	ɔ l	1244	1244
46209	Guangzhou	BIG	tai	big	OLD	t a i	1627	1627
46210	Chaozhou	BIG	tua		OLD	t u a	1627	1627
46211	Longgang	BIG	ai		OLD	a i	1627	1627
46212	Jieyang	BIG	tua		OLD	t u a	1627	1627
46213	Xingning	BIG	aiku		OLD	a i k u	1627	1627
47555	Ukhrul	BIG	kəhaka	big	OLD	k ə h a k a	3314	3314
47764	Hayu	BIG	xʊn	be big, become big; win (vi, vr)	OLD	x ʊ n	2158	2158
47765	Hayu	BIG	ʊlawo	big, huge (adj)	OLD	ʊ l a w o	2159	2159
48013	Tangut	BIG	wej		OLD	w e j	10181	10181
48599	Rabha	BIG	tempoŋ	big / large	OLD	t e m p o ŋ	10322	10322
27148	Motuo_Menba	BIG	ilo	big / large	OLD	i l o	412	412
45715	Bahing	BIG	aŋolo	big (adj)	OLD	a ŋ o l o	861	861
27996	rGyalrong_Maerkang	BIG	kəktᴇ	big / large	OLD	k ə k t ᴇ	29701	29701
28334	Tibetan_Lhasa	BIG	ẽpo	big / large	OLD	ẽ p o	412	412
29258	Daofu	BIG	gɛɛ	big / large	OLD	g ɛ ɛ	1349	1349
29713	Dulong	BIG	tɑi	big / large	OLD	t ɑ i	29701	29701
29952	Tibetan_Batang	BIG	ɪ	big / large	OLD	ɪ	412	412
29953	Tibetan_Batang	BIG	ɑu	big / large	OLD	ɑ u	412	412
43403	Rongpo	BIG	bəɽa	big	OLD	b ə ɽ a	464	464
46208	Beijing	BIG	ta	big	OLD	t a	1627	1627
48328	Mikir	BIG	è		OLD	è	29701	29701
31751	Zhaba_Daofu_County	BIG	ii	big / large	OLD	i i	29701	29701
31852	Darang_Taraon	BIG	dɯɹɯŋ	big / large	OLD	d ɯ ɹ ɯ ŋ	2310	2310
33669	Lisu	BIG	vu	big / large	OLD	v u	3207	3207
33763	Bokar	BIG	tpə	big / large	OLD	t p ə	2723	2723
33860	Tibetan_Xiahe	BIG	ewo	big / large	OLD	e w o	412	412
34718	Tibetan_Alike	BIG	e	big / large	OLD	e	412	412
35035	Yidu	BIG	kɑi	big / large	OLD	k ɑ i	10321	10321
35122	Jingpho	BIG	kăpa	big / large	OLD	k ă p a	2998	2998
40768	Old_Chinese	BIG	ats		OLD	a t s	1627	1627
41059	Old_Burmese	BIG	krh		OLD	k r h	909	909
41562	Wobzi_Khroskyabs	BIG	r		OLD	r	3734	3734
41816	Chepang	BIG	braw	big (esp. in height, length), large	OLD	b r a w	3795	3795
42079	Garo	BIG	dalʔa	big; large (vi)	OLD	d a l ʔ a	3918	3918
42399	Thulung	BIG	ɖokpu		OLD	ɖ o k p u	4052	4052
42652	Hakha_Chin	BIG	lian	big (adj.)	OLD	l i a n	1465	1465
43015	Bunan	BLACK	aj	black	OLD	a j	215	215
43184	Byangsi	BLACK	wamdɛ	black	OLD	w a m d ɛ	332	332
43405	Rongpo	BLACK	tiŋdə	black	OLD	t i ŋ d ə	466	466
10708	Old_Tibetan	BLACK	nag	black	OLD	n a g	511	511
10721	Khaling	BLACK	kekm	black	OLD	k e k m	215	215
10722	Limbu	BLACK	mak	black	OLD	m a k	519	519
10737	Japhug	BLACK	ɲaʁ	black	OLD	ɲ a ʁ	511	511
43636	Kulung	BLACK	gugurpa	black (adj.)	OLD	g u g u r p a	614	614
43870	Bantawa	BLACK	makɨwa	black	OLD	m a k ɨ w a	749	749
44215	Achang_Longchuan	BLACK	lɔk	black	OLD	l ɔ k	511	511
44216	Atsi	BLACK	noʔ	black	OLD	n o ʔ	511	511
44217	Bola	BLACK	naʔ	black	OLD	n a ʔ	511	511
44219	Lashi	BLACK	nʔ	black	OLD	n ʔ	511	511
44220	Maru	BLACK	nɔʔ	black	OLD	n ɔ ʔ	511	511
44221	Xiandao	BLACK	nɔʔ	black	OLD	n ɔ ʔ	511	511
44657	Rangoon	BLACK	nɛʔ		OLD	n ɛ ʔ	511	511
45906	Lushai	BLACK	dum	black	OLD	d u m	3433	3433
45907	Lushai	BLACK	hâŋ	black	OLD	h â ŋ	10222	10222
46214	Beijing	BLACK	xei	black	OLD	x e i	519	519
46215	Guangzhou	BLACK	hk	black	OLD	h k	519	519
46216	Chaozhou	BLACK	ou		OLD	o u	1628	1628
46217	Longgang	BLACK	vu		OLD	v u	1628	1628
46218	Jieyang	BLACK	ou		OLD	o u	1628	1628
46219	Xingning	BLACK	vu		OLD	v u	1628	1628
47556	Ukhrul	BLACK	kəik	black (be v.)	OLD	k ə i k	10223	10223
47766	Hayu	BLACK	akiŋmi	black (adj)	OLD	a k i ŋ m i	215	215
48306	Mikir	BLACK	ìk		OLD	ì k	10326	10326
48612	Rabha	BLACK	ak	black	OLD	a k	10325	10325
27010	Jingpho	BLACK	ŋ	black	OLD	ŋ	459	459
27178	Motuo_Menba	BLACK	aŋlu	black	OLD	a ŋ l u	459	459
45716	Bahing	BLACK	kɛkɛ	black (adj)	OLD	k ɛ k ɛ	215	215
28021	rGyalrong_Maerkang	BLACK	kənk	black	OLD	k ə n k	511	511
28363	Tibetan_Lhasa	BLACK	nako	black	OLD	n a k o	511	511
29065	Darang_Taraon	BLACK	mɑŋ	black	OLD	m ɑ ŋ	519	519
29300	Daofu	BLACK	ȵaȵa	black	OLD	ȵ a ȵ a	511	511
29739	Dulong	BLACK	nɑʔ	black	OLD	n ɑ ʔ	511	511
30160	Tibetan_Batang	BLACK	nɑnɑʔ	black	OLD	n ɑ n ɑ ʔ	511	511
10741	Tangut	BLACK	nj	black	OLD	n j	511	511
32400	Zhaba_Daofu_County	BLACK	nana	black	OLD	n a n a	511	511
32578	Tibetan_Xiahe	BLACK	naχkwo	black	OLD	n a χ k w o	511	511
33702	Lisu	BLACK	n	black	OLD	n	511	511
33795	Bokar	BLACK	kjaŋ	black	OLD	k j a ŋ	215	215
34749	Tibetan_Alike	BLACK	nokko	black	OLD	n o k k o	511	511
35057	Yidu	BLACK	mɑ	black	OLD	m ɑ	519	519
47557	Ukhrul	BLACK	əməhaŋ	black (be v.)	OLD	ə m ə h a ŋ	10222	10222
40772	Old_Chinese	BLACK	ək		OLD	ə k	519	519
41060	Old_Burmese	BLACK	nak		OLD	n a k	511	511
41565	Wobzi_Khroskyabs	BLACK	ɲá		OLD	ɲ á	511	511
