ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG
27187	Motuo_Menba	LATE	itpe	late	OLD	i t p e	567	567
27187	Motuo_Menba	BE LATE	itpe	late	OLD	i t p e	567	567
29749	Dulong	LATE	ɑtɯi	late	OLD	ɑ t ɯ i	1587	1587
29749	Dulong	BE LATE	ɑtɯi	late	OLD	ɑ t ɯ i	1587	1587
29999	Tibetan_Batang	LATE	ɪ	late	OLD	ɪ	2277	2277
29999	Tibetan_Batang	BE LATE	ɪ	late	OLD	ɪ	2277	2277
46351	Longgang	LATE	i		OLD	i	1660	1660
46351	Longgang	BE LATE	i		OLD	i	1660	1660
46352	Jieyang	LATE	i		OLD	i	1660	1660
46352	Jieyang	BE LATE	i		OLD	i	1660	1660
31590	Daofu	LATE	srəsrə	late	OLD	s r ə s r ə	1365	1365
31590	Daofu	BE LATE	srəsrə	late	OLD	s r ə s r ə	1365	1365
31794	Zhaba_Daofu_County	LATE	aa	late	OLD	a a	2296	2296
31794	Zhaba_Daofu_County	BE LATE	aa	late	OLD	a a	2296	2296
31889	Darang_Taraon	LATE	ɑmiuɕɑ	late	OLD	ɑ m i u ɕ ɑ	2324	2324
31889	Darang_Taraon	BE LATE	ɑmiuɕɑ	late	OLD	ɑ m i u ɕ ɑ	2324	2324
32588	Tibetan_Xiahe	LATE	ngor	late	OLD	n g o r	136	136
32588	Tibetan_Xiahe	BE LATE	ngor	late	OLD	n g o r	136	136
32893	rGyalrong_Maerkang	LATE	kəməŋku	late	OLD	k ə m ə ŋ k u	2538	2538
32893	rGyalrong_Maerkang	BE LATE	kəməŋku	late	OLD	k ə m ə ŋ k u	2538	2538
33713	Lisu	LATE	lɯ	late	OLD	l ɯ	1132	1132
33713	Lisu	BE LATE	lɯ	late	OLD	l ɯ	1132	1132
34760	Tibetan_Alike	LATE	ngor	late	OLD	n g o r	136	136
34760	Tibetan_Alike	BE LATE	ngor	late	OLD	n g o r	136	136
34998	Tibetan_Lhasa	LATE	ipu	late	OLD	i p u	2277	2277
34998	Tibetan_Lhasa	BE LATE	ipu	late	OLD	i p u	2277	2277
35069	Yidu	LATE	emitiɑ	late	OLD	e m i t i ɑ	2324	2324
35069	Yidu	BE LATE	emitiɑ	late	OLD	e m i t i ɑ	2324	2324
35796	Japhug	LATE	dal	late	OLD	d a l	167	167
35796	Japhug	BE LATE	dal	late	OLD	d a l	167	167
40532	Limbu	LATE	sus		OLD	s u s	627	627
40532	Limbu	BE LATE	sus		OLD	s u s	627	627
40533	Khaling	LATE	ʉpɛ		OLD	ʉ p ɛ	627	627
40533	Khaling	BE LATE	ʉpɛ		OLD	ʉ p ɛ	627	627
40894	Old_Chinese	LATE	morʔ		OLD	m o r ʔ	1658	1658
40894	Old_Chinese	BE LATE	morʔ		OLD	m o r ʔ	1658	1658
41084	Old_Burmese	LATE	nkkja		OLD	n k k j a	1178	1178
41084	Old_Burmese	BE LATE	nkkja		OLD	n k k j a	1178	1178
41306	Japhug	LATE	mau		OLD	m a u	2538	2538
41306	Japhug	BE LATE	mau		OLD	m a u	2538	2538
41660	Wobzi_Khroskyabs	LATE	vlé		OLD	v l é	1132	1132
41660	Wobzi_Khroskyabs	BE LATE	vlé		OLD	v l é	1132	1132
41924	Chepang	LATE	ek	late	OLD	e k	3843	3843
41924	Chepang	BE LATE	ek	late	OLD	e k	3843	3843
42176	Garo	LATE	harima	delayed; late (vi)	OLD	h a r i m a	29746	29746
42176	Garo	BE LATE	harima	delayed; late (vi)	OLD	h a r i m a	29746	29746
42424	Thulung	LATE	hapaduŋmaka		OLD	h a p a d u ŋ m a k a	4055	4055
42424	Thulung	BE LATE	hapaduŋmaka		OLD	h a p a d u ŋ m a k a	4055	4055
42755	Hakha_Chin	LATE	tlytly	late (adj.)	OLD	t l y t l y	29747	29747
42755	Hakha_Chin	BE LATE	tlytly	late (adj.)	OLD	t l y t l y	29747	29747
42999	Bunan	LEFT	jon	left(side)	OLD	j o n	200	200
42999	Bunan	LEFT HAND	jon	left(side)	OLD	j o n	200	200
43205	Byangsi	LEFT	ʃjartam	left side of the body	OLD	ʃ j a r t a m	349	349
43205	Byangsi	LEFT HAND	ʃjartam	left side of the body	OLD	ʃ j a r t a m	349	349
43430	Rongpo	LEFT	bŋ	left side	OLD	b ŋ	481	481
43430	Rongpo	LEFT HAND	bŋ	left side	OLD	b ŋ	481	481
43655	Kulung	LEFT	imduwa	leftside (West) of the house. (n.)	OLD	i m d u w a	628	628
43655	Kulung	LEFT HAND	imduwa	leftside (West) of the house. (n.)	OLD	i m d u w a	628	628
43965	Bantawa	LEFT	beŋwa	413	OLD	b e ŋ w a	806	806
43965	Bantawa	LEFT HAND	beŋwa	413	OLD	b e ŋ w a	806	806
44707	Rangoon	LEFT	wɛ		OLD	w ɛ	422	422
44707	Rangoon	LEFT HAND	wɛ		OLD	w ɛ	422	422
45107	Achang_Longchuan	LEFT	lɔʔnampa	left n/adv	OLD	l ɔ ʔ n a m p a	422	422
45107	Achang_Longchuan	LEFT HAND	lɔʔnampa	left n/adv	OLD	l ɔ ʔ n a m p a	422	422
45109	Atsi	LEFT	loʔpi	left n/adv	OLD	l o ʔ p i	422	422
45109	Atsi	LEFT HAND	loʔpi	left n/adv	OLD	l o ʔ p i	422	422
45110	Bola	LEFT	laʔkuŋ	left n/adv	OLD	l a ʔ k u ŋ	1221	1221
45110	Bola	LEFT HAND	laʔkuŋ	left n/adv	OLD	l a ʔ k u ŋ	1221	1221
45114	Lashi	LEFT	lɔʔpḛi	left n/adv	OLD	l ɔ ʔ p ḛ i	422	422
45114	Lashi	LEFT HAND	lɔʔpḛi	left n/adv	OLD	l ɔ ʔ p ḛ i	422	422
45115	Maru	LEFT	lɔʔkuŋ	left n/adv	OLD	l ɔ ʔ k u ŋ	1221	1221
45115	Maru	LEFT HAND	lɔʔkuŋ	left n/adv	OLD	l ɔ ʔ k u ŋ	1221	1221
45117	Xiandao	LEFT	lɔʔxa	left n/adv	OLD	l ɔ ʔ x a	422	422
45117	Xiandao	LEFT HAND	lɔʔxa	left n/adv	OLD	l ɔ ʔ x a	422	422
45733	Bahing	LEFT	pro	left-hand	OLD	p r o	806	806
45733	Bahing	LEFT HAND	pro	left-hand	OLD	p r o	806	806
46355	Beijing	LEFT	uɔʂou	*left hand	OLD	u ɔ ʂ o u	1664	1664
46355	Beijing	LEFT HAND	uɔʂou	*left hand	OLD	u ɔ ʂ o u	1664	1664
46356	Guangzhou	LEFT	ɔsu	*left hand	OLD	ɔ s u	1664	1664
46356	Guangzhou	LEFT HAND	ɔsu	*left hand	OLD	ɔ s u	1664	1664
46357	Chaozhou	LEFT	ɔ		OLD	ɔ	1664	1664
46357	Chaozhou	LEFT HAND	ɔ		OLD	ɔ	1664	1664
46358	Longgang	LEFT	ɔ		OLD	ɔ	1664	1664
46358	Longgang	LEFT HAND	ɔ		OLD	ɔ	1664	1664
46359	Jieyang	LEFT	ɔ		OLD	ɔ	1664	1664
46359	Jieyang	LEFT HAND	ɔ		OLD	ɔ	1664	1664
46360	Xingning	LEFT	uɔ		OLD	u ɔ	1664	1664
46360	Xingning	LEFT HAND	uɔ		OLD	u ɔ	1664	1664
47578	Ukhrul	LEFT	jujvak	left side	OLD	j u j v a k	2044	2044
47578	Ukhrul	LEFT HAND	jujvak	left side	OLD	j u j v a k	2044	2044
48015	Tangut	LEFT	ʑj		OLD	ʑ j	816	816
48015	Tangut	LEFT HAND	ʑj		OLD	ʑ j	816	816
15531	Old_Tibetan	LEFT	gjon		OLD	g j o n	200	200
15531	Old_Tibetan	LEFT HAND	gjon		OLD	g j o n	200	200
15560	Japhug	LEFT	ʁe		OLD	ʁ e	422	422
15560	Japhug	LEFT HAND	ʁe		OLD	ʁ e	422	422
48330	Mikir	LEFT	arv		OLD	a r v	422	422
48330	Mikir	LEFT HAND	arv		OLD	a r v	422	422
48586	Rabha	LEFT	lebraŋ	left	OLD	l e b r a ŋ	10394	10394
48586	Rabha	LEFT HAND	lebraŋ	left	OLD	l e b r a ŋ	10394	10394
44708	Rangoon	LEFT	bɛ		OLD	b ɛ	422	422
44708	Rangoon	LEFT HAND	bɛ		OLD	b ɛ	422	422
26680	Motuo_Menba	LEFT	miȵuŋ	left	OLD	m i ȵ u ŋ	253	253
26680	Motuo_Menba	LEFT HAND	miȵuŋ	left	OLD	m i ȵ u ŋ	253	253
26800	Jingpho	LEFT	pi	left	OLD	p i	422	422
26800	Jingpho	LEFT HAND	pi	left	OLD	p i	422	422
26801	Jingpho	LEFT	laʔpi	left	OLD	l a ʔ p i	422	422
26801	Jingpho	LEFT HAND	laʔpi	left	OLD	l a ʔ p i	422	422
26958	Motuo_Menba	LEFT	peȵuŋ	left	OLD	p e ȵ u ŋ	422	422
26958	Motuo_Menba	LEFT HAND	peȵuŋ	left	OLD	p e ȵ u ŋ	422	422
27850	rGyalrong_Maerkang	LEFT	kouwlɑ	left	OLD	k o u w l ɑ	918	918
27850	rGyalrong_Maerkang	LEFT HAND	kouwlɑ	left	OLD	k o u w l ɑ	918	918
28458	Daofu	LEFT	ʁjun	left	OLD	ʁ j u n	200	200
28458	Daofu	LEFT HAND	ʁjun	left	OLD	ʁ j u n	200	200
29522	Dulong	LEFT	ɑgui	left	OLD	ɑ g u i	1466	1466
29522	Dulong	LEFT HAND	ɑgui	left	OLD	ɑ g u i	1466	1466
29793	Tibetan_Batang	LEFT	joɣu	left	OLD	j o ɣ u	200	200
29793	Tibetan_Batang	LEFT HAND	joɣu	left	OLD	j o ɣ u	200	200
31594	Zhaba_Daofu_County	LEFT	ɕyŋo	left	OLD	ɕ y ŋ o	2258	2258
31594	Zhaba_Daofu_County	LEFT HAND	ɕyŋo	left	OLD	ɕ y ŋ o	2258	2258
31673	Darang_Taraon	LEFT	tɯkiɯ	left	OLD	t ɯ k i ɯ	3756	3756
31673	Darang_Taraon	LEFT HAND	tɯkiɯ	left	OLD	t ɯ k i ɯ	3756	3756
32382	Tibetan_Xiahe	LEFT	hjon	left	OLD	h j o n	200	200
32382	Tibetan_Xiahe	LEFT HAND	hjon	left	OLD	h j o n	200	200
32940	rGyalrong_Maerkang	LEFT	kɑwi	left	OLD	k ɑ w i	422	422
32940	rGyalrong_Maerkang	LEFT HAND	kɑwi	left	OLD	k ɑ w i	422	422
33419	Lisu	LEFT	lɯ	left	OLD	l ɯ	2655	2655
33419	Lisu	LEFT HAND	lɯ	left	OLD	l ɯ	2655	2655
33589	Tibetan_Lhasa	LEFT	j	left	OLD	j	200	200
33589	Tibetan_Lhasa	LEFT HAND	j	left	OLD	j	200	200
33888	Bokar	LEFT	loke	left	OLD	l o k e	422	422
33888	Bokar	LEFT HAND	loke	left	OLD	l o k e	422	422
34541	Tibetan_Alike	LEFT	ɣjon	left	OLD	ɣ j o n	200	200
34541	Tibetan_Alike	LEFT HAND	ɣjon	left	OLD	ɣ j o n	200	200
34847	Yidu	LEFT	iiȵu	left	OLD	i i ȵ u	2941	2941
34847	Yidu	LEFT HAND	iiȵu	left	OLD	i i ȵ u	2941	2941
40373	Khaling	LEFT	peŋ		OLD	p e ŋ	806	806
40373	Khaling	LEFT HAND	peŋ		OLD	p e ŋ	806	806
40374	Limbu	LEFT	ɛŋwa		OLD	ɛ ŋ w a	806	806
40374	Limbu	LEFT HAND	ɛŋwa		OLD	ɛ ŋ w a	806	806
40898	Old_Chinese	LEFT	ajʔ		OLD	a j ʔ	1664	1664
40898	Old_Chinese	LEFT HAND	ajʔ		OLD	a j ʔ	1664	1664
41085	Old_Burmese	LEFT	v		OLD	v	422	422
41085	Old_Burmese	LEFT HAND	v		OLD	v	422	422
31595	Zhaba_Daofu_County	LEFT	nuŋo	left	OLD	n u ŋ o	2258	2258
31595	Zhaba_Daofu_County	LEFT HAND	nuŋo	left	OLD	n u ŋ o	2258	2258
41664	Wobzi_Khroskyabs	LEFT	skəcú		OLD	s k ə c ú	3756	3756
41664	Wobzi_Khroskyabs	LEFT HAND	skəcú		OLD	s k ə c ú	3756	3756
41928	Chepang	LEFT	weʔdo	left (direction)	OLD	w e ʔ d o	422	422
41928	Chepang	LEFT HAND	weʔdo	left (direction)	OLD	w e ʔ d o	422	422
42181	Garo	LEFT	jakasi	left (n)	OLD	j a k a s i	3965	3965
42181	Garo	LEFT HAND	jakasi	left (n)	OLD	j a k a s i	3965	3965
42425	Thulung	LEFT	plam		OLD	p l a m	806	806
42425	Thulung	LEFT HAND	plam		OLD	p l a m	806	806
42759	Hakha_Chin	LEFT	kehlei	left (adj.)	OLD	k e h l e i	4143	4143
42759	Hakha_Chin	LEFT HAND	kehlei	left (adj.)	OLD	k e h l e i	4143	4143
42995	Bunan	LIGHT (WEIGHT)	jaŋi	light	OLD	j a ŋ i	10542	10542
43206	Byangsi	LIGHT (WEIGHT)	njaŋɛ	light (in weight)	OLD	n j a ŋ ɛ	29753	29753
43431	Rongpo	LIGHT (WEIGHT)	jandu	light (in weight)	OLD	j a n d u	10542	10542
43656	Kulung	LIGHT (WEIGHT)	hamma	be light (vi-1 [1: ham-])	OLD	h a m m a	629	629
43969	Bantawa	LIGHT (WEIGHT)	jaŋlok	light, of weight; lightweight	OLD	j a ŋ l o k	10542	10542
44623	Rangoon	LIGHT (WEIGHT)	pɔ		OLD	p ɔ	1056	1056
45060	Achang_Longchuan	LIGHT (WEIGHT)	ʑaŋ	light (weight)	OLD	ʑ a ŋ	10542	10542
45187	Atsi	LIGHT (WEIGHT)	som	light (weight)	OLD	s o m	1241	1241
45188	Bola	LIGHT (WEIGHT)	s	light (weight)	OLD	s	1241	1241
45189	Lashi	LIGHT (WEIGHT)	sm	light (weight)	OLD	s m	1241	1241
45190	Maru	LIGHT (WEIGHT)	sum	light (weight)	OLD	s u m	1241	1241
45191	Xiandao	LIGHT (WEIGHT)	jaŋ	light (weight)	OLD	j a ŋ	10542	10542
45939	Lushai	LIGHT (WEIGHT)	zâŋ	light (of weight) (adj)	OLD	z â ŋ	10542	10542
46361	Beijing	LIGHT (WEIGHT)	iɤŋ	light (of weight)	OLD	i ɤ ŋ	1665	1665
46362	Guangzhou	LIGHT (WEIGHT)	hɛŋ	light (of weight)	OLD	h ɛ ŋ	1665	1665
46363	Chaozhou	LIGHT (WEIGHT)	iŋ		OLD	i ŋ	1665	1665
46364	Longgang	LIGHT (WEIGHT)	iaŋ		OLD	i a ŋ	1665	1665
46365	Jieyang	LIGHT (WEIGHT)	ɛŋ		OLD	ɛ ŋ	1665	1665
46366	Xingning	LIGHT (WEIGHT)	iaŋ		OLD	i a ŋ	1665	1665
47579	Ukhrul	LIGHT (WEIGHT)	əŋəveŋ	lightweight	OLD	ə ŋ ə v e ŋ	2045	2045
47786	Hayu	LIGHT (WEIGHT)	oksaŋ	light (in weight) (adj)	OLD	o k s a ŋ	3474	3474
47982	Tangut	LIGHT (WEIGHT)	jij		OLD	j i j	10542	10542
48295	Mikir	LIGHT (WEIGHT)	arjā		OLD	a r j ā	10542	10542
48618	Rabha	LIGHT (WEIGHT)	éŋ	light (weight)	OLD	é ŋ	10542	10542
27185	Motuo_Menba	LIGHT (WEIGHT)	jaŋpo	light (weight)	OLD	j a ŋ p o	10542	10542
28030	rGyalrong_Maerkang	LIGHT (WEIGHT)	kəjo	light (weight)	OLD	k ə j o	10542	10542
28374	Tibetan_Lhasa	LIGHT (WEIGHT)	jaŋko	light (weight)	OLD	j a ŋ k o	10542	10542
29315	Daofu	LIGHT (WEIGHT)	ɣjəɣje	light (weight)	OLD	ɣ j ə ɣ j e	10542	10542
29746	Dulong	LIGHT (WEIGHT)	ɑȵŋ	light (weight)	OLD	ɑ ȵ ŋ	29753	29753
29996	Tibetan_Batang	LIGHT (WEIGHT)	jõmu	light (weight)	OLD	j õ m u	10542	10542
31617	Yidu	LIGHT (WEIGHT)	ɑŋ	light (weight)	OLD	ɑ ŋ	10542	10542
31887	Darang_Taraon	LIGHT (WEIGHT)	ɑŋɑŋ	light (weight)	OLD	ɑ ŋ ɑ ŋ	10542	10542
32586	Tibetan_Xiahe	LIGHT (WEIGHT)	jaŋmo	light (weight)	OLD	j a ŋ m o	10542	10542
33710	Lisu	LIGHT (WEIGHT)	lo	light (weight)	OLD	l o	2711	2711
33834	Zhaba_Daofu_County	LIGHT (WEIGHT)	dudu	light (weight)	OLD	d u d u	2750	2750
34757	Tibetan_Alike	LIGHT (WEIGHT)	jaŋmo	light (weight)	OLD	j a ŋ m o	10542	10542
34811	Jingpho	LIGHT (WEIGHT)	ŋ	light (weight)	OLD	ŋ	10542	10542
35177	Bokar	LIGHT (WEIGHT)	ɦuŋup	light (weight)	OLD	ɦ u ŋ u p	3304	3304
35798	Japhug	LIGHT (WEIGHT)	ʑo	light	OLD	ʑ o	10542	10542
40539	Khaling	LIGHT (WEIGHT)	gmgm		OLD	g m g m	629	629
40540	Limbu	LIGHT (WEIGHT)	jaŋjaŋba		OLD	j a ŋ j a ŋ b a	10542	10542
40901	Old_Chinese	LIGHT (WEIGHT)	eŋ		OLD	e ŋ	1665	1665
41275	Old_Burmese	LIGHT (WEIGHT)	poʔ		OLD	p o ʔ	1056	1056
41667	Wobzi_Khroskyabs	LIGHT (WEIGHT)	jnji		OLD	j n j i	10542	10542
41932	Chepang	LIGHT (WEIGHT)	ujŋʔ	light (weight)	OLD	u j ŋ ʔ	1665	1665
42183	Garo	LIGHT (WEIGHT)	eŋa	light (vi)	OLD	e ŋ a	10542	10542
42379	Old_Tibetan	LIGHT (WEIGHT)	jaŋ		OLD	j a ŋ	10542	10542
42426	Thulung	LIGHT (WEIGHT)	apterma		OLD	a p t e r m a	4056	4056
42762	Hakha_Chin	LIGHT (WEIGHT)	zŋzn	light (adj.)	OLD	z ŋ z n	10542	10542
42981	Bunan	LONG	gjaŋjaŋ	long (in size)	OLD	g j a ŋ j a ŋ	187	187
43207	Byangsi	LONG	buŋɛ	tall, long	OLD	b u ŋ ɛ	350	350
43432	Rongpo	LONG	də	long, tall	OLD	d ə	482	482
43657	Kulung	LONG	babalpa	long (adj.)	OLD	b a b a l p a	630	630
43658	Kulung	LONG	baipa	long (adj.)	OLD	b a i p a	630	630
43972	Bantawa	LONG	ɨkiwaŋ	long, tall	OLD	ɨ k i w a ŋ	810	810
44714	Rangoon	LONG	ɕe		OLD	ɕ e	547	547
45230	Xiandao	LONG	sɤŋ	long adj	OLD	s ɤ ŋ	547	547
45231	Achang_Longchuan	LONG	səŋ	long adj	OLD	s ə ŋ	547	547
45234	Atsi	LONG	xiŋ	long adj	OLD	x i ŋ	547	547
45236	Bola	LONG	xaŋ	long adj	OLD	x a ŋ	547	547
45680	Maru	LONG	xaŋ	long adj	OLD	x a ŋ	547	547
45940	Lushai	LONG	sei	long (adj)	OLD	s e i	1488	1488
45941	Lushai	LONG	ui	long (adj)	OLD	u i	1489	1489
45942	Lushai	LONG	a	long (adj)	OLD	a	1490	1490
46368	Guangzhou	LONG	œŋ	long	OLD	œ ŋ	1667	1667
46369	Chaozhou	LONG	t		OLD	t	1667	1667
46370	Longgang	LONG	ɔŋ		OLD	ɔ ŋ	1667	1667
46372	Xingning	LONG	ɔŋ		OLD	ɔ ŋ	1667	1667
47580	Ukhrul	LONG	kəsaŋ	long	OLD	k ə s a ŋ	2046	2046
47787	Hayu	LONG	in	long, lengthen, stretch (vi, vr, vtt)	OLD	i n	2169	2169
48011	Tangut	LONG	jo		OLD	j o	675	675
48326	Mikir	LONG	d		OLD	d	10395	10395
48602	Rabha	LONG	ró	long	OLD	r ó	3967	3967
15849	Old_Tibetan	LONG	riŋ	long	OLD	r i ŋ	547	547
15862	Khaling	LONG	sōŋpɛ	long	OLD	s ō ŋ p ɛ	2418	2418
15863	Limbu	LONG	kent	long	OLD	k e n t	2419	2419
15878	Japhug	LONG	zri	long	OLD	z r i	547	547
15882	Tangut	LONG	zjir	long	OLD	z j i r	547	547
45238	Lashi	LONG	ʃŋ	long adj	OLD	ʃ ŋ	547	547
27155	Motuo_Menba	LONG	riŋmo	long	OLD	r i ŋ m o	547	547
27175	Lisu	LONG	ʃi	long	OLD	ʃ i	547	547
28000	rGyalrong_Maerkang	LONG	kəskrᴇn	long	OLD	k ə s k r ᴇ n	971	971
29385	Tibetan_Alike	LONG	raŋkə	long	OLD	r a ŋ k ə	547	547
29584	Daofu	LONG	gɛi	long	OLD	g ɛ i	1504	1504
29959	Tibetan_Batang	LONG	rĩmbu	long	OLD	r ĩ m b u	547	547
31454	Bokar	LONG	jro	long	OLD	j r o	2196	2196
31536	Tibetan_Lhasa	LONG	riŋku	long	OLD	r i ŋ k u	547	547
46367	Beijing	LONG	ɑŋ	long	OLD	ɑ ŋ	1667	1667
46371	Jieyang	LONG	t		OLD	t	1667	1667
31757	Zhaba_Daofu_County	LONG	ʂɪʂɪ	long	OLD	ʂ ɪ ʂ ɪ	547	547
31859	Darang_Taraon	LONG	kɑlɯŋ	long	OLD	k ɑ l ɯ ŋ	2618	2618
31949	Dulong	LONG	mɹɑŋ	long	OLD	m ɹ ɑ ŋ	2336	2336
32558	Tibetan_Xiahe	LONG	raŋwo	long	OLD	r a ŋ w o	547	547
35041	Yidu	LONG	kɑloŋ	long	OLD	k ɑ l o ŋ	2618	2618
35273	Jingpho	LONG	kălu	long	OLD	k ă l u	3035	3035
40904	Old_Chinese	LONG	cəɴtraŋ		OLD	c ə ɴ t r a ŋ	1667	1667
41086	Old_Burmese	LONG	aɲ		OLD	a ɲ	547	547
41670	Wobzi_Khroskyabs	LONG	srɣ		OLD	s r ɣ	547	547
41937	Chepang	LONG	gjaŋ	long (object, story), tall (person)	OLD	g j a ŋ	187	187
42186	Garo	LONG	roʔa	long (vi)	OLD	r o ʔ a	3967	3967
42427	Thulung	LONG	ʉpa		OLD	ʉ p a	4057	4057
42765	Hakha_Chin	LONG	swsw	long (adj.)	OLD	s w s w	4145	4145
42770	Hakha_Chin	MANY	tàmtǎm	many (adj.)	OLD	t à m t ǎ m	3	3
42770	Hakha_Chin	BE MANY	tàmtǎm	many (adj.)	OLD	t à m t ǎ m	3	3
43167	Bunan	MANY	noj	many (countable and uncountable objects)	OLD	n o j	322	322
43167	Bunan	BE MANY	noj	many (countable and uncountable objects)	OLD	n o j	322	322
43208	Byangsi	MANY	matmì	many	OLD	m a t m ì	351	351
43208	Byangsi	BE MANY	matmì	many	OLD	m a t m ì	351	351
43433	Rongpo	MANY	te	many	OLD	t e	1767	1767
43433	Rongpo	BE MANY	te	many	OLD	t e	1767	1767
43976	Bantawa	MANY	ɨlok	many, more	OLD	ɨ l o k	2694	2694
43976	Bantawa	BE MANY	ɨlok	many, more	OLD	ɨ l o k	2694	2694
44518	Rangoon	MANY	mjɑ		OLD	m j ɑ	1027	1027
44518	Rangoon	BE MANY	mjɑ		OLD	m j ɑ	1027	1027
45282	Achang_Longchuan	MANY	ɔ	many / much adj	OLD	ɔ	1027	1027
45282	Achang_Longchuan	BE MANY	ɔ	many / much adj	OLD	ɔ	1027	1027
45284	Atsi	MANY	mjo	many / much adj	OLD	m j o	1027	1027
45284	Atsi	BE MANY	mjo	many / much adj	OLD	m j o	1027	1027
45286	Bola	MANY	mja	many / much adj	OLD	m j a	1027	1027
45286	Bola	BE MANY	mja	many / much adj	OLD	m j a	1027	1027
45289	Lashi	MANY	mj	many / much adj	OLD	m j	1027	1027
45289	Lashi	BE MANY	mj	many / much adj	OLD	m j	1027	1027
45386	Maru	MANY	mjɔ	many / much adj	OLD	m j ɔ	1027	1027
45386	Maru	BE MANY	mjɔ	many / much adj	OLD	m j ɔ	1027	1027
45944	Lushai	MANY	em	many	OLD	e m	1491	1491
45944	Lushai	BE MANY	em	many	OLD	e m	1491	1491
45945	Lushai	MANY	rip	many	OLD	r i p	1492	1492
45945	Lushai	BE MANY	rip	many	OLD	r i p	1492	1492
46373	Beijing	MANY	tuɔ		OLD	t u ɔ	1669	1669
46373	Beijing	BE MANY	tuɔ		OLD	t u ɔ	1669	1669
46374	Guangzhou	MANY	tɔ		OLD	t ɔ	1669	1669
46374	Guangzhou	BE MANY	tɔ		OLD	t ɔ	1669	1669
46375	Chaozhou	MANY	ɔi		OLD	ɔ i	1670	1670
46375	Chaozhou	BE MANY	ɔi		OLD	ɔ i	1670	1670
46376	Longgang	MANY	tɔ		OLD	t ɔ	1669	1669
46376	Longgang	BE MANY	tɔ		OLD	t ɔ	1669	1669
46377	Jieyang	MANY	ɔi		OLD	ɔ i	1670	1670
46377	Jieyang	BE MANY	ɔi		OLD	ɔ i	1670	1670
46378	Xingning	MANY	tuɔ		OLD	t u ɔ	1669	1669
46378	Xingning	BE MANY	tuɔ		OLD	t u ɔ	1669	1669
47581	Ukhrul	MANY	kəcuŋa	many, a lot of	OLD	k ə c u ŋ a	2047	2047
47581	Ukhrul	BE MANY	kəcuŋa	many, a lot of	OLD	k ə c u ŋ a	2047	2047
47788	Hayu	MANY	ujaŋ	much (adv)	OLD	u j a ŋ	2170	2170
47788	Hayu	BE MANY	ujaŋ	much (adv)	OLD	u j a ŋ	2170	2170
48072	Tangut	MANY	mj		OLD	m j	3473	3473
48072	Tangut	BE MANY	mj		OLD	m j	3473	3473
48203	Tangut	MANY	rejr		OLD	r e j r	3496	3496
48203	Tangut	BE MANY	rejr		OLD	r e j r	3496	3496
48391	Mikir	MANY	ór		OLD	ó r	10399	10399
48391	Mikir	BE MANY	ór		OLD	ó r	10399	10399
48609	Rabha	MANY	páŋboxra	many / much	OLD	p á ŋ b o x r a	10398	10398
48609	Rabha	BE MANY	páŋboxra	many / much	OLD	p á ŋ b o x r a	10398	10398
16061	Old_Tibetan	MANY	maŋ	many	OLD	m a ŋ	1663	1663
16061	Old_Tibetan	BE MANY	maŋ	many	OLD	m a ŋ	1663	1663
16074	Khaling	MANY	ole	many	OLD	o l e	2464	2464
16074	Khaling	BE MANY	ole	many	OLD	o l e	2464	2464
16075	Limbu	MANY	sidɔt	many	OLD	s i d ɔ t	2465	2465
16075	Limbu	BE MANY	sidɔt	many	OLD	s i d ɔ t	2465	2465
16090	Japhug	MANY	xcat	many	OLD	x c a t	979	979
16090	Japhug	BE MANY	xcat	many	OLD	x c a t	979	979
45291	Xiandao	MANY	ɔ	many / much adj	OLD	ɔ	1027	1027
45291	Xiandao	BE MANY	ɔ	many / much adj	OLD	ɔ	1027	1027
26181	Yidu	MANY	pɑɑ	many / much	OLD	p ɑ ɑ	4090	4090
26181	Yidu	BE MANY	pɑɑ	many / much	OLD	p ɑ ɑ	4090	4090
26998	Jingpho	MANY	loʔ	many / much	OLD	l o ʔ	451	451
26998	Jingpho	BE MANY	loʔ	many / much	OLD	l o ʔ	451	451
27168	Motuo_Menba	MANY	zakpo	many / much	OLD	z a k p o	556	556
27168	Motuo_Menba	BE MANY	zakpo	many / much	OLD	z a k p o	556	556
27169	Motuo_Menba	MANY	ɕama	many / much	OLD	ɕ a m a	557	557
27169	Motuo_Menba	BE MANY	ɕama	many / much	OLD	ɕ a m a	557	557
28010	rGyalrong_Maerkang	MANY	kənɑ	many / much	OLD	k ə n ɑ	979	979
28010	rGyalrong_Maerkang	BE MANY	kənɑ	many / much	OLD	k ə n ɑ	979	979
28353	Tibetan_Lhasa	MANY	maŋko	many / much	OLD	m a ŋ k o	1663	1663
28353	Tibetan_Lhasa	BE MANY	maŋko	many / much	OLD	m a ŋ k o	1663	1663
45943	Lushai	MANY	tam	many	OLD	t a m	3	3
45943	Lushai	BE MANY	tam	many	OLD	t a m	3	3
29667	Daofu	MANY	ɣreɣre	many / much	OLD	ɣ r e ɣ r e	1358	1358
29667	Daofu	BE MANY	ɣreɣre	many / much	OLD	ɣ r e ɣ r e	1358	1358
29727	Dulong	MANY	bɯm	many / much	OLD	b ɯ m	1571	1571
