"ID","DOCULECT","CONCEPT","VALUE","FORM","TOKENS","MORPHEMES","COGIDS","COGID","ALIGNMENT","NOTE"
327,"Jirel","MUD","səbi","səbi","s ə + b i","mud/sa _mud/bi","1831 1832",534,"s ə + b i","[x]"
585,"Kagate","MUD","sebi","sebi","s e + b i","mud/sa _mud/bi","1831 1832",534,"s e + b i","[x]"
840,"Lowa","MUD","n̪d̪ampak","n̪d̪ampak","ⁿd̪ a.m + p a.k","mud/dam _mud/pak","1833 1834",1342,"ⁿd̪ a.m + p a.k","[x]"
841,"Lowa","MUD","sa","sa","s a","mud/sa","1831",534,"s a - - -","[x]"
1095,"Nubri","MUD","t̪ampa","t̪ampa","t̪ a.m + p a","mud/dam _mud/pak","1833 1834",1342,"t̪ a.m + p a","[!] could be a pa-suffix"
1345,"Sherpa","MUD","t̪ʰala","t̪ʰala","t̪ʰ a + l a","mud/tha _:suffix/la","1833 1835",1342,"t̪ʰ a + l a","[?] loan from Chinese?"
1589,"Tsum","MUD","sa","sa","s a","mud/sa","1831",534,"s a - - -","[x]"
1851,"Yolmo","MUD","sasa","sasa","s a + s a","mud/sa _mud/sa-2","1831 1836",534,"s a + s a","[x]"
2477,"Batang","MUD","ndɑ¹³bɑʔ⁵³","nd.ɑ.¹³.◦.b.ɑ.ʔ.⁵³","ⁿd ɑ ¹³ + b ɑ.ʔ ⁵³","None","None",1342,"- ⁿd ɑ - ¹³ + b ɑ.ʔ ⁵³","!"
2478,"Xiahe","MUD","nda mbax","nd.a._.m.b.a.x","ⁿd a + m.b a.x","None","None",1342,"- ⁿd a - + m.b a.x","!"
2479,"Lhasa","MUD","tak¹³pa⁵²","t.a.k.¹³.◦.p.a.⁵²","t a.k ¹³ + p a ⁵²","None","None",1342,"t a.k ¹³ + - p a - ⁵²",""
2480,"Alike","MUD","ndam mbak","n.d.a.m._.m.b.a.k","n.d a.m + m.b a.k","None","None",1342,"n.d a.m + m.b a.k","!"
2481,"OldChinese","MUD","*C.nˤ[əj]","C/.+.nˤ.ə.j","ç/k + nˤ ə.j","None","None",1343,"ç/k + nˤ ə.j",""
2482,"OldTibetan","MUD","ɴdam+pa","ɴ.d.a.m.+.p.a","ɴ.d a.m + p a","None","None",1342,"ɴ.d a.m + - - p a - -",""
66,"Gyalsumdo","DUST","t̪ʰala","t̪ʰala","t̪ʰ a + l a","ash/tha _ash/la","70 71",1237,"t̪ʰ a + l a - - -","[x] check with cross-semantic connections between Ash and Dust"
328,"Jirel","DUST","d̪ulo","d̪ulo","!d̪/t̪ʰ !u/a + l !o/a","ash/tha _ash/la","70 71",1237,"!d̪/t̪ʰ !u/a + l !o/a - - -","[x] check with cross-semantic connections between Ash and Dust"
586,"Kagate","DUST","t̪ʰaldzuk","t̪ʰaldzuk","t̪ʰ a + l Ø/a + dz u.k","ash/tha _ash/la _dust/dzuk","70 71 60",1237,"t̪ʰ a + l Ø/a + dz u.k","[x] check with cross-semantic connections between Ash and Dust"
842,"Lowa","DUST","t̪ʰala","t̪ʰala","t̪ʰ a + l a","ash/tha _ash/la","70 71",1237,"t̪ʰ a + l a - - -","[x] check with cross-semantic connections between Ash and Dust"
1096,"Nubri","DUST","t̪ʰala","t̪ʰala","t̪ʰ a + l a","ash/tha _ash/la","70 71",1237,"t̪ʰ a + l a - - -","[x] check with cross-semantic connections between Ash and Dust"
1346,"Sherpa","DUST","t̪ʰald̪uk","t̪ʰald̪uk","t̪ʰ a + l !Ø/a + d̪ u.k","ash/tha _ash/la _dust/dzuk","70 71 60",1237,"t̪ʰ a + l !Ø/a + d̪ u.k","[x] check with cross-semantic connections between Ash and Dust"
1590,"Tsum","DUST","t̪ʰala","t̪ʰala","t̪ʰ a + l a","ash/tha _ash/la","70 71",1237,"t̪ʰ a + l a - - -","[x] check with cross-semantic connections between Ash and Dust"
1852,"Yolmo","DUST","t̪ʰalbi","t̪ʰalbi","t̪ʰ a + l !Ø/a + b i","ash/tha _ash/la _dust/bi","70 71 61",1237,"t̪ʰ a + l !Ø/a + b i","[x] check with cross-semantic connections between Ash and Dust"
2189,"OldTibetan","DUST","rdul","r.d.u.l","r.d u.l","None","None",1236,"r.d u.l",""
2190,"Lhasa","DUST","thɛ⁵⁵la⁵⁵","th.ɛ.⁵⁵.◦.l.a.⁵⁵","tʰ ɛ ⁵⁵ + l a ⁵⁵","None","None",1237,"- - - - tʰ ɛ - ⁵⁵ + l a ⁵⁵",""
2191,"Batang","DUST","thei¹³kɑ⁵⁵","th.e.i.¹³.◦.k.ɑ.⁵⁵","tʰ ei ¹³ + k ɑ ⁵⁵","None","None",1237,"tʰ ei ¹³ + k ɑ ⁵⁵",""
2192,"Batang","DUST","the⁵⁵wɑ⁵⁵","th.e.⁵⁵.◦.w.ɑ.⁵⁵","tʰ e ⁵⁵ + w ɑ ⁵⁵","None","None",1237,"- - - - tʰ e - ⁵⁵ + w ɑ ⁵⁵",""
2193,"Xiahe","DUST","sha du","sʰ.a._.d.u","sʰ a + d u","None","None",1236,"sʰ a + d - - u -","???"
2194,"Alike","DUST","thar du","th.a.r._.d.u","tʰ a.r + d u","None","None",1237,"tʰ a.r + d u - - - - - -",""
2195,"OldChinese","DUST","*[d]rə[n]","d.r.ə.n","d.r ə.n","None","None",1236,"d.r ə.n",""
68,"Gyalsumdo","TREE","t̪oŋbu","t̪oŋbu","t̪ o.ŋ + b u","tree/toŋ _:suffix/po","163 107",1039,"t̪ o.ŋ + b u","[x]"
330,"Jirel","TREE","nd̪oŋbo","nd̪oŋbo","ⁿd o.ŋ + b o","tree/toŋ _:suffix/po","163 107",1039,"ⁿd o.ŋ + b o","[x]"
588,"Kagate","TREE","t̪oŋbo","t̪oŋbo","t̪ o.ŋ + b o","tree/toŋ _:suffix/po","163 107",1039,"t̪ o.ŋ + b o","[x]"
844,"Lowa","TREE","t̪oŋbo","t̪oŋbo","t̪ o.ŋ + b o","tree/toŋ _:suffix/po","163 107",1039,"t̪ o.ŋ + b o","[x]"
1098,"Nubri","TREE","t̪oŋpo","t̪oŋpo","t̪ o.ŋ + p o","tree/toŋ _:suffix/po","163 107",1039,"t̪ o.ŋ + p o","[x]"
1348,"Sherpa","TREE","d̪oŋbu","d̪oŋbu","d̪ o.ŋ + b u","tree/toŋ _:suffix/po","163 107",1039,"d̪ o.ŋ + b u","[x]"
1592,"Tsum","TREE","t̪oŋbo","t̪oŋbo","t̪ o.ŋ + b o","tree/toŋ _:suffix/po","163 107",1039,"t̪ o.ŋ + b o","[x]"
1854,"Yolmo","TREE","t̪uŋbu","t̪uŋbu","t̪ u.ŋ + b u","tree/toŋ _:suffix/po","163 107",1039,"t̪ u.ŋ + b u","[x]"
2753,"OldTibetan","TREE","ɕiŋ","ɕ.i.ŋ","ɕ i.ŋ","None","None",1448,"ɕ i.ŋ",""
2754,"Batang","TREE","xĩ⁵⁵phũ⁵⁵","x.ĩ.∼.⁵⁵.◦.ph.ũ.∼.⁵⁵","x ĩ ⁵⁵ + pʰ ũ ⁵⁵","None","None",1448,"x ĩ - ⁵⁵ + pʰ ũ - ⁵⁵",""
2755,"Xiahe","TREE","doŋ wo","d.o.ŋ._.w.o","d o.ŋ + w o","None","None",1039,"d o.ŋ + w o",""
2756,"Lhasa","TREE","ɕiŋ⁵⁵tuŋ⁵⁵","ɕ.i.ŋ.⁵⁵.◦.t.u.ŋ.⁵⁵","ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵","None","None",1448,"ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵",""
2757,"Alike","TREE","ɣdoŋ ŋo","ɣ.d.o.ŋ._.ŋ.o","ɣ.d o.ŋ + ŋ o","None","None",1039,"ɣ.d o.ŋ + ŋ o","!"
2758,"OldChinese","TREE","*C.mˤok","C/.+.mˤ.o.k","ç/k + mˤ o k","None","None",1450,"ç/k + mˤ o k","cf. "
2759,"OldTibetan","TREE","ɕiŋ+sdoŋ","ɕ.i.ŋ.+.s.d.o.ŋ","ɕ i.ŋ + s.d o.ŋ","None","None",1448,"ɕ i.ŋ + s.d o.ŋ",""
69,"Gyalsumdo","LEAF","lapt̪i","lapt̪i","l a.p + t̪ i","leaf/lap _:ti-suffix/ti","62 1476",430,"l a.p + t̪ i","[x]"
70,"Gyalsumdo","LEAF","loma","loma","l o + m a","leaf/lo _:ma-suffix/ma","1479 1442",1315,"l o + m a","[x]"
331,"Jirel","LEAF","ɕjomak","ɕjomak","ɕ.j o + m a.k","leaf/sjo _:ma-suffix/mak","1477 1442",2,"ɕ.j o + m a.k","[x]"
589,"Kagate","LEAF","loma","loma","l o + m a","leaf/lo _:ma-suffix/ma","1479 1442",1315,"l o + m a","[x]"
845,"Lowa","LEAF","loma","loma","l o + m a","leaf/lo _:ma-suffix/ma","1479 1442",1315,"l o + m a","[x]"
1099,"Nubri","LEAF","loma","loma","l o + m a","leaf/lo _:ma-suffix/ma","1479 1442",1315,"l o + m a","[x]"
1349,"Sherpa","LEAF","d̪əma","d̪əma","d̪ ə + m a","leaf/de _:ma-suffix/ma","63 1442",9,"d̪ ə + m a","[x]"
1593,"Tsum","LEAF","hlawa","hlawa","h.l a + w a","leaf/lo _:ma-suffix/wa","1479 1442",11,"h.l a + w a","[x]"
1855,"Yolmo","LEAF","loma","loma","l o + m a","leaf/lo _:ma-suffix/ma","1479 1442",1315,"l o + m a","[x]"
2409,"OldTibetan","LEAF","lo.ma","l.o.m.a","l o + m a","None","None",1315,"l o + m a",""
2410,"Lhasa","LEAF","lo¹³ma⁵⁵","l.o.¹³.◦.m.a.⁵⁵","l o ¹³ + m a ⁵⁵","None","None",1315,"l o - - ¹³ + m a ⁵⁵",""
2411,"Batang","LEAF","lo¹³ma⁵³","l.o.¹³.◦.m.a.⁵³","l o ¹³ + m a ⁵³","None","None",1315,"l o - - ¹³ + m a ⁵³",""
2412,"Alike","LEAF","lo ma","l.o._.m.a","l o + m a","None","None",1315,"l o - - + - m a -",""
2413,"Xiahe","LEAF","lo ma","l.o._.m.a","l o + m a","None","None",1315,"l o - - + - m a -",""
2414,"OldChinese","LEAF","*l[a]p","l.a.p","l a.p","None","None",1316,"l a.p",""
71,"Gyalsumdo","ROOT","pat̪a","pat̪a","p a + t̪ a","root/pa _root/tak","65 30",686,"p a + t̪ a","[x]"
332,"Jirel","ROOT","tsapɹen","tsapɹen","ts a + p.ɹ e.n","root/tsa _root/pren","2302 2303",1371,"ts a + p.ɹ e.n","[x]"
590,"Kagate","ROOT","tsarŋe","tsarŋe","ts a.r + ŋ e","root/tsa _root/ŋe","2302 2304",1371,"ts a.r + ŋ e","[x]"
846,"Lowa","ROOT","tsawa","tsawa","ts a + w a","root/tsa _:wa-suffix","2302 64",1371,"ts a + w a","[x]"
1100,"Nubri","ROOT","tsa","tsa","ts a","root/tsa","2302",1371,"ts a - - -","[x]"
1350,"Sherpa","ROOT","dzət̪ak","dzət̪ak","dz ə + t̪ a.k","root/tsa _root/tak","2302 30",1371,"dz ə + t̪ a.k","[x]"
1594,"Tsum","ROOT","tɹat̪oʔ","tɹat̪oʔ","t.ɹ a + t̪ o.ʔ","root/tsa _root/tak","144 30",182,"t.ɹ a + t̪ o.ʔ","[x]"
1856,"Yolmo","ROOT","tsaɾki","tsaɾki","ts a.ɾ + k i","root/tsa _root/ki","2302 2307",1371,"ts a.ɾ + k i","[x]"
2561,"OldTibetan","ROOT","rtsa.ba","r.ts.a.b.a","r.ts a + b a","None","None",1371,"r.ts a + b a",""
2562,"Xiahe","ROOT","htsa pa","h.ts.a._.p.a","h.ts a + p a","None","None",1371,"h.ts a + p a -","!"
2563,"Lhasa","ROOT","tsaː⁵⁵ (tsa⁵⁵wa⁵⁵)","ts.aː.⁵⁵","ts aː ⁵⁵","None","None",1371,"- - - - - - ts aː ⁵⁵","!"
2564,"Batang","ROOT","ndʐɛʔ⁵³","ndʐ.ɛ.ʔ.⁵³","ⁿɖʐ ɛ.ʔ ⁵³","None","None",1372,"ⁿɖʐ ɛ.ʔ ⁵³","!"
2565,"Alike","ROOT","ɣtsa pa","ɣ.ts.a._.p.a","ɣ.ts a + p a","None","None",1371,"ɣ.ts a + p a -","!"
2566,"OldChinese","ROOT","*[k]ˤə[r]","kˤ.ə.r","kˤ ə.r","None","None",1373,"kˤ ə.r",""
73,"Gyalsumdo","FLOWER","mend̪o","mend̪o","m e.n + d/d̪ o","flower fruit","1034 1061",1257,"m e.n + d/d̪ o -","[x]"
334,"Jirel","FLOWER","mend̪ok","mend̪ok","m e.n + d o.k","flower fruit","1034 1061",1257,"m e.n + d o.k -","[x]"
592,"Kagate","FLOWER","mend̪o","mend̪o","m e.n + d̪ o","flower fruit","1034 1061",1257,"m e.n + d̪ o -","[x]"
848,"Lowa","FLOWER","ment̪o","ment̪o","m e.n + t̪ o.!Ø/ʔ","flower fruit","1034 1061",1257,"m e.n + t̪ - o.!Ø/ʔ","[x]"
1102,"Nubri","FLOWER","met̪o","met̪o","m e + t̪ o.!Ø/ʔ","flower fruit","1034 1061",1257,"m e + t̪ - o.!Ø/ʔ","[x]"
1352,"Sherpa","FLOWER","mend̪o","mend̪o","m e.n + d o","flower fruit","1034 1061",1257,"m e.n + d o -","[x]"
1596,"Tsum","FLOWER","mend̪oʔ","mend̪oʔ","m e.n + d̪ o.ʔ","flower fruit","1034 1061",1257,"m e.n + d̪ o.ʔ -","[x]"
1858,"Yolmo","FLOWER","mend̪o","mend̪o","m e.n + d o","flower fruit","1034 1061",1257,"m e.n + d o -","[x]"
2264,"OldTibetan","FLOWER","me+tog","m.e.+.t.o.g","m e + t o.g","None","None",1257,"m e + t o.g",""
2265,"Batang","FLOWER","me¹³toʔ⁵³","m.e.¹³.◦.t.o.ʔ.⁵³","m e ¹³ + t o.ʔ ⁵³","None","None",1257,"m e ¹³ + t o.ʔ ⁵³",""
2266,"Lhasa","FLOWER","me¹³to⁵²","m.e.¹³.◦.t.o.⁵²","m e ¹³ + t o ⁵²","None","None",1257,"m e ¹³ + t o - ⁵²",""
2267,"Xiahe","FLOWER","me toχ","m.e._.t.o.χ","m e + t o.χ","None","None",1257,"m e + t o.χ",""
2268,"Alike","FLOWER","me thok","m.e._.tʰ.o.k","m e + tʰ o.k","None","None",1257,"m e + tʰ o.k",""
2269,"OldChinese","FLOWER","*N-qʷʰˤra","ɴ.+.qʷʰˤ.r.a","ɴ + qʷʰˤ.r a","None","None",1258,"ɴ + qʷʰˤ.r a",""
74,"Gyalsumdo","FRUIT","ɕiŋd̪o","ɕiŋd̪o","ɕ i.ŋ + d̪ o","tree/siŋ fruit","991 1061",1263,"ɕ i.ŋ + d̪ o","[x]"
593,"Kagate","FRUIT","brumd̪o","brumd̪o","b.r u.m + d̪ o","? fruit","1064 1061",12,"b.r u.m + d̪ o","[x]"
849,"Lowa","FRUIT","ɕiŋt̪oʔ","ɕiŋt̪oʔ","ɕ i.ŋ + t̪ o.ʔ","tree/siŋ fruit","991 1061",1263,"ɕ i.ŋ + t̪ o.ʔ","[x]"
1103,"Nubri","FRUIT","ɕiŋt̪oʔ","ɕiŋt̪oʔ","ɕ i.ŋ + t̪ o.ʔ","tree/siŋ fruit","991 1061",1263,"ɕ i.ŋ + t̪ o.ʔ","[x]"
1597,"Tsum","FRUIT","ɕiŋd̪oʔ","ɕiŋd̪oʔ","ɕ i.ŋ + d̪ o.ʔ","tree/siŋ fruit","991 1061",1263,"ɕ i.ŋ + d̪ o.ʔ","[x]"
2282,"OldTibetan","FRUIT","ɕiŋ+tog","ɕ.i.ŋ.+.t.o.g","ɕ i.ŋ + t o.g","None","None",1263,"ɕ i.ŋ + t o.g",""
2283,"Alike","FRUIT","si","s.i","s i","None","None",1264,"s i",""
2284,"Lhasa","FRUIT","ɕiŋ⁵⁵to⁵²","ɕ.i.ŋ.⁵⁵.◦.t.o.⁵²","ɕ i.ŋ ⁵⁵ + t o ⁵²","None","None",1263,"ɕ i.ŋ ⁵⁵ + t o - ⁵²",""
2285,"Batang","FRUIT","xhĩ⁵⁵thoʔ⁵³","xh.ĩ.∼.⁵⁵.◦.th.o.ʔ.⁵³","xʰ ĩ ⁵⁵ + tʰ o.ʔ ⁵³","None","None",1263,"xʰ ĩ - ⁵⁵ + tʰ o.ʔ ⁵³",""
2286,"Xiahe","FRUIT","shi toχ","sʰ.i._.t.o.χ","sʰ i + t o.χ","None","None",1263,"sʰ i - + t o.χ","???"
2287,"OldChinese","FRUIT","*mə.li[t]","m.ə.l.i.t","m ə + l i t","None","None",1265,"m ə + l i t",""
77,"Gyalsumdo","WHEAT","to","to","t o","wheat/to","3568",1091,"t o","[x]"
338,"Jirel","WHEAT","tʰa","tʰa","tʰ a","wheat/to","3568",1091,"tʰ a","[x]"
596,"Kagate","WHEAT","nẽjã","nẽjã","n ẽ + j ã","wheat/ne _wheat/ja","3569 3570",1092,"n ẽ + j ã","[x]"
852,"Lowa","WHEAT","to","to","t o","wheat/to","3568",1091,"t o","[x]"
1106,"Nubri","WHEAT","toh","toh","t o.h","wheat/to","3568",1091,"t o.h","[x]"
1356,"Sherpa","WHEAT","tʰa","tʰa","tʰ a","wheat/to","3568",1091,"tʰ a","[x]"
1600,"Tsum","WHEAT","ne","ne","n e","wheat/ne","3569",1092,"n e - - -","[x]"
1862,"Yolmo","WHEAT","ne","ne","n e","wheat/ne","3569",1092,"n e - - -","[x]"
2804,"Alike","WHEAT","cço","cç.o","cç o","None","None",1468,"cç - o -","!"
2805,"Lhasa","WHEAT","tʂho¹³","tʂh.o.¹³","ʈʂʰ o ¹³","None","None",1468,"ʈʂʰ - o ¹³",""
2806,"Batang","WHEAT","tʂo²³¹","tʂ.o.²³¹","ʈʂ o ²³¹","None","None",1468,"ʈʂ - o ²³¹",""
2807,"Xiahe","WHEAT","tɕo","tɕ.o","tɕ o","None","None",1468,"tɕ - o -",""
2808,"OldChinese","WHEAT","*m-rˤək","m.+.rˤ.ə.k","m + rˤ ə.k","None","None",1469,"m + rˤ ə.k",""
2809,"OldTibetan","WHEAT","gro","g.r.o","g.r o","None","None",1468,"g.r o",""
78,"Gyalsumdo","BARLEY","tsəu","tsəu","ts əu","barley","149",1190,"ts əu","[x]"
339,"Jirel","BARLEY","ndzəu","ndzəu","!ⁿdz/ts əu","barley","149",1190,"!ⁿdz/ts əu","[x]"
597,"Kagate","BARLEY","wa","wa","w a","barley/wa","150",54,"w a","[x]"
853,"Lowa","BARLEY","ne","ne","n e","barley/ne","151",53,"n e","[x]"
1107,"Nubri","BARLEY","n̪e:","n̪e:","n̪ eː","barley/ne","151",53,"n̪ eː","[x]"
1357,"Sherpa","BARLEY","dzəu","dzəu","!dz/ts əu","barley","149",1190,"!dz/ts əu","[x]"
1601,"Tsum","BARLEY","tsau","tsau","ts au","barley","149",1190,"ts au","[x]"
1863,"Yolmo","BARLEY","dzəu","dzəu","!dz/ts əu","barley","149",1190,"!dz/ts əu","[x]"
2073,"Lhasa","BARLEY","soː⁵⁵","s.oː.⁵⁵","s oː ⁵⁵","None","None",1190,"s oː ⁵⁵ - - - -",""
2074,"Lhasa","BARLEY","so⁵⁵wa⁵⁵","s.o.⁵⁵.◦.w.a.⁵⁵","s o ⁵⁵ + w a ⁵⁵","None","None",1190,"s o ⁵⁵ + w a ⁵⁵",""
2075,"Batang","BARLEY","shɑ⁵⁵","sh.ɑ.⁵⁵","sʰ ɑ ⁵⁵","None","None",1190,"sʰ ɑ ⁵⁵ - - - -",""
2076,"OldTibetan","BARLEY","nas","n.a.s","n a.s","None","None",1191,"n a.s",""
92,"Gyalsumdo","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
352,"Jirel","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
610,"Kagate","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
867,"Lowa","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
1120,"Nubri","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
1370,"Sherpa","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
1614,"Tsum","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
1876,"Yolmo","SALT","tsʰa","tsʰa","tsʰ a","salt","2349",1380,"tsʰ a","[x]"
2580,"OldTibetan","SALT","tsʰʷa","tsʰʷ.a","tsʷʰ a","None","None",1380,"- - tsʷʰ a - - - - -",""
2581,"Lhasa","SALT","tsha⁵⁵","tsh.a.⁵⁵","tsʰ a ⁵⁵","None","None",1380,"- - - - - - tsʰ a ⁵⁵",""
2582,"Batang","SALT","tsha⁵³","tsʰ.a.⁵³","tsʰ a ⁵³","None","None",1380,"- - - - - - tsʰ a ⁵³",""
2583,"Xiahe","SALT","tsha kə","tsʰ.a._.k.ə","tsʰ a + k ə","None","25",1380,"- - tsʰ a - + k ə -",""
2584,"Alike","SALT","tsha khə","tsh.a._.kʰ.ə","tsʰ a + kʰ ə","None","None",1380,"- - tsʰ a - + kʰ ə -",""
2585,"OldChinese","SALT","*[ɢr][o]m","ɢ.r.o.m","ɢ.r o.m","None","None",1381,"ɢ.r o.m",""
2586,"OldChinese","SALT","*N-[ts]ˤaj","ɴ.+.tsˤ.a.j","ɴ + tsˤ a.j","None","None",1380,"ɴ + tsˤ a.j",""
93,"Gyalsumdo","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
353,"Jirel","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
611,"Kagate","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
868,"Lowa","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
1121,"Nubri","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
1371,"Sherpa","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
1615,"Tsum","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
1877,"Yolmo","MEAT","ɕja","ɕja","ɕ.j a","meat","1668",1325,"ɕ.j a","[x]"
2439,"OldTibetan","MEAT","ɕa","ɕ.a","ɕ a","None","None",1325,"ɕ a -",""
2440,"Batang","MEAT","xha⁵³","xh.a.⁵³","xʰ a ⁵³","None","None",1325,"xʰ a ⁵³",""
2441,"Lhasa","MEAT","ɕa⁵⁵","ɕ.a.⁵⁵","ɕ a ⁵⁵","None","None",1325,"ɕ a ⁵⁵",""
2442,"Alike","MEAT","xha","xh.a","xʰ a","None","None",1325,"xʰ a -","?"
2443,"Xiahe","MEAT","xha","xh.a","xʰ a","None","None",1325,"xʰ a -","???"
2444,"OldChinese","MEAT","*k-nuk-s","k.+.n.u.k","k + n u.k","None","None",1326,"k + n u.k",""
95,"Gyalsumdo","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
355,"Jirel","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
613,"Kagate","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
870,"Lowa","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
1123,"Nubri","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
1373,"Sherpa","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
1617,"Tsum","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
1879,"Yolmo","FISH","ɲa","ɲa","ɲ a","fish","1000",1255,"ɲ a","[x]"
2252,"OldTibetan","FISH","ɲa","ɲ.a","ɲ a","None","None",1255,"- - ɲ a -",""
2253,"Alike","FISH","ȵæ","ȵ.æ","ȵ æ","None","None",1255,"- - ȵ æ -",""
2254,"Lhasa","FISH","ȵa¹³","ȵ.a.¹³","ȵ a ¹³","None","None",1255,"- - ȵ a ¹³",""
2255,"Batang","FISH","ȵa²³¹","ȵ.a.²³¹","ȵ a ²³¹","None","None",1255,"- - ȵ a ²³¹",""
2256,"Xiahe","FISH","ȵa","ȵ.a","ȵ a","None","None",1255,"- - ȵ a -",""
2257,"OldChinese","FISH","*[r.ŋ]a","r.+.ŋ.a","r + ŋ a","None","None",1255,"r + ŋ a -",""
97,"Gyalsumdo","EGG","koŋa","koŋa","k o + ŋ a","egg-1 egg-2","724 725",1242,"- - - - - - k o + ŋ a","[x]"
357,"Jirel","EGG","tsʰemend̪ok","tsʰemend̪ok","tsʰ e + m e.n + d o.k","*chicken-1 egg-3 egg-4","726 727 728",224,"tsʰ e + m e.n + d o.k","[x]"
358,"Jirel","EGG","tsʰeɡoŋa","tsʰeɡoŋa","tsʰ e + !g/ⁿg o + ŋ a","*chicken-1 egg-1 egg-2","726 724 725",1242,"tsʰ e + - - - !g/ⁿg o + ŋ a","[x]"
615,"Kagate","EGG","tɕjamuɡoŋa","tɕjamuɡoŋa","tɕ.j a + m u + !g/k o + ŋ a","*chicken-1 *female egg-1 egg-2","726 730 724 725",1242,"tɕ.j a + m u + !g/k o + ŋ a","[x]"
872,"Lowa","EGG","koŋa","koŋa","k o + ŋ a","egg-1 egg-2","724 725",1242,"- - - - - - k o + ŋ a","[x]"
1125,"Nubri","EGG","koõ","koõ","k o + !Ø/ŋ õ/o","egg-1 egg-2","724 725",1242,"- - - - - - k o + !Ø/ŋ õ/o","[x]"
1375,"Sherpa","EGG","tɕʰeɡoŋa","tɕʰeɡoŋa","tɕʰ e + g o + ŋ a","*chicken-1 egg-1 egg-2","726 724 725",1242,"tɕʰ e + - - - g o + ŋ a","[x]"
1619,"Tsum","EGG","koã","koã","k o + !Ø/ŋ !ã/a","egg-1 egg-2","724 725",1242,"- - - - - - k o + !Ø/ŋ !ã/a","[x]"
1881,"Yolmo","EGG","koŋa","koŋa","k o + ŋ a","egg-1 egg-2","724 725",1242,"- - - - - - k o + ŋ a","[x]"
2208,"OldTibetan","EGG","sgo.ŋa","s.g.o.ŋ.a","s.g o + ŋ a","None","None",1242,"s.g o + ŋ a",""
2209,"Alike","EGG","wɕar rgoŋ","w.ɕ.a.r._.r.g.o.ŋ","w.ɕ a.r + r.g o.ŋ","None","None",1242,"w.ɕ a.r + r.g o.ŋ","!"
2210,"Lhasa","EGG","ko¹³ŋa⁵⁵","k.o.¹³.◦.ŋ.a.⁵⁵","k o ¹³ + ŋ a ⁵⁵","None","None",1242,"- - - - - - k o - - ¹³ + ŋ a - ⁵⁵",""
2211,"Batang","EGG","gũ¹³ŋɑʔ⁵³","g.ũ.∼.¹³.◦.ŋ.ɑ.ʔ.⁵³","g ũ ¹³ + ŋ ɑ.ʔ ⁵³","None","None",1242,"- - - - - - g ũ - - ¹³ + ŋ ɑ.ʔ ⁵³",""
2212,"Xiahe","EGG","goŋ ŋa","g.o.ŋ._.ŋ.a","g o.ŋ + ŋ a","None","None",1242,"g o.ŋ + - ŋ a - -",""
2213,"OldChinese","EGG","*k.rˤorʔ","k.rˤ.o.r.ʔ","k.rˤ o.r ʔ","None","None",1243,"k.rˤ o.r ʔ","written and spoken but more literary than thur"
2214,"OldChinese","EGG","*tʰu[r]","tʰ.u.r","tʰ u.r","None","None",1244,"tʰ u.r","unwritten. Limited to Hakka, Cantonese and some unclassified dialects and patois of the Chinese SE."
101,"Gyalsumdo","HORN (ANATOMY)","ɹakjo","ɹakjo","ɹ a + k.j o","horn-ra horn-kjo","1335 1336",1292,"ɹ a + k.j o","[x]"
