ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
1	Gyalsumdo	Body	suɡu	suɡu	s u + g u	body _body	257 256	84	s u - + g u	
269	Jirel	Body	dziu	dziu	dz iu	body	257	85	dz iu	
529	Kagate	Body	dzubu	dzubu	dz u + b u	body _:bu-suffix/bu	257 258	85	dz u + b u	
781	Lowa	Body	suʔ	suʔ	s u.ʔ	body	257	84	s u.ʔ	
1041	Nubri	Body	su	su	s u	body	257	84	s u -	
1292	Sherpa	Body	dzubu	dzubu	dz u + b u	body _:bu-suffix/bu	257 258	85	dz u + b u	
1537	Tsum	Body	zu	zu	z u	body	257	84	z u -	
1800	Yolmo	Body	ndzuɡu	ndzuɡu	ⁿdz u + g u	body _body	257 256	85	ⁿdz u + g u	
2	Gyalsumdo	Head	ko	ko	k o	head	1263	367	k o	[x]
270	Jirel	Head	ŋɡo	ŋɡo	ⁿg o	head	1263	367	ⁿg o	[x]
530	Kagate	Head	ɡo	ɡo	g o	head	1263	367	g o	[x]
782	Lowa	Head	ŋɡo	ŋɡo	ⁿg o	head	1263	367	ⁿg o	[x]
783	Lowa	Head	ŋɡowa	ŋɡowa	ⁿg o + w a	head _:wa-suffix	1263 2305	367	ⁿg o + w a	[ ] wa-suffix
1042	Nubri	Head	ko	ko	k o	head	1263	367	k o	[x]
1293	Sherpa	Head	ɡo	ɡo	g o	head	1263	367	g o	[x]
1538	Tsum	Head	ŋɡo	ŋɡo	ⁿg o	head	1263	367	ⁿg o	[x]
1801	Yolmo	Head	ŋɡo	ŋɡo	ⁿg o	head	1263	367	ⁿg o	[x]
3	Gyalsumdo	Hair	ta	ta	t a	hair	1217	354	t a	
271	Jirel	Hair	ŋɡokita	ŋɡokita	ⁿg o + k i + t a	_head _/ki hair	1263 1219 1217	354	ⁿg o + k i + t a	
531	Kagate	Hair	ta	ta	t a	hair	1217	354	t a	
784	Lowa	Hair	ʂɹa	ʂɹa	ʂ.ɹ a	hair	1217	354	ʂ.ɹ a	
1043	Nubri	Hair	hɹa	hɹa	h.ɹ a	hair	1217	354	h.ɹ a	
1294	Sherpa	Hair	hɹa	hɹa	h.ɹ a	hair	1217	354	h.ɹ a	
1539	Tsum	Hair	tɹa	tɹa	t.ɹ a	hair	1217	354	t.ɹ a	
1802	Yolmo	Hair	tɹa	tɹa	t.ɹ a	hair	1217	354	t.ɹ a	
4	Gyalsumdo	Face	ŋot̪oŋ	ŋot̪oŋ	ŋ o + t̪ o.ŋ	_face/ŋo face/toŋ	837 838	256	ŋ o + t̪ o.ŋ	[x]
272	Jirel	Face	tɕʰet̪	tɕʰet̪	tɕʰ e.t̪	face/tshet	839	258	tɕʰ e.t̪	
532	Kagate	Face	t̪oŋba	t̪oŋba	t̪ o.ŋ + b a	face/toŋ _:ba-suffix/ba	838 840	256	t̪ o.ŋ + b a	[x]
785	Lowa	Face	ŋot̪oŋ	ŋot̪oŋ	ŋ o + t̪ o.ŋ	_face/ŋo face/toŋ	837 838	256	ŋ o + t̪ o.ŋ	[x]
1044	Nubri	Face	tɕuŋu	tɕuŋu	tɕ u + ŋ u	face _face/ŋo	841 837	257	tɕ u + ŋ u	[ ] check cognacy
1295	Sherpa	Face	ŋot̪oŋ	ŋot̪oŋ	ŋ o + t̪ o.ŋ	_face/ŋo face/toŋ	837 838	256	ŋ o + t̪ o.ŋ	[x]
1540	Tsum	Face	tɕeʔ	tɕeʔ	tɕ e.ʔ	face/tshet	839	258	tɕ e.ʔ	
1803	Yolmo	Face	t̪oŋba	t̪oŋba	t̪ o.ŋ + b a	face/toŋ _:ba-suffix/ba	838 840	256	t̪ o.ŋ + b a	[x]
5	Gyalsumdo	Eye	mi	mi	m i	*eye	828	255	m i -	[x] ← Chinese /muk/
273	Jirel	Eye	mik	mik	m i.k	*eye	828	255	m i.k	[x] ← Chinese /muk/
533	Kagate	Eye	mi	mi	m i	*eye	828	255	m i -	[x] ← Chinese /muk/
786	Lowa	Eye	mik	mik	m i.k	*eye	828	255	m i.k	[x] ← Chinese /muk/
1045	Nubri	Eye	mik	mik	m i.k	*eye	828	255	m i.k	[x] ← Chinese /muk/
1296	Sherpa	Eye	mik	mik	m i.k	*eye	828	255	m i.k	[x] ← Chinese /muk/
1541	Tsum	Eye	miʔ	miʔ	m i.ʔ	*eye	828	255	m i.ʔ	[x] ← Chinese /muk/
1804	Yolmo	Eye	mi	mi	m i	*eye	828	255	m i -	[x] ← Chinese /muk/
6	Gyalsumdo	Ear	amtɕo	amtɕo	a.m + tɕ o	_ear/am ear/dzo	7 706	220	a.m + tɕ o	[x]
7	Gyalsumdo	Ear	amdʑo	amdʑo	a.m + dʑ o	_ear/am ear/dzo	7 706	220	a.m + dʑ o + d ɑ ∼	[x]
274	Jirel	Ear	n̪amdʑjok	n̪amdʑjok	n̪ a.m + dʑ.j o.k	_ear/nam ear/dzo	705 706	220	n̪ a.m + dʑ.j o.k	[x]
534	Kagate	Ear	namdzjo	namdzjo	n a.m + dz.j o	_ear/nam ear/dzo	705 706	220	n a.m + dz.j o	[x]
787	Lowa	Ear	amtɕjoʔ	amtɕjoʔ	a.m + tɕ.j o.ʔ	_ear/am ear/dzo	7 706	220	a.m + tɕ.j o.ʔ	[x]
1046	Nubri	Ear	amtɕjoʔ	amtɕjoʔ	a.m + tɕ.j o.ʔ	_ear/am ear/dzo	7 706	220	a.m + tɕ.j o.ʔ	[x]
1297	Sherpa	Ear	namdzjok	namdzjok	n a.m + dz.j o.k	_ear/nam ear/dzo	705 706	220	n a.m + dz.j o.k	[x]
1542	Tsum	Ear	amdʑjoʔ	amdʑjoʔ	a.m + dʑ.j o.ʔ	_ear/am ear/dzo	7 706	220	a.m + dʑ.j o.ʔ	[x]
1805	Yolmo	Ear	nəmdʑjo	nəmdʑjo	n ə.m + dʑ.j o	_ear/am ear/dzo	705 706	220	n ə.m + dʑ.j o	[x]
8	Gyalsumdo	Nose	naɾki	naɾki	n a.ɾ + k i	nose _/ki	1948 1949	567	n a.ɾ + k i	[x]
275	Jirel	Nose	n̪əu	n̪əu	n̪ əu	nose	1948	567	n̪ əu -	[x]
535	Kagate	Nose	nasum	nasum	n a + s u.m	nose _/sum	1948 1950	567	n a + s u.m	[x]
788	Lowa	Nose	na	na	n a	nose	1948	567	n a -	[x]
1047	Nubri	Nose	nat̪u	nat̪u	n a + t̪ u	nose _/tu	1948 1951	567	n a - + t̪ u	[x]
1298	Sherpa	Nose	nəu	nəu	n əu	nose	1948	567	n əu -	[x]
1543	Tsum	Nose	na	na	n a	nose	1948	567	n a -	[x]
1806	Yolmo	Nose	n̪aɾko	n̪aɾko	n̪ a.ɾ + k o	nose _/ko	1948 1952	567	n̪ a.ɾ + k o	[x]
9	Gyalsumdo	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
276	Jirel	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
536	Kagate	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
789	Lowa	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
1048	Nubri	Mouth	kʰabt̪u	kʰabt̪u	kʰ !ab/a + t̪ u	mouth _/tu	1821 1822	532	kʰ a.b + t̪ u	[x]
1299	Sherpa	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
1544	Tsum	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
1807	Yolmo	Mouth	kʰa	kʰa	kʰ a	mouth	1821	532	kʰ a -	[x]
10	Gyalsumdo	Teeth	so	so	s o	teeth	2663	781	s o	[x]
277	Jirel	Teeth	sa	sa	s a	teeth	2663	781	s a	[x]
537	Kagate	Teeth	so	so	s o	teeth	2663	781	s o	[x]
790	Lowa	Teeth	so	so	s o	teeth	2663	781	s o	[x]
1049	Nubri	Teeth	sa	sa	s a	teeth	2663	781	s a	[x]
1300	Sherpa	Teeth	sa	sa	s a	teeth	2663	781	s a	[x]
1545	Tsum	Teeth	sa	sa	s a	teeth	2663	781	s a	[x]
1808	Yolmo	Teeth	so	so	s o	teeth	2663	781	s o	[x]
11	Gyalsumdo	Tongue	tɕemu	tɕemu	tɕ e + m u	tongue _:mu-suffix/mu	3364 3365	1034	tɕ e + m u	[x]
278	Jirel	Tongue	tselak	tselak	ts e + l a.k	tongue _lick	3364 3366	1034	ts e + l a.k	[ ] why lick?
538	Kagate	Tongue	tse	tse	ts e	tongue	3364	1034	ts e	[x]
791	Lowa	Tongue	tsemu	tsemu	ts e + m u	tongue _:mu-suffix/mu	3364 3365	1034	ts e + m u	[x]
1050	Nubri	Tongue	tɕe	tɕe	tɕ e	tongue	3364	1034	tɕ e	[x]
1301	Sherpa	Tongue	tɕjalak	tɕjalak	tɕ.j a + l a.k	tongue _lick	3364 3366	1034	tɕ.j a + l a.k	[ ] why lick?
1546	Tsum	Tongue	tɕe	tɕe	tɕ e	tongue	3364	1034	tɕ e	[x]
1809	Yolmo	Tongue	tsele	tsele	ts e + l e	tongue _lick	3364 3366	1034	ts e + l e	[ ] why lick?
12	Gyalsumdo	Breast	oma	oma	o + m a	breast-1 mother	352 1807	117	- o + m a	[!] variant, can be excluded
13	Gyalsumdo	Breast	ɦoma	ɦoma	ɦ o + m a	breast-1 mother	352 1807	117	ɦ o + m a	[x]
279	Jirel	Breast	n̪uma	n̪uma	!n̪/Ø !u/o + m a	breast-1 mother	352 1807	117	!n̪/Ø !u/o + m a	[i] Exception confirmed via internal comparison.
539	Kagate	Breast	oma	oma	o + m a	breast-1 mother	352 1807	117	- o + m a	[x]
540	Kagate	Breast	praŋɡok	praŋɡok	p.r a.ŋ + g o.k	breast/praŋ breast-2/go	357 358	119	p.r a.ŋ + g o.k	[x]
792	Lowa	Breast	oma	oma	o + m a	breast-1 mother	352 1807	117	- o + m a	[x]
1051	Nubri	Breast	tɕju	tɕju	tɕ.j u	breast	355	122	tɕ.j u	[x]
1302	Sherpa	Breast	oma	oma	o + m a	breast-1 mother	352 1807	117	- o + m a	[x]
1547	Tsum	Breast	paʔ	paʔ	p a.ʔ	breast	356	123	p a.ʔ	[x]
1810	Yolmo	Breast	praŋɡo	praŋɡo	p.r a.ŋ + g o	breast/praŋ breast-2/go	357 358	119	p.r a.ŋ + g o	[x]
1811	Yolmo	Breast	woma	woma	w o + m a	breast-1 mother	352 1807	117	w o + m a	[x]
14	Gyalsumdo	Belly	toba	toba	t o + b a	belly/to _:pa-suffix/pa	183 10	11	t o + b a	[x]
280	Jirel	Belly	suba	suba	s u + b a	belly/su _:pa-suffix/pa	185 10	9	s u + b a	[x]
541	Kagate	Belly	topa	topa	t o + p a	belly/to _:pa-suffix/pa	183 10	11	t o + p a	[x]
793	Lowa	Belly	pʰowa	pʰowa	pʰ o + w a	belly/pho _:wa-suffix	184 187	63	pʰ o + w a	[x]
1052	Nubri	Belly	topa	topa	t o + p a	belly/to _:pa-suffix/pa	183 10	11	t o + p a	[x]
1303	Sherpa	Belly	tʰopa	tʰopa	tʰ o + p a	belly/to _:pa-suffix/pa	183 10	11	tʰ o + p a	[x]
1548	Tsum	Belly	pʰowa	pʰowa	pʰ o + w a	belly/pho _:wa-suffix/wa	184 187	63	pʰ o + w a	[x]
1812	Yolmo	Belly	pʰo	pʰo	pʰ o	belly/pho	184	63	pʰ o	[x]
15	Gyalsumdo	Arm/Hand	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.g + p a	[x]
281	Jirel	Arm/Hand	lakpa	lakpa	l a.k + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.k + p a	[x]
542	Kagate	Arm/Hand	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.g + p a	[x]
794	Lowa	Arm/Hand	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.g + p a	[x]
1053	Nubri	Arm/Hand	lakpa	lakpa	l a.k + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.k + p a	[x]
1304	Sherpa	Arm/Hand	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 10	24	l a.g + p a	[x]
1549	Tsum	Arm/Hand	lakpa	lakpa	l a.k + p a	arm/hand _:pa-suffix/pa	52 53	24	l a.k + p a	[x]
1813	Yolmo	Arm/Hand	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 53	24	l a.g + p a	[x]
16	Gyalsumdo	Elbow	temaɲuŋ	temaɲuŋ	t e + m a + ɲ u.ŋ	elbow/ta _:ma-suffix/ma elbow/nuŋ	774 1442 776	238	t e + m a - + ɲ u.ŋ	[?]
282	Jirel	Elbow	kuin̪a	kuin̪a	k ui + n̪ a	elbow/kui elbow/na	777 778	243	k ui + n̪ a	[?]
543	Kagate	Elbow	uti	uti	u + t i	/u elbow/ti	779 39	237	u + t i -	[?]
795	Lowa	Elbow	tamo	tamo	t a + m o	elbow/ta _:mu-suffix/mo	40 775	13	t a - + m o	[?]
1054	Nubri	Elbow	tsʰikt̪oʔ	tsʰikt̪oʔ	tsʰ i.k + t̪ o.ʔ	ELBOW _elbow	41 781	14	tsʰ i.k + t̪ o.ʔ	[?]
1305	Sherpa	Elbow	laɡpatsʰi	laɡpatsʰi	l a.g + p a + tsʰ i	arm/hand _:pa-suffix/pa elbow/tshi	52 10 780	237	l a.g + p a + tsʰ i	[?]
1550	Tsum	Elbow	tɹejoʔ	tɹejoʔ	t.ɹ e + j o.ʔ	ELBOW _elbow	774 784	15	t.ɹ e + j o.ʔ	[?]
1814	Yolmo	Elbow	laɡpatsi	laɡpatsi	l a.g + p a + ts i	arm/hand _:pa-suffix/pa elbow/tshi	52 10 780	237	l a.g + p a + ts i	[?]
17	Gyalsumdo	Palm	laɡpat̪ʰil	laɡpat̪ʰil	l a.g + p a + t̪ʰ i.l	_arm/hand _:pa-suffix/pa palm/thil	52 10 2074	607	l a.g + p a + t̪ʰ i.l	[x]
18	Gyalsumdo	Palm	laɡt̪ʰel	laɡt̪ʰel	l a.g + t̪ʰ e.l	_arm/hand palm/thil	52 2074	607	l a.g + t̪ʰ e.l	[x]
283	Jirel	Palm	pəɹa	pəɹa	p ə + ɹ a	palm/pa palm/ra	2073 2075	608	p ə + ɹ a	[x]
544	Kagate	Palm	t̪ʰaldze	t̪ʰaldze	t̪ʰ a.l + dz e	palm/thal palm/dze	2074 2076	609	t̪ʰ a.l + dz e	[x]
796	Lowa	Palm	laɡt̪ʰil	laɡt̪ʰil	l a.g + t̪ʰ i.l	_arm/hand palm/thil	52 2074	607	l a.g + t̪ʰ i.l	[x]
797	Lowa	Palm	laɡt̪ʰi	laɡt̪ʰi	l a.g + t̪ʰ i	_arm/hand palm/thil	52 2074	607	l a.g + t̪ʰ i	[x]
1055	Nubri	Palm	lakpa t̪ʰil	lakpa t̪ʰil	l a.k + p a + t̪ʰ i.l	_arm/hand _:pa-suffix/pa palm/thil	52 10 2074	607	l a.k + p a + t̪ʰ i.l	[x]
1306	Sherpa	Palm	laɡpa	laɡpa	l a.g + p a	arm/hand _:pa-suffix/pa	52 10	18	l a.g + p a	[x] As a clear colexification, this word shows a unique development.
1551	Tsum	Palm	paɾa	paɾa	p a + ɾ a	palm/pa palm/ra	2073 2075	608	p a + ɾ a	[x]
1815	Yolmo	Palm	laɡpan̪aŋ	laɡpan̪aŋ	l a.g + p a + n̪ a.ŋ	_arm/hand _:pa-suffix/pa palm/nang	52 10 2077	19	l a.g + p a + n̪ a.ŋ	[x]
19	Gyalsumdo	Finger	tsuɡu	tsuɡu	ts u + g u	finger/dzu _finger/gu	951 952	292	ts u + g u	[x]
284	Jirel	Finger	ndziu	ndziu	ⁿdz iu	finger/dzu	951	292	ⁿdz iu	[x]
545	Kagate	Finger	t̪ʰebu	t̪ʰebu	t̪ʰ e + b u	finger/thep _finger/bu	953 954	294	t̪ʰ e + b u	[x]
798	Lowa	Finger	ndzu	ndzu	ⁿdz u	finger/dzu	951	292	ⁿdz u	[x]
1056	Nubri	Finger	tsuku	tsuku	ts u + k u	finger/dzu _finger/gu	951 952	292	ts u + k u	[x]
1307	Sherpa	Finger	t̪ʰept̪ok	t̪ʰept̪ok	t̪ʰ e.p + t̪ o.k	finger/thep _finger/tok	953 955	294	t̪ʰ e.p + t̪ o.k	[x]
1552	Tsum	Finger	ziu	ziu	z iu	finger/dzu	951	292	z iu	[x]
1816	Yolmo	Finger	ndzuɡu	ndzuɡu	ⁿdz u + g u	finger/dzu _finger/gu	951 952	292	ⁿdz u + g u	[x]
20	Gyalsumdo	Fingernail	seɹmu	seɹmu	s e.ɹ + m u	fingernail _:mu-suffix/mu	965 3365	297	s e.ɹ + m u	[x] Suffix needs to be understood.
285	Jirel	Fingernail	seɹmuk	seɹmuk	s e.ɹ + m u.k	fingernail _/muk	965 394	297	s e.ɹ + m u.k	[x] Suffix needs to be understood.
546	Kagate	Fingernail	sermu	sermu	s e.r + m u	fingernail _:mu-suffix/mu	965 966	297	s e.r + m u	[x] Suffix needs to be understood.
799	Lowa	Fingernail	semo	semo	s e + m o	fingernail _:mu-suffix/mo	965 775	297	s e - + m o -	[x] Suffix needs to be understood.
1057	Nubri	Fingernail	sermo	sermo	s e.r + m o	fingernail _:mu-suffix/mu	965 3365	297	s e.r + m o	[x] Suffix needs to be understood.
1308	Sherpa	Fingernail	seɹmoŋ	seɹmoŋ	s e.ɹ + m o.ŋ	fingernail _:mu-suffix/moŋ	965 966	297	s e.ɹ + m o.ŋ	[x] Suffix needs to be understood.
1553	Tsum	Fingernail	semu	semu	s e + m u	fingernail _:mu-suffix/moŋ	965 132	297	s e - + m u -	[x] Suffix needs to be understood.
1817	Yolmo	Fingernail	simu	simu	s i + m u	fingernail _:mu-suffix/moŋ	965 966	297	s i - + m u -	[x] Suffix needs to be understood.
21	Gyalsumdo	Leg	kaŋpa	kaŋpa	k a.ŋ + p a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + p a	[x]
286	Jirel	Leg	tʰekpa	tʰekpa	tʰ e.k + p a	leg/thek _:pa-suffix/pa	1514 10	20	tʰ e.k + p a	[x]
547	Kagate	Leg	kaŋba	kaŋba	k a.ŋ + b a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + b a	[x]
800	Lowa	Leg	kaŋpa	kaŋpa	k a.ŋ + p a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + p a	[x]
1058	Nubri	Leg	kaŋpa	kaŋpa	k a.ŋ + p a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + p a	[x]
1309	Sherpa	Leg	kaŋba	kaŋba	k a.ŋ + b a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + b a	[x]
1554	Tsum	Leg	kaŋba	kaŋba	k a.ŋ + b a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + b a	[x]
1818	Yolmo	Leg	kaŋba	kaŋba	k a.ŋ + b a	leg/kaŋ _:pa-suffix/pa	1512 10	442	k a.ŋ + b a	[x]
22	Gyalsumdo	Skin	paɡpa	paɡpa	p a.g + p a	skin/pag _:pa-suffix/pa	2446 10	725	p a.g + p a	[x]
23	Gyalsumdo	Skin	poɡo	poɡo	p o + g o	skin/pag /go	2447 42	725	p o + g o -	[x]
287	Jirel	Skin	kokt̪en	kokt̪en	k o.k + t̪ e.n	skin/kwa _/ten	2448 2449	726	k o.k + t̪ e.n	[x]
548	Kagate	Skin	koba	koba	k o + b a	skin/kwa _:pa-suffix/ba	2448 10	726	k o - + b a	[x]
801	Lowa	Skin	pawo	pawo	p a + w o	skin/pag _skin	14 2450	725	p a + w o	[x]
1059	Nubri	Skin	pau	pau	p au	skin/pag	2447	725	p au	[x]
1310	Sherpa	Skin	kwa	kwa	kʷ a	skin/kwa	2448	726	kʷ a -	[x]
1555	Tsum	Skin	koa	koa	k oa	skin/kwa	2448	726	k oa -	[x]
1819	Yolmo	Skin	pawa	pawa	p a + w a	skin/pag _skin	2447 2450	725	p a + w a	[x]
24	Gyalsumdo	Bone	ɹoɡo	ɹoɡo	ɹ o + g o	bone/ru _bone/kok	287 288	95	- ɹ o + g - o -	[x]
288	Jirel	Bone	ɹuba	ɹuba	ɹ u + b a	bone/ru _:pa-suffix/ba	287 10	95	- ɹ u + b a	[x]
549	Kagate	Bone	rekok	rekok	r e + k o.k	bone/ru _bone/kok	287 288	95	r e + k o.k	[x]
802	Lowa	Bone	ɹuko	ɹuko	ɹ u + k o	bone/ru _bone/kok	287 288	95	- ɹ u + k - o -	[x]
1060	Nubri	Bone	hɹypa	hɹypa	h.ɹ y + p a	bone/ru _:pa-suffix/pa	287 10	95	h.ɹ y + p a	[x]
1311	Sherpa	Bone	ɹukjok	ɹukjok	ɹ u + k.j o.k	bone/ru _bone/kok	287 288	95	ɹ u + k.j o.k	[x]
1556	Tsum	Bone	ɹiɡoʔ	ɹiɡoʔ	ɹ i + g o.ʔ	bone/ru _bone/kok	287 288	95	ɹ i + g o.ʔ	[x]
1820	Yolmo	Bone	ɹeko	ɹeko	ɹ e + k o	bone/ru _bone/kok	287 288	95	- ɹ e + k - o -	[x]
25	Gyalsumdo	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
289	Jirel	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
550	Kagate	Heart	niŋ	niŋ	n i.ŋ	heart	1274	369	n i.ŋ	[x]
803	Lowa	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
1061	Nubri	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
1312	Sherpa	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
1557	Tsum	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
1821	Yolmo	Heart	ɲiŋ	ɲiŋ	ɲ i.ŋ	heart	1274	369	ɲ i.ŋ	[x]
26	Gyalsumdo	Blood	tʰak	tʰak	tʰ a.k	blood	246	83	tʰ a.k	[x]
290	Jirel	Blood	tʰak	tʰak	tʰ a.k	blood	246	83	tʰ a.k	[x]
551	Kagate	Blood	tʰa	tʰa	tʰ a	blood	246	83	tʰ - a -	[x]
804	Lowa	Blood	tʰak	tʰak	tʰ a.k	blood	246	83	tʰ a.k	[x]
1062	Nubri	Blood	tʰa	tʰa	tʰ a	blood	246	83	tʰ - a -	[x]
1313	Sherpa	Blood	tʰak	tʰak	tʰ a.k	blood	246	83	tʰ a.k	[x]
1558	Tsum	Blood	tʰɹaʔ	tʰɹaʔ	tʰ.ɹ a.ʔ	blood	246	83	tʰ.ɹ a.ʔ	[x]
1822	Yolmo	Blood	tʰa	tʰa	tʰ a	blood	246	83	tʰ - a -	[x]
27	Gyalsumdo	Urine	tɕiŋ	tɕiŋ	tɕ i.ŋ	urine	3457	1054	tɕ i.ŋ	[x]
291	Jirel	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
552	Kagate	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
805	Lowa	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
1063	Nubri	Urine	tɕʰi	tɕʰi	tɕʰ i	urine	3457	1054	tɕʰ i -	[x]
1314	Sherpa	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
1559	Tsum	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
1823	Yolmo	Urine	tsiŋ	tsiŋ	ts i.ŋ	urine	3457	1054	ts i.ŋ	[x]
28	Gyalsumdo	Faeces	kjaɡpa	kjaɡpa	k.j a.g + p a	shit _:pa-suffix/pa	852 10	261	k.j a.g + p a	[x]
292	Jirel	Faeces	kjakpa	kjakpa	k.j a.k + p a	shit _:pa-suffix/pa	852 10	261	k.j a.k + p a	[x]
553	Kagate	Faeces	kjakpa	kjakpa	k.j a.k + p a	shit _:pa-suffix/pa	852 10	261	k.j a.k + p a	[x]
806	Lowa	Faeces	kjakpa	kjakpa	k.j a.k + p a	shit _:pa-suffix/pa	852 10	261	k.j a.k + p a	[x]
807	Lowa	Faeces	tsa	tsa	ts a	shit/tsa	855	264	ts a	[x]
1064	Nubri	Faeces	aʔ	aʔ	a.ʔ	shit/a	854	263	a.ʔ	[x]
1315	Sherpa	Faeces	kjakpa	kjakpa	k.j a.k + p a	shit _:pa-suffix/pa	852 10	261	k.j a.k + p a	[x]
1560	Tsum	Faeces	aʔ	aʔ	a.ʔ	shit/a	854	263	a.ʔ	[x]
1824	Yolmo	Faeces	kjakpa	kjakpa	k.j a.k + p a	shit _:pa-suffix/pa	852 10	261	k.j a.k + p a	[x]
29	Gyalsumdo	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
293	Jirel	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
554	Kagate	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
808	Lowa	Village	toŋsep	toŋsep	t o.ŋ + s e.p	*village/toŋ *village/sep	3467 3468	1056	t o.ŋ + s e.p	[?] ← Chinese (?)
1065	Nubri	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
1316	Sherpa	Village	iul	iul	i/j u.l	village	3466	1055	i/j u.l	[x]
1317	Sherpa	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
1561	Tsum	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
1825	Yolmo	Village	jul	jul	j u.l	village	3466	1055	j u.l	[x]
30	Gyalsumdo	House	kʰaŋpa	kʰaŋpa	kʰ a.ŋ + p a	house _:pa-suffix/pa	1383 10	402	kʰ a.ŋ + p a	[ ] check ba status
294	Jirel	House	kʰamba	kʰamba	kʰ a.!m/ŋ + b a	house _:pa-suffix/pa	1383 10	402	kʰ a.!m/ŋ + b a	[ ] check ba status
555	Kagate	House	kʰim	kʰim	kʰ i.m	house/khim	31	404	kʰ i.m	[x]
809	Lowa	House	kʰaŋpa	kʰaŋpa	kʰ a.ŋ + p a	house _:pa-suffix/pa	1383 10	402	kʰ a.ŋ + p a	[ ] check ba status
1066	Nubri	House	kʰim	kʰim	kʰ i.m	house/khim	31	404	kʰ i.m	[x]
1318	Sherpa	House	kʰaŋba	kʰaŋba	kʰ a.ŋ + b a	house _:pa-suffix/pa	1383 10	402	kʰ a.ŋ + b a	[ ] check ba status
1562	Tsum	House	koɹtsa	koɹtsa	k o.ɹ + ts a	house/kor house/tsa	1384 1385	405	k o.ɹ + ts a	[x]
1563	Tsum	House	kʰim	kʰim	kʰ i.m	house/khim	31	404	kʰ i.m	[x]
1826	Yolmo	House	kʰaŋba	kʰaŋba	kʰ a.ŋ + b a	house _:pa-suffix/pa	1383 10	402	kʰ a.ŋ + b a	[ ] check ba status
31	Gyalsumdo	Roof	kʰaŋt̪ø	kʰaŋt̪ø	kʰ a.ŋ + t̪ ø	_house roof/tok	1383 2288	679	kʰ a.ŋ + t̪ ø	[x]
32	Gyalsumdo	Roof	 t̪ʰo	t̪ʰo	t̪ʰ o	roof/tok	2288	679	t̪ʰ o -	[x]
295	Jirel	Roof	tsʰanu	tsʰanu	tsʰ a + n u	roof/tsha roof/nu	2289 2290	682	tsʰ a + n u	[x]
