ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
1168	Nubri	Old	ɲiŋpa	ɲiŋpa	ɲ i.ŋ + p a	old _:pa-suffix/pa	1975 8	576	ɲ i.ŋ + p a	[x]
1422	Sherpa	Old	ɲiŋba	ɲiŋba	ɲ i.ŋ + b a	old _:pa-suffix/pa	1975 8	576	ɲ i.ŋ + b a	[x]
1665	Tsum	Old	ɲiŋba	ɲiŋba	ɲ i.ŋ + b a	old _:pa-suffix/pa	1975 8	576	ɲ i.ŋ + b a	[x]
1929	Yolmo	Old	ɲiŋba	ɲiŋba	ɲ i.ŋ + b a	old _:pa-suffix/pa	1975 8	576	ɲ i.ŋ + b a	[x]
143	Gyalsumdo	New	sampa	sampa	s a.m + p a	new _:ba-suffix/ba	1883 10	549	s a.m + p a	[x]
402	Jirel	New	samba	samba	s a.m + b a	new _:ba-suffix/ba	1883 8	549	s a.m + b a	[x]
660	Kagate	New	samba	samba	s a.m + b a	new _:ba-suffix/ba	1883 8	549	s a.m + b a	[x]
916	Lowa	New	sawa	sawa	s a.!Ø/m + w a	new _:wa-suffix	1883 1229	549	s a.!Ø/m - + w a	[x]
1169	Nubri	New	sampa	sampa	s a.m + p a	new _:ba-suffix/ba	1883 10	549	s a.m + p a	[x]
1423	Sherpa	New	samba	samba	s a.m + b a	new _:ba-suffix/ba	1883 8	549	s a.m + b a	[x]
1666	Tsum	New	samba	samba	s a.m + b a	new _:ba-suffix/ba	1883 8	549	s a.m + b a	[x]
1930	Yolmo	New	samba	samba	s a.m + b a	new _:ba-suffix/ba	1883 8	549	s a.m + b a	[x]
144	Gyalsumdo	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
403	Jirel	Good	lemu	lemu	l e + m u	good/le _:mu-suffix/mu	1151 3365	332	l e + m u	[x]
661	Kagate	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
662	Kagate	Good	dzebu	dzebu	dz e + b u	bad/dze _:bu-suffix	1155 107	331	dz e + b u	[x]
917	Lowa	Good	ka	ka	k a	good	1153	334	k a	[x]
918	Lowa	Good	saŋa	saŋa	s a.ŋ + !Ø/ŋ a	good/sa _:a-suffix	1156 872	337	s a.ŋ + !Ø/ŋ a	[x]
1170	Nubri	Good	koŋ	koŋ	k o.ŋ	good	1154	335	k o.ŋ	[x]
1424	Sherpa	Good	lemu	lemu	l e + m u	good/le _:mu-suffix/mu	1151 3365	332	l e + m u	[x]
1667	Tsum	Good	jamu	jamu	j a + m u	good _:mo-suffix/mu	1149 3365	330	j a + m u	[x]
1931	Yolmo	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
145	Gyalsumdo	Bad	majabu	majabu	m a + j a + b u	not good _:bu-suffix/bu	105 1149 107	33	m a + j a + b u	[x]
404	Jirel	Bad	meleba	meleba	m e + l e + b a	_bad good/le _:pa-suffix	105 108 10	110	m e + l e + b a	[x]
663	Kagate	Bad	majiba	majiba	m a + j i + b a	not good/ji _:ba-suffix	105 110 10	114	m a + j i + b a	[x]
664	Kagate	Bad	marikpa	marikpa	m a + r i.k + !p/b a	not good/rik _:ba-suffix	105 117 10	111	m a + r i.k + !p/b a	[x]
919	Lowa	Bad	a	a	a	bad	111	39	a	[x]
920	Lowa	Bad	ŋempa	ŋempa	ŋ e.m + p a	bad/ŋem _:pa-suffix	115 10	32	ŋ e.m + p a	[x]
1171	Nubri	Bad	ɦawɛ	ɦawɛ	ɦ a + w ɛ	bad/ha bad/we	112 113	40	ɦ a + w ɛ	[x]
1425	Sherpa	Bad	melokpa	melokpa	m e + l o.k + p a	not good/lok _:pa-suffix	105 114 10	112	m e + l o.k + p a	[x]
1668	Tsum	Bad	nepo	nepo	n e + p o	bad/ne _:po-suffix	115 109	32	n e - + p o	[x]
1932	Yolmo	Bad	tsokpa	tsokpa	ts o.k + p a	bad/tsok _:pa-suffix/pa	116 10	116	ts o.k + p a	[x]
146	Gyalsumdo	Wet	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix/mu	553 3365	1081	t a.ŋ + m u	[x]
405	Jirel	Wet	tʰəŋɡe	tʰəŋɡe	tʰ ə.ŋ + g e	cold _/ge	553 555	1081	tʰ ə.ŋ + g e	[x]
665	Kagate	Wet	taŋbu	taŋbu	t a.ŋ + b u	cold _:bu-suffix	553 107	1081	t a.ŋ + b u	[x]
921	Lowa	Wet	taŋa	taŋa	t a.ŋ + a	cold	553	1081	t a.ŋ + a	[x]
1172	Nubri	Wet	lompa	lompa	l o.m + p a	wet _:pa-suffix/pa	3547 10	1084	l o.m + p a	[x]
1426	Sherpa	Wet	tʰeŋa	tʰeŋa	tʰ e.ŋ + !Ø/ŋ a	cold _:ŋa-suffix	553 872	1081	tʰ e.ŋ + !Ø/ŋ a	[x]
1669	Tsum	Wet	nd̪ompa	nd̪ompa	ⁿd o.m + p a	wet _:pa-suffix/pa	3549 10	1084	ⁿd o.m + p a	[x]
1933	Yolmo	Wet	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix	553 3365	1081	t a.ŋ + m u	[x]
147	Gyalsumdo	Dry	kəmpu	kəmpu	k ə.m + p u	dry _:bu-suffix	671 1581	214	k ə.m + p u	[x]
406	Jirel	Dry	kombo	kombo	k o.m + b o	dry _:bo-suffix	671 672	214	k o.m + b o	[x]
666	Kagate	Dry	kambu	kambu	k a.m + b u	dry _:bu-suffix	671 1581	214	k a.m + b u	[x]
922	Lowa	Dry	kampo	kampo	k a.m + p o	dry _:bo-suffix	671 672	214	k a.m + p o	[x]
1173	Nubri	Dry	kombo	kombo	k o.m + b o	dry _:bo-suffix	671 672	214	k o.m + b o	[x]
1427	Sherpa	Dry	kaŋbu	kaŋbu	k a.ŋ + b u	dry _:bu-suffix	671 1581	214	k a.ŋ + b u	[x]
1670	Tsum	Dry	kampo	kampo	k a.m + p o	dry _:bo-suffix	671 672	214	k a.m + p o	[x]
1934	Yolmo	Dry	kambu	kambu	k a.m + b u	dry _:bu-suffix	671 1581	214	k a.m + b u	[x]
148	Gyalsumdo	Long	ɹiŋbu	ɹiŋbu	ɹ i.ŋ + b u	long _:bu-suffix/bu	1607 1581	468	ɹ i.ŋ - + b u	
407	Jirel	Long	ɹimbu	ɹimbu	ɹ i.!m/ŋ + b u	long _:bu-suffix/bu	1607 1581	468	ɹ i.!m/ŋ - + b u	
667	Kagate	Long	riŋbu	riŋbu	r i.ŋ + b u	long _:bu-suffix/bu	1607 1581	468	r i.ŋ - + b u	
923	Lowa	Long	ɹiŋa	ɹiŋa	ɹ i.ŋ + !Ø/ŋ a	long _:ŋa-suffix	1607 872	468	ɹ i.ŋ + !Ø/ŋ a	
1174	Nubri	Long	ɹiŋpo	ɹiŋpo	ɹ i.ŋ + p o	long _:bu-suffix/bu	1607 1581	468	ɹ i.ŋ - + p o	
1428	Sherpa	Long	riŋbu	riŋbu	r i.ŋ + b u	long _:bu-suffix/bu	1607 1581	468	r i ŋ + b u	
1671	Tsum	Long	ɹiŋmu	ɹiŋmu	ɹ i.ŋ + m u	long _:mo-suffix/mu	1607 132	468	ɹ i.ŋ - + m u	
1935	Yolmo	Long	ɹiŋbu	ɹiŋbu	ɹ i.ŋ + b u	long _:bu-suffix/bu	1607 1581	468	ɹ i.ŋ + b u	
149	Gyalsumdo	Short	t̪øma	t̪øma	t̪ ø + m a	short/thum _:ma-suffix/ma	2420 1442	720	t̪ ø + m a -	[x]
408	Jirel	Short	t̪ʰumma	t̪ʰumma	t̪ʰ u.m + m a	short/thum _ma-suffix/ma	2420 11	720	t̪ʰ u.m + m a	[x]
668	Kagate	Short	t̪ʰimi	t̪ʰimi	t̪ʰ i + m i	short/thum _:mi-suffix	2420 2419	720	t̪ʰ i + m i	[x]
924	Lowa	Short	t̪uŋwa	t̪uŋwa	t̪ u.ŋ + w a	short/thum _:wa-suffix	2420 2421	720	t̪ u.ŋ + w a	[x]
1175	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃.n̪ + d̪ ɛ̃	short/thum _:de-suffix	2420 2418	721	t̪ ɛ̃.n̪ + d̪ ɛ̃	[x]
1429	Sherpa	Short	t̪ʰinme	t̪ʰinme	t̪ʰ i.n + m e	short/thum _:me-suffix	2420 2419	720	t̪ʰ i.n + m e	[x]
1672	Tsum	Short	t̪ʰyma	t̪ʰyma	t̪ʰ y + m a	short/thum _:ma-suffix/ma	2420 11	720	t̪ʰ y - + m a	[x]
1936	Yolmo	Short	t̪ʰemu	t̪ʰemu	t̪ʰ e + m u	short/thum _:mu-suffix	2420 966	720	t̪ʰ e + m u	[x]
150	Gyalsumdo	Hot	tsʰant̪i	tsʰant̪i	tsʰ a.n + t̪ i	hot/tsha _:ti-suffix/ti	1365 1476	396	tsʰ a.n + t̪ i	[x]
409	Jirel	Hot	tʰommu	tʰommu	tʰ o.m + m u	hot/dom _:mu-suffix	1367 12	398	tʰ o.m + m u	[x]
669	Kagate	Hot	dombo	dombo	d o.m + b o	hot/dom _:bo-suffix	1367 1369	398	d o.m + b o	[x]
925	Lowa	Hot	tsʰa	tsʰa	tsʰ a	hot/tsha	1365	396	tsʰ a -	[x]
1176	Nubri	Hot	tsʰawo	tsʰawo	tsʰ a + w o	hot/tsha _:wo-suffix	1365 1370	396	tsʰ a - + w o	[x]
1430	Sherpa	Hot	tsʰand̪i	tsʰand̪i	tsʰ a.n + d i	hot/tsha _:di-suffix	1365 1476	396	tsʰ a.n + d i	[x]
1673	Tsum	Hot	tsʰand̪e	tsʰand̪e	tsʰ a.n + d e	hot/tsha _:de-suffix	1365 1476	396	tsʰ a.n + d e	[x]
1937	Yolmo	Hot	tomu	tomu	t o.!Ø/m + m u	hot/dom _:mu-suffix	1367 966	398	t o.!Ø/m - + m u	[x]
151	Gyalsumdo	Cold	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix/mu	553 3365	179	t a.ŋ + m u	[x]
410	Jirel	Cold	tʰəŋɡe	tʰəŋɡe	tʰ ə.ŋ + g e	cold _/ge	553 555	179	tʰ ə.ŋ + g e	[x]
670	Kagate	Cold	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix	553 3365	179	t a.ŋ + m u	[x]
926	Lowa	Cold	taɡmo	taɡmo	t a.!g/ŋ + m o	cold _:mo-suffix	553 554	179	t a.!g/ŋ + m o	[x]
1177	Nubri	Cold	taŋmo	taŋmo	t a.ŋ + m o	cold _:mu-suffix/mu	553 3365	179	t a.ŋ + m o	[x]
1431	Sherpa	Cold	tʰeŋa	tʰeŋa	tʰ e.!ŋa/ŋ	cold	553	179	tʰ e.!ŋa/ŋ	[x]
1674	Tsum	Cold	ɹaŋd̪a	ɹaŋd̪a	!ɹ/t a.ŋ + d̪ a	cold _/da	553 82	179	!ɹ/t a.ŋ + d̪ a	[x]
1938	Yolmo	Cold	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix	553 3365	179	t a.ŋ + m u	[x]
152	Gyalsumdo	Right	jøba	jøba	j ø + b a	right/jo _:pa-suffix	2233 10	659	j ø + b a	[?]
411	Jirel	Right	samapa	samapa	s a + m a + p a	right/sa _:ma-suffix _:ba-suffix/pa	2235 11 10	660	s a + m a + p a	[?]
671	Kagate	Right	tɕjabutsʰole	tɕjabutsʰole	tɕ j a + b u + tsʰ o + l e	_right/tsja _:bu-suffix right/tsho right/le	2237 2238 2239 2240	663	tɕ j a + b u + tsʰ o + l e	[?]
927	Lowa	Right	jewa	jewa	j e + w a	right/jo _:wa-suffix	2233 2241	659	j e + w a	[?]
1178	Nubri	Right	je	je	j e	right/jo	2233	659	j e	[?]
1432	Sherpa	Right	laɡpaɡa	laɡpaɡa	l a.g + p a + g a	_arm/hand _:pa-suffix/pa right	52 10 2243	660	l a.g + p a + g a	[?]
1675	Tsum	Right	jepa	jepa	j e + p a	right/jo _:pa-suffix/pa	2233 10	659	j e + p a	[?]
1939	Yolmo	Right	joba	joba	j o + b a	right/jo _:pa-suffix	2233 10	659	j o + b a	[?]
153	Gyalsumdo	Left	jøma	jøma	j ø + m a	left/jo _:ma-suffix/ma	1494 11	435	j ø - + m a -	[x]
412	Jirel	Left	d̪ebɹepa	d̪ebɹepa	d̪ e + b.ɹ e + p a	_left left _:ba-suffix/pa	1496 1497 10	437	d̪ e + b.ɹ e + p a	[x]
672	Kagate	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
928	Lowa	Left	jømpa	jømpa	j ø.m + p a	left/jo _:pa-suffix/pa	1494 10	435	j ø.m + p a	[x]
1179	Nubri	Left	jon̪	jon̪	j o.n̪	left/jo	1494	435	j o.n̪	[x]
1433	Sherpa	Left	pʰiloɡpa	pʰiloɡpa	pʰ i + l !o/a.g + p a	left/phi _arm/hand _:pa-suffix/pa	1499 52 10	437	pʰ i + l !o/a.g + p a	[x]
1676	Tsum	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
1940	Yolmo	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
154	Gyalsumdo	Near	ɲemu	ɲemu	ɲ e + m u	near/nje _:mu-suffix/mu	1856 3365	542	- ɲ e + m u	[x]
413	Jirel	Near	ɲibid̪u	ɲibid̪u	ɲ i + b i + d̪ u	near/nje _? _?	1856 1859 871	541	ɲ i - + b i + d̪ - u	[x]
673	Kagate	Near	t̪ʰama	t̪ʰama	t̪ʰ a + m a	far/tha _:ma-suffix/ma	868 1857	541	t̪ʰ - a + m a	[x]
929	Lowa	Near	ŋe	ŋe	ŋ e	near/nje	1856	542	- ŋ e	[x]
1180	Nubri	Near	t̪ʰaɲiw	t̪ʰaɲiw	t̪ʰ a + ɲ i.w	far/tha near/nje	868 1856	541	t̪ʰ a + ɲ i.w	[x]
1434	Sherpa	Near	t̪ʰakŋemo	t̪ʰakŋemo	t̪ʰ a.k + ŋ e + m o	far/tha near/nje _:mo-suffix/mu	1860 1856 3365	541	t̪ʰ a.k + ŋ e + m o	[x]
1677	Tsum	Near	tɹala	tɹala	t.ɹ a + l a	near _?	1860 1861	541	t.ɹ a + l a	[x]
1941	Yolmo	Near	poɰla	poɰla	p o.ɰ + l a	near/pow _?	1862 1861	545	p o.ɰ + l a	[x]
155	Gyalsumdo	Far	t̪ʰaɹiŋbu	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i.ŋ + b u	far/tha long _:bu-suffix/bu	868 1607 1581	265	t̪ʰ a + ɹ i.ŋ - + b u	[x]
414	Jirel	Far	t̪ʰaɹid̪u	t̪ʰaɹid̪u	t̪ʰ a + ɹ i.!Ø/n + d̪ u	far/tha long _?	868 1607 871	265	t̪ʰ a + ɹ i.!Ø/n - + d̪ u	[x]
415	Jirel	Far	t̪ʰaɹipa	t̪ʰaɹipa	t̪ʰ a + ɹ i.!Ø/n + p a	far/tha long _:ba-suffix/pa	868 1607 10	265	t̪ʰ a + ɹ i.!Ø/n - + p a	[x]
674	Kagate	Far	t̪ʰariŋbu	t̪ʰariŋbu	t̪ʰ a + r i.ŋ + b u	far/tha long _:bu-suffix/bu	868 1607 1581	265	t̪ʰ a + r i.ŋ - + b u	[x]
930	Lowa	Far	t̪ʰaɡɾiŋa	t̪ʰaɡɾiŋa	t̪ʰ a.g + ɾ i.!Ø/ŋ + ŋ a	far/tha long _:ŋa-suffix	868 1607 872	265	t̪ʰ a.g + ɾ i.!Ø/ŋ + ŋ a	[x]
1181	Nubri	Far	t̪ʰaɹiŋpo	t̪ʰaɹiŋpo	t̪ʰ a + ɹ i.ŋ + p o	far/tha long _:po-suffix/po	868 1607 1581	265	t̪ʰ a + ɹ i.ŋ - + p o	[x]
1435	Sherpa	Far	t̪ʰakriŋbu	t̪ʰakriŋbu	t̪ʰ a.k + r i.ŋ + b u	far/tha long _:bu-suffix/bu	868 1607 1581	265	t̪ʰ a.k + r i.ŋ + b u	[x]
1678	Tsum	Far	t̪ʰaɹiŋmu	t̪ʰaɹiŋmu	t̪ʰ a + ɹ i.ŋ + m u	far/tha long _:mo-suffix/mu	868 1607 132	265	t̪ʰ a + ɹ i.ŋ + m u	[x]
1942	Yolmo	Far	t̪ʰaɹiŋbu	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i.ŋ + b u	far/tha long _:bu-suffix/bu	868 1607 1581	265	t̪ʰ a + ɹ i.ŋ + b u	[x]
156	Gyalsumdo	Big	tɕʰjumbu	tɕʰjumbu	tɕʰ.j u.m + b u	big _:bu-suffix	213 1581	75	tɕʰ.j u.m + b u	[x]
416	Jirel	Big	ndzod̪a	ndzod̪a	ⁿdz o + d̪ a	big _/da	213 216	77	ⁿdz o - + d̪ a	[?]
675	Kagate	Big	tɕʰjombo	tɕʰjombo	tɕʰ.j o.m + b o	big _:bu-suffix	213 1581	75	tɕʰ.j o.m + b o	[x]
931	Lowa	Big	tsʰe	tsʰe	tsʰ e	big	213	77	tsʰ e -	[?]
1182	Nubri	Big	tɕjɔ̃mpu	tɕjɔ̃mpu	tɕ.j ɔ̃.m + p u	big _:bu-suffix	213 1581	75	tɕ.j ɔ̃.m + p u	[x]
1436	Sherpa	Big	tɕʰend̪i	tɕʰend̪i	tɕʰ e.n + d i	big _/di	213 217	77	tɕʰ e.n + d i	[?]
1679	Tsum	Big	tɕʰemo	tɕʰemo	tɕʰ e + m o	big _:mo-suffix	213 218	77	tɕʰ e - + m o	[?]
1943	Yolmo	Big	tɕʰjimbu	tɕʰjimbu	tɕʰ.j i.m + b u	big _:bu-suffix	213 1581	75	tɕʰ.j i.m + b u	[x]
157	Gyalsumdo	Small	tɕema	tɕema	tɕ e + m a	small/? _:ma-suffix/ma	2471 1442	731	tɕ e - + m a -	[?]
417	Jirel	Small	tikti	tikti	t i.k + t i	small _/ti	931 83	733	t i.k + t i	[?]
676	Kagate	Small	tɕʰimi	tɕʰimi	tɕʰ i + m i	small/tsh _/mi	2471 2472	732	tɕʰ i + m i	[?]
932	Lowa	Small	tɕuŋwa	tɕuŋwa	tɕ u.ŋ + w a	SMALL _:wa-suffix	2471 2475	731	tɕ u.ŋ + w a	[?]
1183	Nubri	Small	tɛtɛ	tɛtɛ	t ɛ + t ɛ	small/tE _:RED/tE	2474 2476	733	t ɛ + t ɛ	[?]
1437	Sherpa	Small	tikpe	tikpe	t i.k + p e	small _/bi	931 932	734	t i.k + p e	[?]
1680	Tsum	Small	tɕʰyma	tɕʰyma	tɕʰ y + m a	SMALL _:ma-suffix/ma	2471 11	731	tɕʰ y - + m a	[?]
1944	Yolmo	Small	tsemu	tsemu	ts e + m u	small _:mu-suffix	2471 966	731	ts e - + m u	[?]
158	Gyalsumdo	Heavy	tɕent̪i	tɕent̪i	tɕ e.n + t̪ i	*heavy/tsen _*:de-suffix	1283 1284	370	tɕ e.n + t̪ i	← Chinese zhòng-de
418	Jirel	Heavy	tsend̪e	tsend̪e	ts e.n + d e	*heavy/tsen _*:de-suffix	1283 1284	370	ts e.n + d e	← Chinese zhòng-de
677	Kagate	Heavy	tsend̪i	tsend̪i	ts e.n + d i	*heavy/tsen _*:de-suffix	1283 1284	370	ts e.n + d i	← Chinese zhòng-de
933	Lowa	Heavy	ndze	ndze	ⁿdz e	*heavy/tsen	1283	370	ⁿdz - e -	← Chinese zhòng
1184	Nubri	Heavy	tsʰint̪i	tsʰint̪i	tsʰ i.n + t̪ i	*heavy/tsen _*:de-suffix	1283 1284	370	tsʰ i.n + t̪ i	← Chinese zhòng-de
1438	Sherpa	Heavy	tsend̪i	tsend̪i	ts e.n + d i	*heavy/tsen _*:de-suffix	1283 1284	370	ts e.n + d i	← Chinese zhòng-de
1681	Tsum	Heavy	tɕend̪e	tɕend̪e	tɕ e.n + d e	*heavy/tsen _*:de-suffix	1283 1284	370	tɕ e.n + d e	← Chinese zhòng-de
1945	Yolmo	Heavy	tɕjand̪i	tɕjand̪i	tɕ.j a.n + d i	*heavy/tsen _*:de-suffix	1283 1284	370	tɕ.j a.n + d i	← Chinese zhòng-de
159	Gyalsumdo	Light	jaŋmu	jaŋmu	j a.ŋ + m u	light _:mu-suffix/mu	1546 3365	450	j a.ŋ + m u	[x]
419	Jirel	Light	jeŋɡe	jeŋɡe	j e.ŋ + g e	light _/ga	1546 1552	450	j e.ŋ + g e	[x]
678	Kagate	Light	jaŋd̪i	jaŋd̪i	j a.ŋ + d̪ i	light _/di	1546 1549	450	j a.ŋ + d̪ i	[x]
934	Lowa	Light	jaŋa	jaŋa	j a.!Ø/ŋ + ŋ a	light _:ŋa-suffix	1546 1550	450	j a.!Ø/ŋ - + ŋ a	[x]
1185	Nubri	Light	jaŋpo	jaŋpo	j a.ŋ + p o	light _:po-suffix	1546 107	450	j a.ŋ + p o	[x]
1439	Sherpa	Light	jeŋɡa	jeŋɡa	j e.ŋ + g a	light _/ga	1546 1552	450	j e.ŋ + g a	[x]
1682	Tsum	Light	jaŋbo	jaŋbo	j a.ŋ + b o	light _:bo-suffix	1546 107	450	j a.ŋ + b o	[x]
1946	Yolmo	Light	jaŋd̪i	jaŋd̪i	j a.ŋ + d̪ i	light _/di	1546 1549	450	j a.ŋ + d̪ i	[x]
160	Gyalsumdo	Above	ɲala	ɲala	ɲ a + l a	above/nya _there/la	1 200	1	ɲ a + l a	[x]
420	Jirel	Above	jine	jine	j i + n e	above/ji above/ne	2 24	3	j i + n e	[x]
679	Kagate	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	above/tho _there/la	4 200	1	t̪ʰ o - + l a	[x]
935	Lowa	Above	t̪ʰøʔ	t̪ʰøʔ	t̪ʰ ø.ʔ	above/tho	4	1	t̪ʰ ø.ʔ	[x]
1186	Nubri	Above	kaŋ	kaŋ	k a.ŋ	above/kang	5	6	k a.ŋ	[x]
1440	Sherpa	Above	jajo	jajo	j a + j o	above/ja above/jo	6 3	4	j a + j o	[x]
1683	Tsum	Above	jau	jau	j a + !Ø/j u	above/ja above/jo	6 3	4	j a + !Ø/j u	[x]
1947	Yolmo	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	above/tho _there/la	4 200	1	t̪ʰ o - + l a	[x]
161	Gyalsumdo	Below	wala	wala	w a + l a	below/wa _there/la	199 200	68	w a + l a	[x]
421	Jirel	Below	mima	mima	m i + m a	below/mi _ma-suffix/ma	201 11	69	m i + m a	[x]
680	Kagate	Below	wala	wala	w a + l a	below/wa _there/la	199 200	68	w a + l a	[x]
936	Lowa	Below	meʔ	meʔ	m e.ʔ	below/me	203	72	m e.ʔ	[x]
1187	Nubri	Below	ɦo	ɦo	ɦ o	below/ho	204	73	ɦ o	[x]
1441	Sherpa	Below	mamo	mamo	m a + m o	below/ma below/mo	202 201	69	m a + m o	[x]
1684	Tsum	Below	mau	mau	m a + !Ø/m u	below/ma below/mo	202 201	69	m a + !Ø/m u	[x]
1948	Yolmo	Below	t̪iŋla	t̪iŋla	t̪ i.ŋ + l a	below/ting _there/la	205 200	2	t̪ i.ŋ + l a	[x]
162	Gyalsumdo	White	kaɹpu	kaɹpu	k a.ɹ + p u	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + p u	[x]
422	Jirel	White	kaɹmu	kaɹmu	k a.ɹ + m u	star/white :mu-suffix/mu	2565 12	101	k a.ɹ + m u	[x]
681	Kagate	White	karmu	karmu	k a.r + m u	star/white :mu-suffix/mu	2565 12	101	k a.r + m u	[x]
937	Lowa	White	kawo	kawo	k a.!Ø/ɹ + w o	star/white /wo	2565 3624	102	k a.!Ø/ɹ - + w o	[x]
1188	Nubri	White	kaɹpo	kaɹpo	k a.ɹ + p o	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + p o	[x]
1442	Sherpa	White	karbu	karbu	k a.r + b u	star/white :bu-suffix/pu	2565 1581	1106	k a.r + b u	[x]
1685	Tsum	White	kaɹbo	kaɹbo	k a.ɹ + b o	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + b o	[x]
1949	Yolmo	White	kaɾpu	kaɾpu	k a.ɾ + p u	star/white :bu-suffix/pu	2565 1581	1106	k a.ɾ + p u	[x]
163	Gyalsumdo	Black	nakpu	nakpu	n a.k + p u	black _:bu-suffix/pu	229 1581	81	n a.k + p u	[x]
423	Jirel	Black	naɡpo	naɡpo	n a.g + p o	black _:bu-suffix/pu	229 1581	81	n a.g + p o	[x]
682	Kagate	Black	nakpu	nakpu	n a.k + p u	black _:bu-suffix/pu	229 1581	81	n a.k + p u	[x]
938	Lowa	Black	naɡpo	naɡpo	n a.g + p o	black _:bu-suffix/pu	229 1581	81	n a.g + p o	[x]
1189	Nubri	Black	n̪akpo	n̪akpo	n̪ a.k + p o	black _:bu-suffix/pu	229 1581	81	n̪ a.k + p o	[x]
1443	Sherpa	Black	nakpu	nakpu	n a.k + p u	black _:bu-suffix/pu	229 1581	81	n a.k + p u	[x]
1686	Tsum	Black	nakpo	nakpo	n a.k + p o	black _:bu-suffix/pu	229 1581	81	n a.k + p o	[x]
1950	Yolmo	Black	n̪akpu	n̪akpu	n̪ a.k + p u	black _:bu-suffix/pu	229 1581	81	n̪ a.k + p u	[x]
164	Gyalsumdo	Red	maɹpu	maɹpu	m a.ɹ + p u	red :bu-suffix/pu	2205 1581	651	m a.ɹ + p u	[x]
424	Jirel	Red	məɹmu	məɹmu	m ə.ɹ + m u	red :mu-suffix/mu	2205 3365	651	m ə.ɹ + m u	[x]
683	Kagate	Red	marmu	marmu	m a.r + m u	red :mu-suffix/mu	2205 3365	651	m a.r + m u	[x]
939	Lowa	Red	mawo	mawo	m a + w o	red :mu-suffix/mu	2205 3365	651	m a - + w o	[x]
1190	Nubri	Red	maɹpo	maɹpo	m a.ɹ + p o	red :bu-suffix/pu	2205 1581	651	m a.ɹ + p o	[x]
1444	Sherpa	Red	mərbu	mərbu	m ə.r + b u	red :bu-suffix/pu	2205 1581	651	m ə.r + b u	[x]
1687	Tsum	Red	maɹbo	maɹbo	m a.ɹ + b o	red :bu-suffix/pu	2205 1581	651	m a.ɹ + b o	[x]
1951	Yolmo	Red	maɹmu	maɹmu	m a.ɹ + m u	red :mu-suffix	2205 966	651	m a.ɹ + m u	[x]
165	Gyalsumdo	One	tɕiɡ	tɕiɡ	tɕ i.g/k	one	2024	588	tɕ i.?g/k	[x]
425	Jirel	One	nd̪okpəi	nd̪okpəi	ⁿd o.k + p əi	one _/pəi	102 2025	588	ⁿd o.k + p əi	[x]
426	Jirel	One	tɕik	tɕik	tɕ i.k	one	2024	588	tɕ i.k	[x]
684	Kagate	One	tɕi	tɕi	tɕ i.Ø/k	one	2024	588	tɕ i.Ø/k	[x]
940	Lowa	One	tɕik	tɕik	tɕ i.k	one	2024	588	tɕ i.k	[x]
1191	Nubri	One	tɕik	tɕik	tɕ i.k	one	2024	588	tɕ i.k	[x]
1445	Sherpa	One	tɕik	tɕik	tɕ i.k	one	2024	588	tɕ i.k	[x]
1688	Tsum	One	tɕik	tɕik	tɕ i.k	one	2024	588	tɕ i.k	[x]
1952	Yolmo	One	tɕi	tɕi	tɕ i	one	2024	588	tɕ i	[x]
166	Gyalsumdo	Two	ɲi	ɲi	ɲ i	two	3448	1053	ɲ i	[x]
427	Jirel	Two	ɲi	ɲi	ɲ i	two	3448	1053	ɲ i	[x]
685	Kagate	Two	ŋi	ŋi	ŋ i	two	3448	1053	ŋ i	[x]
941	Lowa	Two	ɲi	ɲi	ɲ i	two	3448	1053	ɲ i	[x]
1192	Nubri	Two	ɲi	ɲi	ɲ i	two	3448	1053	ɲ i	[x]
1446	Sherpa	Two	ɲi	ɲi	ɲ i	two	3448	1053	ɲ i	[x]
