ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
2838	- l ũ - ⁵⁵	1485	None	WIND	Batang	l.ũ.∼.⁵⁵	None		l ũ ⁵⁵	lũ⁵⁵
2839	ɬ a.k ⁵⁵ + p a ⁵⁵	1486	None	WIND	Lhasa	ɬ.a.k.⁵⁵.◦.p.a.⁵⁵	None		ɬ a.k ⁵⁵ + p a ⁵⁵	ɬak⁵⁵pa⁵⁵
2840	sʰ e + r ə	1487	None	WIND	Xiahe	sʰ.e._.r.ə	None	???	sʰ e + r ə	she rə
2841	w.l o ŋ	1485	None	WIND	Alike	w.l.o.ŋ	None	!	w.l o ŋ	wloŋ
2842	p.r ə.m	1488	None	WIND	OldChinese	p.r.ə.m	None		p.r ə.m	*prəm
59	t̪ o - - -	1416	47	STONE	Gyalsumdo	t̪o	stone	[x]	t̪ o	t̪o
321	ⁿd o - - -	1416	47	STONE	Jirel	nd̪o	stone	[x]	ⁿd o	nd̪o
579	t̪ o - - -	1416	47	STONE	Kagate	t̪o	stone	[x]	t̪ o	t̪o
834	t̪ o + k o.ŋ	1416	47 2604	STONE	Lowa	t̪okoŋ	stone _stone/kong	[x]	t̪ o + k o.ŋ	t̪okoŋ
1089	t̪ o.h - - -	1416	47	STONE	Nubri	t̪oh	stone	[x]	t̪ o.h	t̪oh
1339	d̪ o - - -	1416	47	STONE	Sherpa	d̪o	stone	[x]	d̪ o	d̪o
1583	t̪ o - - -	1416	47	STONE	Tsum	t̪o	stone	[x]	t̪ o	t̪o
1845	t̪ o - - -	1416	47	STONE	Yolmo	t̪o	stone	[x]	t̪ o	t̪o
2670	r.d o	1416	None	STONE	OldTibetan	r.d.o	None		r.d o	rdo
2671	r.d o	1416	None	STONE	Alike	r.d.o	None		r.d o	rdo
2672	- d o -	1416	None	STONE	Xiahe	d.o	None		d o	do
2673	- d u ⁵³	1416	None	STONE	Batang	d.ᴜ.⁵³	None		d u ⁵³	dᴜ⁵³
2674	- t o ¹³	1416	None	STONE	Lhasa	t.o.¹³	None		t o ¹³	to¹³
2675	d ɑ̟.k	1417	None	STONE	OldChinese	d.ᴀ.k	None		d ɑ̟.k	*dAk
61	p e + m a	1382	2384 1442	SAND	Gyalsumdo	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
323	pʰ e + s a	1382	2384 57	SAND	Jirel	pʰesa	sand/phe _sand/sa	[x]	pʰ e + s a	pʰesa
581	p e + m a	1382	2384 1442	SAND	Kagate	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
836	p e + m a	1382	2384 1442	SAND	Lowa	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
1091	p ɛ̃ː/ɛ + Ø/m Ø/a	1382	2384 1442	SAND	Nubri	pɛ̃:	sand/phe _:ma-suffix	[x]	p ɛ̃ː/ɛ + Ø/m Ø/a	pɛ̃:
1341	pʰ e + m a	1382	2384 1442	SAND	Sherpa	pʰema	sand/phe _:ma-suffix	[x]	pʰ e + m a	pʰema
1585	i + j ã.ʔ	715	2387 2388	SAND	Tsum	ijãʔ	sand/i sand/jã?	[x]	i + j ã.ʔ	ijãʔ
1847	p e + m a	1382	2384 1442	SAND	Yolmo	pema	sand/phe _:ma-suffix	[x]	p e + m a	pema
2587	bʲ e + m a	1382	None	SAND	OldTibetan	bʲ.e.m.a	None		bʲ e + m a	bʲe.ma
2588	- ɕ ɪ ¹³ + - - m a ⁵⁵	1382	None	SAND	Batang	ɕ.ɪ.¹³.◦.m.a.⁵⁵	None		ɕ ɪ ¹³ + m a ⁵⁵	ɕɪ¹³ma⁵⁵
2589	- tɕʰ e ¹³ + - - m a ⁵⁵	1382	None	SAND	Lhasa	tɕʰ.e.¹³.◦.m.a.⁵⁵	None		tɕʰ e ¹³ + m a ⁵⁵	tɕhe¹³ma⁵⁵
2590	- ɕ e + - - - m a -	1382	None	SAND	Xiahe	ɕ.e._.m.a	None		ɕ e + m a	ɕe ma
2591	w.ɕ e + - - - m æ -	1382	None	SAND	Alike	w.ɕ.e._.m.æ	None	!	w.ɕ e + m æ	wɕe mæ
2592	sˤ.r a.j	1383	None	SAND	OldChinese	sˤ.r.a.j	None		sˤ.r a.j	*sˤraj
62	m e	1251	982	FIRE	Gyalsumdo	me	fire	[x]	m e	me
324	m e	1251	982	FIRE	Jirel	me	fire	[x]	m e	me
582	m e	1251	982	FIRE	Kagate	me	fire	[x]	m e	me
837	m e	1251	982	FIRE	Lowa	me	fire	[x]	m e	me
1092	m ẽ	1251	982	FIRE	Nubri	mẽ	fire	[x]	m ẽ	mẽ
1342	m e	1251	982	FIRE	Sherpa	me	fire	[x]	m e	me
1586	m e	1251	982	FIRE	Tsum	me	fire	[x]	m e	me
1848	m e	1251	982	FIRE	Yolmo	me	fire	[x]	m e	me
2241	m - e -	1251	None	FIRE	OldTibetan	m.e	None		m e	me
2242	m - e ¹³	1251	None	FIRE	Lhasa	m.e.¹³	None		m e ¹³	me¹³
2243	- ȵ e ⁵³	1251	None	FIRE	Batang	ȵ.e.⁵³	None		ȵ e ⁵³	ȵe⁵³
2244	m.ȵ e	1251	None	FIRE	Alike	m.ȵ.e	None	!	m.ȵ e	mȵe
2245	- ȵ e -	1251	None	FIRE	Xiahe	ȵ.e	None		ȵ e	ȵe
2246	qʷʰˤ ə.j ʔ	1252	None	FIRE	OldChinese	qʷʰˤ.ə.j.ʔ	None		qʷʰˤ ə.j ʔ	*[qʷʰ]ˤəjʔ
65	s a - - -	534	1831	MUD	Gyalsumdo	sa	mud/sa	[x]	s a	sa
327	s ə + b i	534	1831 1832	MUD	Jirel	səbi	mud/sa _mud/bi	[x]	s ə + b i	səbi
585	s e + b i	534	1831 1832	MUD	Kagate	sebi	mud/sa _mud/bi	[x]	s e + b i	sebi
840	ⁿd̪ a.m + p a.k	1342	1833 1834	MUD	Lowa	n̪d̪ampak	mud/dam _mud/pak	[x]	ⁿd̪ a.m + p a.k	n̪d̪ampak
841	s a - - -	534	1831	MUD	Lowa	sa	mud/sa	[x]	s a	sa
1095	t̪ a.m + p a	1342	1833 1834	MUD	Nubri	t̪ampa	mud/dam _mud/pak	[!] could be a pa-suffix	t̪ a.m + p a	t̪ampa
1345	t̪ʰ a + l a	1342	1833 1835	MUD	Sherpa	t̪ʰala	mud/tha _:suffix/la	[?] loan from Chinese?	t̪ʰ a + l a	t̪ʰala
1589	s a - - -	534	1831	MUD	Tsum	sa	mud/sa	[x]	s a	sa
1851	s a + s a	534	1831 1836	MUD	Yolmo	sasa	mud/sa _mud/sa-2	[x]	s a + s a	sasa
2477	- ⁿd ɑ - ¹³ + b ɑ.ʔ ⁵³	1342	None	MUD	Batang	nd.ɑ.¹³.◦.b.ɑ.ʔ.⁵³	None	!	ⁿd ɑ ¹³ + b ɑ.ʔ ⁵³	ndɑ¹³bɑʔ⁵³
2478	- ⁿd a - + m.b a.x	1342	None	MUD	Xiahe	nd.a._.m.b.a.x	None	!	ⁿd a + m.b a.x	nda mbax
2479	t a.k ¹³ + - p a - ⁵²	1342	None	MUD	Lhasa	t.a.k.¹³.◦.p.a.⁵²	None		t a.k ¹³ + p a ⁵²	tak¹³pa⁵²
2480	n.d a.m + m.b a.k	1342	None	MUD	Alike	n.d.a.m._.m.b.a.k	None	!	n.d a.m + m.b a.k	ndam mbak
2481	ç/k + nˤ ə.j	1343	None	MUD	OldChinese	C/.+.nˤ.ə.j	None		ç/k + nˤ ə.j	*C.nˤ[əj]
2482	ɴ.d a.m + - - p a - -	1342	None	MUD	OldTibetan	ɴ.d.a.m.+.p.a	None		ɴ.d a.m + p a	ɴdam+pa
66	t̪ʰ a + l a - - -	1237	70 71	DUST	Gyalsumdo	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
328	!d̪/t̪ʰ !u/a + l !o/a - - -	1237	70 71	DUST	Jirel	d̪ulo	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	!d̪/t̪ʰ !u/a + l !o/a	d̪ulo
586	t̪ʰ a + l Ø/a + dz u.k	1237	70 71 60	DUST	Kagate	t̪ʰaldzuk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l Ø/a + dz u.k	t̪ʰaldzuk
842	t̪ʰ a + l a - - -	1237	70 71	DUST	Lowa	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1096	t̪ʰ a + l a - - -	1237	70 71	DUST	Nubri	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1346	t̪ʰ a + l !Ø/a + d̪ u.k	1237	70 71 60	DUST	Sherpa	t̪ʰald̪uk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + d̪ u.k	t̪ʰald̪uk
1590	t̪ʰ a + l a - - -	1237	70 71	DUST	Tsum	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1852	t̪ʰ a + l !Ø/a + b i	1237	70 71 61	DUST	Yolmo	t̪ʰalbi	ash/tha _ash/la _dust/bi	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + b i	t̪ʰalbi
2189	r.d u.l	1236	None	DUST	OldTibetan	r.d.u.l	None		r.d u.l	rdul
2190	- - - - tʰ ɛ - ⁵⁵ + l a ⁵⁵	1237	None	DUST	Lhasa	th.ɛ.⁵⁵.◦.l.a.⁵⁵	None		tʰ ɛ ⁵⁵ + l a ⁵⁵	thɛ⁵⁵la⁵⁵
2191	tʰ ei ¹³ + k ɑ ⁵⁵	1237	None	DUST	Batang	th.e.i.¹³.◦.k.ɑ.⁵⁵	None		tʰ ei ¹³ + k ɑ ⁵⁵	thei¹³kɑ⁵⁵
2192	- - - - tʰ e - ⁵⁵ + w ɑ ⁵⁵	1237	None	DUST	Batang	th.e.⁵⁵.◦.w.ɑ.⁵⁵	None		tʰ e ⁵⁵ + w ɑ ⁵⁵	the⁵⁵wɑ⁵⁵
2193	sʰ a + d - - u -	1236	None	DUST	Xiahe	sʰ.a._.d.u	None	???	sʰ a + d u	sha du
2194	tʰ a.r + d u - - - - - -	1237	None	DUST	Alike	th.a.r._.d.u	None		tʰ a.r + d u	thar du
2195	d.r ə.n	1236	None	DUST	OldChinese	d.r.ə.n	None		d.r ə.n	*[d]rə[n]
68	t̪ o.ŋ + b u	1039	163 107	TREE	Gyalsumdo	t̪oŋbu	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b u	t̪oŋbu
330	ⁿd o.ŋ + b o	1039	163 107	TREE	Jirel	nd̪oŋbo	tree/toŋ _:suffix/po	[x]	ⁿd o.ŋ + b o	nd̪oŋbo
588	t̪ o.ŋ + b o	1039	163 107	TREE	Kagate	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
844	t̪ o.ŋ + b o	1039	163 107	TREE	Lowa	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
1098	t̪ o.ŋ + p o	1039	163 107	TREE	Nubri	t̪oŋpo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + p o	t̪oŋpo
1348	d̪ o.ŋ + b u	1039	163 107	TREE	Sherpa	d̪oŋbu	tree/toŋ _:suffix/po	[x]	d̪ o.ŋ + b u	d̪oŋbu
1592	t̪ o.ŋ + b o	1039	163 107	TREE	Tsum	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
1854	t̪ u.ŋ + b u	1039	163 107	TREE	Yolmo	t̪uŋbu	tree/toŋ _:suffix/po	[x]	t̪ u.ŋ + b u	t̪uŋbu
2753	ɕ i.ŋ	1448	None	TREE	OldTibetan	ɕ.i.ŋ	None		ɕ i.ŋ	ɕiŋ
2754	x ĩ - ⁵⁵ + pʰ ũ - ⁵⁵	1448	None	TREE	Batang	x.ĩ.∼.⁵⁵.◦.ph.ũ.∼.⁵⁵	None		x ĩ ⁵⁵ + pʰ ũ ⁵⁵	xĩ⁵⁵phũ⁵⁵
2755	d o.ŋ + w o	1039	None	TREE	Xiahe	d.o.ŋ._.w.o	None		d o.ŋ + w o	doŋ wo
2756	ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵	1448	None	TREE	Lhasa	ɕ.i.ŋ.⁵⁵.◦.t.u.ŋ.⁵⁵	None		ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵	ɕiŋ⁵⁵tuŋ⁵⁵
2757	ɣ.d o.ŋ + ŋ o	1039	None	TREE	Alike	ɣ.d.o.ŋ._.ŋ.o	None	!	ɣ.d o.ŋ + ŋ o	ɣdoŋ ŋo
2758	ç/k + mˤ o k	1450	None	TREE	OldChinese	C/.+.mˤ.o.k	None	cf. #243 'wood'	ç/k + mˤ o k	*C.mˤok
2759	ɕ i.ŋ + s.d o.ŋ	1448	None	TREE	OldTibetan	ɕ.i.ŋ.+.s.d.o.ŋ	None		ɕ i.ŋ + s.d o.ŋ	ɕiŋ+sdoŋ
69	l a.p + t̪ i	430	62 1476	LEAF	Gyalsumdo	lapt̪i	leaf/lap _:ti-suffix/ti	[x]	l a.p + t̪ i	lapt̪i
70	l o + m a	1315	1479 1442	LEAF	Gyalsumdo	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
331	ɕ.j o + m a.k	2	1477 1442	LEAF	Jirel	ɕjomak	leaf/sjo _:ma-suffix/mak	[x]	ɕ.j o + m a.k	ɕjomak
589	l o + m a	1315	1479 1442	LEAF	Kagate	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
845	l o + m a	1315	1479 1442	LEAF	Lowa	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
1099	l o + m a	1315	1479 1442	LEAF	Nubri	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
1349	d̪ ə + m a	9	63 1442	LEAF	Sherpa	d̪əma	leaf/de _:ma-suffix/ma	[x]	d̪ ə + m a	d̪əma
1593	h.l a + w a	11	1479 1442	LEAF	Tsum	hlawa	leaf/lo _:ma-suffix/wa	[x]	h.l a + w a	hlawa
1855	l o + m a	1315	1479 1442	LEAF	Yolmo	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
2409	l o + m a	1315	None	LEAF	OldTibetan	l.o.m.a	None		l o + m a	lo.ma
2410	l o - - ¹³ + m a ⁵⁵	1315	None	LEAF	Lhasa	l.o.¹³.◦.m.a.⁵⁵	None		l o ¹³ + m a ⁵⁵	lo¹³ma⁵⁵
2411	l o - - ¹³ + m a ⁵³	1315	None	LEAF	Batang	l.o.¹³.◦.m.a.⁵³	None		l o ¹³ + m a ⁵³	lo¹³ma⁵³
2412	l o - - + - m a -	1315	None	LEAF	Alike	l.o._.m.a	None		l o + m a	lo ma
2413	l o - - + - m a -	1315	None	LEAF	Xiahe	l.o._.m.a	None		l o + m a	lo ma
2414	l a.p	1316	None	LEAF	OldChinese	l.a.p	None		l a.p	*l[a]p
71	p a + t̪ a	686	65 30	ROOT	Gyalsumdo	pat̪a	root/pa _root/tak	[x]	p a + t̪ a	pat̪a
332	ts a + p.ɹ e.n	1371	2302 2303	ROOT	Jirel	tsapɹen	root/tsa _root/pren	[x]	ts a + p.ɹ e.n	tsapɹen
590	ts a.r + ŋ e	1371	2302 2304	ROOT	Kagate	tsarŋe	root/tsa _root/ŋe	[x]	ts a.r + ŋ e	tsarŋe
846	ts a + w a	1371	2302 64	ROOT	Lowa	tsawa	root/tsa _:wa-suffix	[x]	ts a + w a	tsawa
1100	ts a - - -	1371	2302	ROOT	Nubri	tsa	root/tsa	[x]	ts a	tsa
1350	dz ə + t̪ a.k	1371	2302 30	ROOT	Sherpa	dzət̪ak	root/tsa _root/tak	[x]	dz ə + t̪ a.k	dzət̪ak
1594	t.ɹ a + t̪ o.ʔ	182	144 30	ROOT	Tsum	tɹat̪oʔ	root/tsa _root/tak	[x]	t.ɹ a + t̪ o.ʔ	tɹat̪oʔ
1856	ts a.ɾ + k i	1371	2302 2307	ROOT	Yolmo	tsaɾki	root/tsa _root/ki	[x]	ts a.ɾ + k i	tsaɾki
2561	r.ts a + b a	1371	None	ROOT	OldTibetan	r.ts.a.b.a	None		r.ts a + b a	rtsa.ba
2562	h.ts a + p a -	1371	None	ROOT	Xiahe	h.ts.a._.p.a	None	!	h.ts a + p a	htsa pa
2563	- - - - - - ts aː ⁵⁵	1371	None	ROOT	Lhasa	ts.aː.⁵⁵	None	!	ts aː ⁵⁵	tsaː⁵⁵ (tsa⁵⁵wa⁵⁵)
2564	ⁿɖʐ ɛ.ʔ ⁵³	1372	None	ROOT	Batang	ndʐ.ɛ.ʔ.⁵³	None	!	ⁿɖʐ ɛ.ʔ ⁵³	ndʐɛʔ⁵³
2565	ɣ.ts a + p a -	1371	None	ROOT	Alike	ɣ.ts.a._.p.a	None	!	ɣ.ts a + p a	ɣtsa pa
2566	kˤ ə.r	1373	None	ROOT	OldChinese	kˤ.ə.r	None		kˤ ə.r	*[k]ˤə[r]
73	m e.n + d/d̪ o -	1257	1034 1061	FLOWER	Gyalsumdo	mend̪o	flower fruit	[x]	m e.n + d/d̪ o	mend̪o
334	m e.n + d o.k -	1257	1034 1061	FLOWER	Jirel	mend̪ok	flower fruit	[x]	m e.n + d o.k	mend̪ok
592	m e.n + d̪ o -	1257	1034 1061	FLOWER	Kagate	mend̪o	flower fruit	[x]	m e.n + d̪ o	mend̪o
848	m e.n + t̪ - o.!Ø/ʔ	1257	1034 1061	FLOWER	Lowa	ment̪o	flower fruit	[x]	m e.n + t̪ o.!Ø/ʔ	ment̪o
1102	m e + t̪ - o.!Ø/ʔ	1257	1034 1061	FLOWER	Nubri	met̪o	flower fruit	[x]	m e + t̪ o.!Ø/ʔ	met̪o
1352	m e.n + d o -	1257	1034 1061	FLOWER	Sherpa	mend̪o	flower fruit	[x]	m e.n + d o	mend̪o
1596	m e.n + d̪ o.ʔ -	1257	1034 1061	FLOWER	Tsum	mend̪oʔ	flower fruit	[x]	m e.n + d̪ o.ʔ	mend̪oʔ
1858	m e.n + d o -	1257	1034 1061	FLOWER	Yolmo	mend̪o	flower fruit	[x]	m e.n + d o	mend̪o
2264	m e + t o.g	1257	None	FLOWER	OldTibetan	m.e.+.t.o.g	None		m e + t o.g	me+tog
2265	m e ¹³ + t o.ʔ ⁵³	1257	None	FLOWER	Batang	m.e.¹³.◦.t.o.ʔ.⁵³	None		m e ¹³ + t o.ʔ ⁵³	me¹³toʔ⁵³
2266	m e ¹³ + t o - ⁵²	1257	None	FLOWER	Lhasa	m.e.¹³.◦.t.o.⁵²	None		m e ¹³ + t o ⁵²	me¹³to⁵²
2267	m e + t o.χ	1257	None	FLOWER	Xiahe	m.e._.t.o.χ	None		m e + t o.χ	me toχ
2268	m e + tʰ o.k	1257	None	FLOWER	Alike	m.e._.tʰ.o.k	None		m e + tʰ o.k	me thok
2269	ɴ + qʷʰˤ.r a	1258	None	FLOWER	OldChinese	ɴ.+.qʷʰˤ.r.a	None		ɴ + qʷʰˤ.r a	*N-qʷʰˤra
74	ɕ i.ŋ + d̪ o	1263	991 1061	FRUIT	Gyalsumdo	ɕiŋd̪o	tree/siŋ fruit	[x]	ɕ i.ŋ + d̪ o	ɕiŋd̪o
335	pʰ ə.l + pʰ u.l	310	1062 1063	FRUIT	Jirel	pʰəlpʰul	*fruit-1 *fruit-2	[!] borrowing from Nepali	pʰ ə.l + pʰ u.l	pʰəlpʰul
593	b.r u.m + d̪ o	12	1064 1061	FRUIT	Kagate	brumd̪o	? fruit	[x]	b.r u.m + d̪ o	brumd̪o
849	ɕ i.ŋ + t̪ o.ʔ	1263	991 1061	FRUIT	Lowa	ɕiŋt̪oʔ	tree/siŋ fruit	[x]	ɕ i.ŋ + t̪ o.ʔ	ɕiŋt̪oʔ
1103	ɕ i.ŋ + t̪ o.ʔ	1263	991 1061	FRUIT	Nubri	ɕiŋt̪oʔ	tree/siŋ fruit	[x]	ɕ i.ŋ + t̪ o.ʔ	ɕiŋt̪oʔ
1353	pʰ a.l + pʰ u.l	310	1062 1063	FRUIT	Sherpa	pʰalpʰul	*fruit-1 *fruit-2	[!] borrowing from Nepali	pʰ a.l + pʰ u.l	pʰalpʰul
1597	ɕ i.ŋ + d̪ o.ʔ	1263	991 1061	FRUIT	Tsum	ɕiŋd̪oʔ	tree/siŋ fruit	[x]	ɕ i.ŋ + d̪ o.ʔ	ɕiŋd̪oʔ
1859	pʰ ə.l + b u.l	310	1062 1063	FRUIT	Yolmo	pʰəlbul	*fruit-1 *fruit-2	[!] borrowing from Nepali	pʰ ə.l + b u.l	pʰəlbul
2282	ɕ i.ŋ + t o.g	1263	None	FRUIT	OldTibetan	ɕ.i.ŋ.+.t.o.g	None		ɕ i.ŋ + t o.g	ɕiŋ+tog
2283	s i	1264	None	FRUIT	Alike	s.i	None		s i	si
2284	ɕ i.ŋ ⁵⁵ + t o - ⁵²	1263	None	FRUIT	Lhasa	ɕ.i.ŋ.⁵⁵.◦.t.o.⁵²	None		ɕ i.ŋ ⁵⁵ + t o ⁵²	ɕiŋ⁵⁵to⁵²
2285	xʰ ĩ - ⁵⁵ + tʰ o.ʔ ⁵³	1263	None	FRUIT	Batang	xh.ĩ.∼.⁵⁵.◦.th.o.ʔ.⁵³	None		xʰ ĩ ⁵⁵ + tʰ o.ʔ ⁵³	xhĩ⁵⁵thoʔ⁵³
2286	sʰ i - + t o.χ	1263	None	FRUIT	Xiahe	sʰ.i._.t.o.χ	None	???	sʰ i + t o.χ	shi toχ
2287	m ə + l i t	1265	None	FRUIT	OldChinese	m.ə.l.i.t	None		m ə + l i t	*mə.li[t]
77	t o	1091	3568	WHEAT	Gyalsumdo	to	wheat/to	[x]	t o	to
338	tʰ a	1091	3568	WHEAT	Jirel	tʰa	wheat/to	[x]	tʰ a	tʰa
596	n ẽ + j ã	1092	3569 3570	WHEAT	Kagate	nẽjã	wheat/ne _wheat/ja	[x]	n ẽ + j ã	nẽjã
852	t o	1091	3568	WHEAT	Lowa	to	wheat/to	[x]	t o	to
1106	t o.h	1091	3568	WHEAT	Nubri	toh	wheat/to	[x]	t o.h	toh
1356	tʰ a	1091	3568	WHEAT	Sherpa	tʰa	wheat/to	[x]	tʰ a	tʰa
1600	n e - - -	1092	3569	WHEAT	Tsum	ne	wheat/ne	[x]	n e	ne
1862	n e - - -	1092	3569	WHEAT	Yolmo	ne	wheat/ne	[x]	n e	ne
2804	cç - o -	1468	None	WHEAT	Alike	cç.o	None	!	cç o	cço
2805	ʈʂʰ - o ¹³	1468	None	WHEAT	Lhasa	tʂh.o.¹³	None		ʈʂʰ o ¹³	tʂho¹³
2806	ʈʂ - o ²³¹	1468	None	WHEAT	Batang	tʂ.o.²³¹	None		ʈʂ o ²³¹	tʂo²³¹
2807	tɕ - o -	1468	None	WHEAT	Xiahe	tɕ.o	None		tɕ o	tɕo
2808	m + rˤ ə.k	1469	None	WHEAT	OldChinese	m.+.rˤ.ə.k	None		m + rˤ ə.k	*m-rˤək
2809	g.r o	1468	None	WHEAT	OldTibetan	g.r.o	None		g.r o	gro
78	ts əu	1190	149	BARLEY	Gyalsumdo	tsəu	barley	[x]	ts əu	tsəu
339	!ⁿdz/ts əu	1190	149	BARLEY	Jirel	ndzəu	barley	[x]	!ⁿdz/ts əu	ndzəu
597	w a	54	150	BARLEY	Kagate	wa	barley/wa	[x]	w a	wa
853	n e	53	151	BARLEY	Lowa	ne	barley/ne	[x]	n e	ne
1107	n̪ eː	53	151	BARLEY	Nubri	n̪e:	barley/ne	[x]	n̪ eː	n̪e:
1357	!dz/ts əu	1190	149	BARLEY	Sherpa	dzəu	barley	[x]	!dz/ts əu	dzəu
1601	ts au	1190	149	BARLEY	Tsum	tsau	barley	[x]	ts au	tsau
1863	!dz/ts əu	1190	149	BARLEY	Yolmo	dzəu	barley	[x]	!dz/ts əu	dzəu
2073	s oː ⁵⁵ - - - -	1190	None	BARLEY	Lhasa	s.oː.⁵⁵	None		s oː ⁵⁵	soː⁵⁵
2074	s o ⁵⁵ + w a ⁵⁵	1190	None	BARLEY	Lhasa	s.o.⁵⁵.◦.w.a.⁵⁵	None		s o ⁵⁵ + w a ⁵⁵	so⁵⁵wa⁵⁵
2075	sʰ ɑ ⁵⁵ - - - -	1190	None	BARLEY	Batang	sh.ɑ.⁵⁵	None		sʰ ɑ ⁵⁵	shɑ⁵⁵
2076	n a.s	1191	None	BARLEY	OldTibetan	n.a.s	None		n a.s	nas
92	tsʰ a	1380	2349	SALT	Gyalsumdo	tsʰa	salt	[x]	tsʰ a	tsʰa
352	tsʰ a	1380	2349	SALT	Jirel	tsʰa	salt	[x]	tsʰ a	tsʰa
610	tsʰ a	1380	2349	SALT	Kagate	tsʰa	salt	[x]	tsʰ a	tsʰa
867	tsʰ a	1380	2349	SALT	Lowa	tsʰa	salt	[x]	tsʰ a	tsʰa
1120	tsʰ a	1380	2349	SALT	Nubri	tsʰa	salt	[x]	tsʰ a	tsʰa
1370	tsʰ a	1380	2349	SALT	Sherpa	tsʰa	salt	[x]	tsʰ a	tsʰa
1614	tsʰ a	1380	2349	SALT	Tsum	tsʰa	salt	[x]	tsʰ a	tsʰa
1876	tsʰ a	1380	2349	SALT	Yolmo	tsʰa	salt	[x]	tsʰ a	tsʰa
2580	- - tsʷʰ a - - - - -	1380	None	SALT	OldTibetan	tsʰʷ.a	None		tsʷʰ a	tsʰʷa
2581	- - - - - - tsʰ a ⁵⁵	1380	None	SALT	Lhasa	tsh.a.⁵⁵	None		tsʰ a ⁵⁵	tsha⁵⁵
2582	- - - - - - tsʰ a ⁵³	1380	None	SALT	Batang	tsʰ.a.⁵³	None		tsʰ a ⁵³	tsha⁵³
2583	- - tsʰ a - + k ə -	1380	25	SALT	Xiahe	tsʰ.a._.k.ə	None		tsʰ a + k ə	tsha kə
2584	- - tsʰ a - + kʰ ə -	1380	None	SALT	Alike	tsh.a._.kʰ.ə	None		tsʰ a + kʰ ə	tsha khə
2585	ɢ.r o.m	1381	None	SALT	OldChinese	ɢ.r.o.m	None		ɢ.r o.m	*[ɢr][o]m
2586	ɴ + tsˤ a.j	1380	None	SALT	OldChinese	ɴ.+.tsˤ.a.j	None		ɴ + tsˤ a.j	*N-[ts]ˤaj
93	ɕ.j a	1325	1668	MEAT	Gyalsumdo	ɕja	meat	[x]	ɕ.j a	ɕja
353	ɕ.j a	1325	1668	MEAT	Jirel	ɕja	meat	[x]	ɕ.j a	ɕja
611	ɕ.j a	1325	1668	MEAT	Kagate	ɕja	meat	[x]	ɕ.j a	ɕja
868	ɕ.j a	1325	1668	MEAT	Lowa	ɕja	meat	[x]	ɕ.j a	ɕja
1121	ɕ.j a	1325	1668	MEAT	Nubri	ɕja	meat	[x]	ɕ.j a	ɕja
1371	ɕ.j a	1325	1668	MEAT	Sherpa	ɕja	meat	[x]	ɕ.j a	ɕja
1615	ɕ.j a	1325	1668	MEAT	Tsum	ɕja	meat	[x]	ɕ.j a	ɕja
1877	ɕ.j a	1325	1668	MEAT	Yolmo	ɕja	meat	[x]	ɕ.j a	ɕja
2439	ɕ a -	1325	None	MEAT	OldTibetan	ɕ.a	None		ɕ a	ɕa
2440	xʰ a ⁵³	1325	None	MEAT	Batang	xh.a.⁵³	None		xʰ a ⁵³	xha⁵³
2441	ɕ a ⁵⁵	1325	None	MEAT	Lhasa	ɕ.a.⁵⁵	None		ɕ a ⁵⁵	ɕa⁵⁵
