ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
2369	kʰ.j i.m	1300	None	HOUSE	OldTibetan	kʰ.j.i.m	None		kʰ.j i.m	kʰjim
2370	- kʰ õ - ⁵⁵ + ⁿb a ⁵³	1301	None	HOUSE	Batang	kʰ.õ.∼.⁵⁵.◦.m.b.a.⁵³	None	!	kʰ õ ⁵⁵ + ⁿb a ⁵³	khõ⁵⁵mba⁵³
2371	kʰ a.ŋ + - - w a -	1301	None	HOUSE	Xiahe	kʰ.a.ŋ._.w.a	None		kʰ a.ŋ + w a	khaŋ wa
2372	kʰ a.ŋ ⁵⁵ + - p a ⁵⁵	1301	None	HOUSE	Lhasa	kʰ.a.ŋ.⁵⁵._.p.a.⁵⁵	None		kʰ a.ŋ ⁵⁵ + p a ⁵⁵	khaŋ⁵⁵ pa⁵⁵
2373	ⁿkʰ o.ŋ + - - ŋ æ -	1301	None	HOUSE	Alike	n.kʰ.o.ŋ._.ŋ.æ	None	!	ⁿkʰ o.ŋ + ŋ æ	nkhoŋ ŋæ
2374	qˤ o.k	1302	None	HOUSE	OldChinese	qˤ.o.k	None		qˤ o.k	*qˤok
34	ɕ i.ŋ	1254	991	FIREWOOD	Gyalsumdo	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
296	ɕ i.ŋ	1254	991	FIREWOOD	Jirel	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
556	s i.ŋ	1254	991	FIREWOOD	Kagate	siŋ	tree/siŋ	[x]	s i.ŋ	siŋ
810	ɕ i.ŋ	1254	991	FIREWOOD	Lowa	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
1066	ɕ i.ŋ	1254	991	FIREWOOD	Nubri	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
1315	ɕ i.ŋ	1254	991	FIREWOOD	Sherpa	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
1560	ɕ i.ŋ	1254	991	FIREWOOD	Tsum	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
1820	ɕ i.ŋ	1254	991	FIREWOOD	Yolmo	ɕiŋ	tree/siŋ	[x]	ɕ i.ŋ	ɕiŋ
2247	tɕʰ æ + m æ	1253	None	FIREWOOD	Alike	tɕh.æ._.m.æ	None		tɕʰ æ + m æ	tɕhæ mæ
2248	m i ¹³ + ɕ i.ŋ ⁵⁵	1254	None	FIREWOOD	Lhasa	m.i.¹³.◦.ɕ.i.ŋ.⁵⁵	None		m i ¹³ + ɕ i.ŋ ⁵⁵	mi¹³ɕiŋ⁵⁵
2249	- - - - xʰ ĩ - ⁵⁵	1254	None	FIREWOOD	Batang	xh.ĩ.∼.⁵⁵	None	?	xʰ ĩ ⁵⁵	xhĩ⁵⁵
2250	tɕʰ a + m a	1253	None	FIREWOOD	Xiahe	tɕh.a._.m.a	None		tɕʰ a + m a	tɕha ma
2251	s i.n	1254	None	FIREWOOD	OldChinese	s.i.n	None		s i.n	*[s]i[n]
40	k a.ɾ + t̪ a	422	1458 49	KNIFE	Gyalsumdo	kaɾt̪a	knife/kar _:suffix/ta	[x]	k a.ɾ + t̪ a	kaɾt̪a
301	tɕʰ u + ɹ a	1313	51 1461	KNIFE	Jirel	tɕʰuɹa	knife/thriu _/ra	[x]	tɕʰ u + ɹ a	tɕʰuɹa
302	ts ə + k u	1313	1463 1460	KNIFE	Jirel	tsəku	knife/tse _/ku	[x]	ts ə + k u	tsəku
561	k a.r + t̪ a	422	1458 49	KNIFE	Kagate	kart̪a	knife/kar _:suffix/ta	[x]	k a.r + t̪ a	kart̪a
815	tʰ i - - -	1313	1459	KNIFE	Lowa	tʰi	knife/thi	[x]	tʰ i	tʰi
1071	t u + k u	29	50 1460	KNIFE	Nubri	tuku	knife/tu _/ku	[x]	t u + k u	tuku
1320	tʰ i + tɕ.j u.ŋ	1313	1459 1462	KNIFE	Sherpa	tʰitɕjuŋ	knife/thi /tsjung	[x]	tʰ i + tɕ.j u.ŋ	tʰitɕjuŋ
1565	tʰ.ɹ iu - - -	1313	51	KNIFE	Tsum	tʰɹiu	knife/thriu	[x]	tʰ.ɹ iu	tʰɹiu
1826	k a.ɹ + t̪ a	422	1458 49	KNIFE	Yolmo	kaɹt̪a	knife/kar _:suffix/ta	[x]	k a.ɹ + t̪ a	kaɹt̪a
2402	cç - ə -	1313	None	KNIFE	Alike	cç.ə	None	!	cç ə	cçə
2403	tɕ - ə -	1313	None	KNIFE	Xiahe	tɕ.ə	None		tɕ ə	tɕə
2404	ʈʂʰ - i ¹³	1313	None	KNIFE	Lhasa	tʂh.i.¹³	None		ʈʂʰ i ¹³	tʂhi¹³
2405	ʈʂ - ɪ ²³¹	1313	None	KNIFE	Batang	tʂ.ɪ.²³¹	None		ʈʂ ɪ ²³¹	tʂɪ²³¹
2406	tɕ - ə -	1313	None	KNIFE	Alike	tɕ.ə	None		tɕ ə	tɕə
2407	ç/k + tˤ a.w	1314	None	KNIFE	OldChinese	C/.+.tˤ.a.w	None		ç/k + tˤ a.w	*C.tˤaw
2408	g.r i	1313	None	KNIFE	OldTibetan	g.r.i	None		g.r i	gri
42	t̪ʰ a.!g/k - + p a	1374	2316 10	ROPE	Gyalsumdo	t̪ʰaɡpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.!g/k + p a	t̪ʰaɡpa
304	t̪ʰ - a.k + p a	1374	2316 10	ROPE	Jirel	t̪ʰakpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.k + p a	t̪ʰakpa
563	t̪ʰ - a.k + p a	1374	2316 10	ROPE	Kagate	t̪ʰakpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.k + p a	t̪ʰakpa
817	t̪ʰ - a.g + p a	1374	2316 10	ROPE	Lowa	t̪ʰaɡpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.g + p a	t̪ʰaɡpa
1073	t̪ʰ - a.g + p a	1374	2316 10	ROPE	Nubri	t̪ʰaɡpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.g + p a	t̪ʰaɡpa
1322	t̪ʰ - a.k + p a	1374	2316 10	ROPE	Sherpa	t̪ʰakpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.k + p a	t̪ʰakpa
1567	t̪ʰ - a.k + p a	1374	2316 10	ROPE	Tsum	t̪ʰakpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.k + p a	t̪ʰakpa
1828	t̪ʰ - a.k + p a	1374	2316 10	ROPE	Yolmo	t̪ʰakpa	rope _:ba-suffix/pa	[x]	t̪ʰ a.k + p a	t̪ʰakpa
2567	tʰ a.g + - - p a -	1374	None	ROPE	OldTibetan	tʰ.a.g.+.p.a	None		tʰ a.g + p a	tʰag+pa
2568	tʰ a.k ⁵⁵ + - p a ⁵⁵	1374	None	ROPE	Lhasa	th.a.k.⁵⁵._.p.a.⁵⁵	None		tʰ a.k ⁵⁵ + p a ⁵⁵	thak⁵⁵ pa⁵⁵
2569	tʰ ɑ - ⁵⁵ + - p a ⁵³	1374	None	ROPE	Batang	th.ɑ.⁵⁵.◦.p.a.⁵³	None		tʰ ɑ ⁵⁵ + p a ⁵³	thɑ⁵⁵pa⁵³
2570	tʰ a.χ + k.w a	1374	None	ROPE	Xiahe	th.a.χ._.k.w.a	None		tʰ a.χ + k.w a	thaχ kwa
2571	r.n̥ e	1375	None	ROPE	Alike	r.n̥.e	None	!	r.n̥ e	rn̥e
2572	tʰ o.k + k.w a	1374	None	ROPE	Alike	th.o.k._.k.w.a	None		tʰ o.k + k.w a	thok kwa
2573	ç/k ə + m.r ə.ŋ	1376	None	ROPE	OldChinese	C/.ə.+.m.r.ə.ŋ	None		ç/k ə + m.r ə.ŋ	*Cə-m.rəŋ
44	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Gyalsumdo	kʰap	needle	[x]	kʰ a.p	kʰap
306	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Jirel	kʰap	needle	[x]	kʰ a.p	kʰap
565	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Kagate	kʰap	needle	[x]	kʰ a.p	kʰap
819	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Lowa	kʰap	needle	[x]	kʰ a.p	kʰap
1075	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Nubri	kʰap	needle	[x]	kʰ a.p	kʰap
1324	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Sherpa	kʰap	needle	[x]	kʰ a.p	kʰap
1569	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Tsum	kʰap	needle	[x]	kʰ a.p	kʰap
1830	kʰ a.p	1348	1874	NEEDLE (FOR SEWING)	Yolmo	kʰap	needle	[x]	kʰ a.p	kʰap
2496	kʰ a.b	1348	None	NEEDLE (FOR SEWING)	OldTibetan	kʰ.a.b	None		kʰ a.b	kʰab
2497	kʰ ə.p ⁵²	1348	None	NEEDLE (FOR SEWING)	Lhasa	kʰ.ə.p.⁵²	None		kʰ ə.p ⁵²	khəp⁵²
2498	kʰ ɑu.ʔ ⁵³	1348	None	NEEDLE (FOR SEWING)	Batang	kʰ.ɑ.u.ʔ.⁵³	None		kʰ ɑu.ʔ ⁵³	khɑuʔ⁵³
2499	kʰ a.p	1348	None	NEEDLE (FOR SEWING)	Alike	kʰ.a.p	None		kʰ a.p	khap
2500	kʰ a.p	1348	None	NEEDLE (FOR SEWING)	Xiahe	kʰ.a.p	None		kʰ a.p	khap
2501	t + k ə.m	1348	None	NEEDLE (FOR SEWING)	OldChinese	t.+.k.ə.m	None		t + k ə.m	*t.[k]əm
47	ɲ i + m a	1418	2613 11	SUN	Gyalsumdo	ɲima	sun _:ma-suffix/ma	[x]	ɲ i + m a	ɲima
309	ɲ i + m a	1418	2613 11	SUN	Jirel	ɲima	sun _ma-suffix/ma	[x]	ɲ i + m a	ɲima
568	ŋ i + m a	1418	2613 11	SUN	Kagate	ŋima	sun _:ma-suffix/ma	[x]	ŋ i + m a	ŋima
822	ɲ i + m a	1418	2613 11	SUN	Lowa	ɲima	sun _:ma-suffix/ma	[x]	ɲ i + m a	ɲima
1078	ɲ o	1418	76	SUN	Nubri	ɲo	sun	[x]	ɲ o	ɲo
1327	ɲ i + m a	1418	2613 11	SUN	Sherpa	ɲima	sun _ma-suffix/ma	[x]	ɲ i + m a	ɲima
1572	ɲ i + !Ø/m ã/a	1418	2613 11	SUN	Tsum	ɲiã	sun _:ma-suffix/ma	[x]	ɲ i + !Ø/m ã/a	ɲiã
1833	ɲ i + m a	1418	2613 11	SUN	Yolmo	ɲima	sun _ma-suffix/ma	[x]	ɲ i + m a	ɲima
2676	ɲ i + m a	1418	None	SUN	OldTibetan	ɲ.i.m.a	None		ɲ i + m a	ɲi.ma
2677	- - n ɪ - - ¹³ + m ɑ ⁵⁵	1418	None	SUN	Batang	n.ɪ.¹³.◦.m.ɑ.⁵⁵	None		n ɪ ¹³ + m ɑ ⁵⁵	nɪ¹³mɑ⁵⁵
2678	- - ȵ i - - ¹³ + m ə ⁵⁵	1418	None	SUN	Lhasa	ȵ.i.¹³.◦.m.ə.⁵⁵	None		ȵ i ¹³ + m ə ⁵⁵	ȵi¹³mə⁵⁵
2679	- - ȵ ə - - + - m a -	1418	None	SUN	Xiahe	ȵ.ə._.m.a	None		ȵ ə + m a	ȵə ma
2680	- - ȵ ə - - + - m æ -	1418	None	SUN	Alike	ȵ.ə._.m.æ	None		ȵ ə + m æ	ȵə mæ
2681	ç/k + n i.k	1418	None	SUN	OldChinese	C/.+.n.i.k	None		ç/k + n i.k	*C.nik
48	- - t̪ a + k a.ɹ - - -	1327	15 1730	MOON	Gyalsumdo	t̪akaɹ	moon/da _moon/kar	[x]	t̪ a + k a.ɹ	t̪akaɹ
49	t̪ a + w a	1327	15 1716	MOON	Gyalsumdo	t̪awa	moon/da _:wa-suffix/wa	[x]	t̪ a + w a	t̪awa
310	- - ⁿd a + !g/ⁿg a.ɹ - - -	1327	15 1730	MOON	Jirel	nd̪aɡaɹ	moon/da _moon/kar	[x]	ⁿd a + !g/ⁿg a.ɹ	nd̪aɡaɹ
569	- - d̪ a + !g/k a.r + m u	1327	15 1730 1581	MOON	Kagate	d̪aɡarmu	moon/da _moon/kar _:suffix/mu	[x]	d̪ a + !g/k a.r + m u	d̪aɡarmu
823	ⁿd a	1327	15	MOON	Lowa	nd̪a	moon/da	[x]	ⁿd a	nd̪a
1079	t̪ a	1327	15	MOON	Nubri	t̪a	moon/da	[x]	t̪ a	t̪a
1328	əu + d̪ ə + !k/g a.r - - -	1327	1732 15 1730	MOON	Sherpa	əud̪əkar	_/əu moon/da _moon/kar	[x]	əu + d̪ ə + !k/g a.r	əud̪əkar
1573	- - ⁿd a + k a.r - - -	1327	15 1730	MOON	Tsum	nd̪akar	moon/da _moon/kar	[x]	ⁿd a + k a.r	nd̪akar
1834	ⁿd a + w a	1327	15 1716	MOON	Yolmo	nd̪awa	moon/da _:wa-suffix/wa	[x]	ⁿd a + w a	nd̪awa
2445	s.l a	1327	None	MOON	OldTibetan	s.l.a	None		s.l a	zla
2446	- t a ¹³ + w a ⁵⁵	1327	None	MOON	Lhasa	t.a.¹³.◦.w.a.⁵⁵	None		t a ¹³ + w a ⁵⁵	ta¹³wa⁵⁵
2447	- ⁿd a ¹³ + ɣ ɑ ⁵⁵	1327	None	MOON	Batang	nd.a.¹³.◦.ɣ.ɑ.⁵⁵	None	!	ⁿd a ¹³ + ɣ ɑ ⁵⁵	nda¹³ɣɑ⁵⁵
2448	- dz a - - - - -	1327	None	MOON	Xiahe	dz.a	None		dz a	dza
2449	r.dz a	1327	None	MOON	Alike	r.dz.a	None	!	r.dz a	rdza
2450	- d a + - w a -	1327	None	MOON	Xiahe	d.a._.w.a	None		d a + w a	da wa
2451	ŋʷ a.t	1328	None	MOON	OldChinese	ŋʷ.a.t	None		ŋʷ a.t	*[ŋ]ʷat
50	n a.m	1392	2462	SKY	Gyalsumdo	nam	sky-rain	[x]	n a.m	nam
311	!n̪/n a.m	1392	2462	SKY	Jirel	n̪am	sky-rain	[x]	!n̪/n a.m	n̪am
570	n a.m	1392	2462	SKY	Kagate	nam	sky-rain	[x]	n a.m	nam
824	n a.m	1392	2462	SKY	Lowa	nam	sky-rain	[x]	n a.m	nam
1080	n a.m	1392	2462	SKY	Nubri	nam	sky-rain	[x]	n a.m	nam
1329	n a.m	1392	2462	SKY	Sherpa	nam	sky-rain	[x]	n a.m	nam
1574	!n̪/n a.m	1392	2462	SKY	Tsum	n̪am	sky-rain	[x]	!n̪/n a.m	n̪am
1835	!n̪/n ə.m	1392	2462	SKY	Yolmo	n̪əm	sky-rain	[x]	!n̪/n ə.m	n̪əm
2617	g.n a.m	1392	None	SKY	OldTibetan	g.n.a.m	None		g.n a.m	gnam
2618	n a.m ¹³ + kʰ a ⁵⁵	1392	None	SKY	Lhasa	n.a.m.¹³.◦.kʰ.a.⁵⁵	None		n a.m ¹³ + kʰ a ⁵⁵	nam¹³kha⁵⁵
2619	- n ã - ⁵⁵ - - - -	1392	None	SKY	Batang	n.ã.∼.⁵⁵	None		n ã ⁵⁵	nã⁵⁵
2620	n a.m ⁵⁵	1392	None	SKY	Lhasa	n.a.m.⁵⁵	None		n a.m ⁵⁵	nam⁵⁵
2621	h.n a.m	1392	None	SKY	Xiahe	h.n.a.m	None		h.n a.m	hnam
2622	ɣ.n a.m	1392	None	SKY	Alike	ɣ.n.a.m	None		ɣ.n a.m	ɣnam
2623	l̥ˤ i.n	1393	None	SKY	OldChinese	l̥ˤ.i.n	None		l̥ˤ i.n	*l̥ˤi[n]
51	k a.ɹ + m a	1410	2565 11	STAR	Gyalsumdo	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
312	k a.ɹ + m a	1410	2565 11	STAR	Jirel	kaɹma	star/white _ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
571	k a.r + m a	1410	2565 11	STAR	Kagate	karma	star/white _:ma-suffix/ma	[x]	k a.r + m a	karma
825	k a.ɹ + m a	1410	2565 11	STAR	Lowa	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1081	k a.ɹ + m a	1410	2565 11	STAR	Nubri	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1330	k ə/a.r + m a	1410	2565 11	STAR	Sherpa	kərma	star/white _:ma-suffix/ma	[x]	k ə/a.r + m a	kərma
1331	k ə/a.r + dz.j a.ŋ	1410	2565 2567	STAR	Sherpa	kərdzjaŋ	star/white _star/dzjaŋ	[x]	k ə/a.r + dz.j a.ŋ	kərdzjaŋ
1575	k a.ɹ + m a	1410	2565 11	STAR	Tsum	kaɹma	star/white _:ma-suffix/ma	[x]	k a.ɹ + m a	kaɹma
1836	k ə/a.ɾ + m a	1410	2565 11	STAR	Yolmo	kəɾma	star/white _:ma-suffix/ma	[x]	k ə/a.ɾ + m a	kəɾma
2657	s.k a.r + m a	1410	None	STAR	OldTibetan	s.k.a.r.m.a	None		s.k a.r + m a	skar.ma
2658	m a ⁵⁵ + m a ⁵³	1411	None	STAR	Batang	m.a.⁵⁵.◦.m.a.⁵³	None		m a ⁵⁵ + m a ⁵³	ma⁵⁵ma⁵³
2659	- k aː - - - ⁵⁵ + m a ⁵⁵	1410	None	STAR	Lhasa	k.aː.⁵⁵.◦.m.a.⁵⁵	None		k aː ⁵⁵ + m a ⁵⁵	kaː⁵⁵ma⁵⁵
2660	r.k a.r + - m æ -	1410	None	STAR	Alike	r.k.a.r._.m.æ	None	!	r.k a.r + m æ	rkar mæ
2661	h.k a.r + - m a -	1410	None	STAR	Xiahe	h.k.a.r._.m.a	None	!	h.k a.r + m a	hkar ma
2662	s + tsʰˤ e.ŋ	1412	None	STAR	OldChinese	s.+.tsʰˤ.e.ŋ	None		s + tsʰˤ e.ŋ	*s-tsʰˤeŋ
53	tɕʰ u	1458	3477	WATER	Gyalsumdo	tɕʰu	water	[x]	tɕʰ u	tɕʰu
314	tɕʰ.j u	1458	3477	WATER	Jirel	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
573	tɕʰ.j u	1458	3477	WATER	Kagate	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
827	tɕʰ.j u	1458	3477	WATER	Lowa	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
1083	tɕʰ.j u	1458	3477	WATER	Nubri	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
1333	tɕʰ.j u	1458	3477	WATER	Sherpa	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
1577	tɕʰ.j u	1458	3477	WATER	Tsum	tɕʰju	water	[x]	tɕʰ.j u	tɕʰju
1839	tɕʰ u	1458	3477	WATER	Yolmo	tɕʰu	water	[x]	tɕʰ u	tɕʰu
2780	- tɕʰ u - - -	1458	None	WATER	OldTibetan	tɕʰ.u	None	https://stan.hypotheses.org/20 for the cognay of OT and OC	tɕʰ u	tɕʰu
2781	- tɕʰ u - - ⁵⁵	1458	None	WATER	Lhasa	tɕʰ.u.⁵⁵	None		tɕʰ u ⁵⁵	tɕhu⁵⁵
2782	- tɕʰ ə - - -	1458	None	WATER	Xiahe	tɕh.ə	None		tɕʰ ə	tɕhə
2783	- tɕʰ u - - ⁵³	1458	None	WATER	Batang	tɕʰ.ᴜ.⁵³	None		tɕʰ u ⁵³	tɕhᴜ⁵³
2784	- tɕʰ ə - - -	1458	None	WATER	Alike	tɕh.ə	None		tɕʰ ə	tɕhə
2785	s.t u.r ʔ	1458	None	WATER	OldChinese	s.t.u.r.ʔ	None		s.t u.r ʔ	*s.turʔ
54	ts a.ŋ + p u	1368	2270 1581	RIVER	Gyalsumdo	tsaŋpu	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + p u	tsaŋpu
315	!tʰ/ts a.ŋ + k a	1368	2270 2272	RIVER	Jirel	tʰaŋka	river/tsaŋ _:suffix/ka	[x]	!tʰ/ts a.ŋ + k a	tʰaŋka
574	ts a.ŋ + b u	1368	2270 1581	RIVER	Kagate	tsaŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + b u	tsaŋbu
828	ts a.ŋ + p o	1368	2270 1581	RIVER	Lowa	tsaŋpo	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + p o	tsaŋpo
1084	k.j u.g + tɕʰ.j u	677	2273 2274	RIVER	Nubri	kjuɡtɕʰju	river/kjug _river/tshju	[x]	k.j u.g + tɕʰ.j u	kjuɡtɕʰju
1334	ts ə.ŋ + b u	1368	2270 1581	RIVER	Sherpa	tsəŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts ə.ŋ + b u	tsəŋbu
1578	ts a.ŋ + b o	1368	2270 1581	RIVER	Tsum	tsaŋbo	river/tsaŋ _:bu-suffix/pu	[x]	ts a.ŋ + b o	tsaŋbo
1840	ts ə.ŋ + b u	1368	2270 1581	RIVER	Yolmo	tsəŋbu	river/tsaŋ _:bu-suffix/pu	[x]	ts ə.ŋ + b u	tsəŋbu
2553	g.ts a.ŋ + p o	1368	None	RIVER	OldTibetan	g.ts.a.ŋ.p.o	None		g.ts a.ŋ + p o	gtsaŋpo
2554	tɕʰ u ⁵³	1369	None	RIVER	Batang	tɕʰ.ᴜ.⁵³	None		tɕʰ u ⁵³	tɕhᴜ⁵³
2555	ts a.ŋ ⁵⁵ + p o ⁵⁵	1368	None	RIVER	Lhasa	ts.a.ŋ.⁵⁵.◦.p.o.⁵⁵	None		ts a.ŋ ⁵⁵ + p o ⁵⁵	tsaŋ⁵⁵po⁵⁵
2556	tɕʰ u ⁵⁵	1369	None	RIVER	Lhasa	tɕʰ.u.⁵⁵	None		tɕʰ u ⁵⁵	tɕhu⁵⁵
2557	tɕʰ ə -	1369	None	RIVER	Xiahe	tɕh.ə	None		tɕʰ ə	tɕhə
2558	tɕʰ ə -	1369	None	RIVER	Alike	tɕh.ə	None		tɕʰ ə	tɕhə
2559	s + t u.r ʔ	1370	None	RIVER	OldChinese	s.+.t.u.r.ʔ	None		s + t u.r ʔ	*s.turʔ
2560	- - tɕʰ u - -	1370	None	RIVER	OldTibetan	tɕʰ.u	None	https://stan.hypotheses.org/20 for cognacy with OT	tɕʰ u	tɕʰu
55	m u.g + p a	176	536 10	CLOUD	Gyalsumdo	muɡpa	cloud/muk _pa-suffix/pa	[x]	m u.g + p a	muɡpa
316	m u.k + p a	176	536 10	CLOUD	Jirel	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
575	m u.k + p a	176	536 10	CLOUD	Kagate	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
829	ʂ.ɹ i.ŋ + p a	1216	538 10	CLOUD	Lowa	ʂɹiŋpa	cloud/sriŋ _:pa-suffix/pa	[x]	ʂ.ɹ i.ŋ + p a	ʂɹiŋpa
1085	m u.g + p a	176	536 10	CLOUD	Nubri	muɡpa	cloud/muk _pa-suffix/pa	[x]	m u.g + p a	muɡpa
1335	m u.k + p a	176	536 10	CLOUD	Sherpa	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
1579	m u.k + p a.ʔ	176	536 10	CLOUD	Tsum	mukpaʔ	cloud/muk _pa-suffix/pa	[x]	m u.k + p a.ʔ	mukpaʔ
1841	m u.k + p a	176	536 10	CLOUD	Yolmo	mukpa	cloud/muk _pa-suffix/pa	[x]	m u.k + p a	mukpa
2131	s.p.r i.n	1216	None	CLOUD	OldTibetan	s.p.r.i.n	None		s.p.r i.n	sprin
2132	- ʈʂ - - ĩ - ⁵⁵ - - - -	1216	None	CLOUD	Batang	tʂ.ĩ.∼.⁵⁵	None		ʈʂ ĩ ⁵⁵	tʂĩ⁵⁵
2133	- ʂ - - ə n - - - - -	1216	None	CLOUD	Xiahe	ʂ.ə.n	None		ʂ ə n	ʂən
2134	- ʈʂ - - ĩ - ⁵⁵ + p ə ⁵⁵	1216	None	CLOUD	Lhasa	tʂ.ĩ.∼.⁵⁵.◦.p.ə.⁵⁵	None		ʈʂ ĩ ⁵⁵ + p ə ⁵⁵	tʂĩ⁵⁵pə⁵⁵
2135	w.ʈʂ ə.n	1216	None	CLOUD	Alike	w.tʂ.ə.n	None	!	w.ʈʂ ə.n	wtʂən
2136	ɢʷ ə n	1217	None	CLOUD	OldChinese	ɢʷ.ə.n	None		ɢʷ ə n	*[ɢ]ʷə[n]
57	s a - - - - - -	1358	2193	RAINBOW	Gyalsumdo	sa	rainbow/dza	[x]	s a	sa
319	ⁿdz a - - - - - -	1358	2193	RAINBOW	Jirel	ndza	rainbow/dza	[x]	ⁿdz a	ndza
577	dz a + k o.r + m u	1358	2193 2194 2195	RAINBOW	Kagate	dzakormu	rainbow/dza _rainbow/kor _rainbow/mu	[x]	dz a + k o.r + m u	dzakormu
831	ⁿdʑ.j a - - - - - -	1358	2193	RAINBOW	Lowa	ndʑja	rainbow/dza	[x]	ⁿdʑ.j a	ndʑja
1087	tɕ.j a - - - - - -	1358	2193	RAINBOW	Nubri	tɕja	rainbow/dza	[x]	tɕ.j a	tɕja
1337	dz a - - - - - -	1358	2193	RAINBOW	Sherpa	dza	rainbow/dza	[x]	dz a	dza
1581	ⁿdʑ.j a + b e - - -	1358	2193 2196	RAINBOW	Tsum	ndʑjabe	rainbow/dza _rainbow/be	[x]	ⁿdʑ.j a + b e	ndʑjabe
1843	z a - - - - - -	1358	2193	RAINBOW	Yolmo	za	rainbow/dza	[x]	z a	za
2532	- ⁿdʑ a ⁵³	1358	None	RAINBOW	Batang	ndʑ.a.⁵³	None	!	ⁿdʑ a ⁵³	ndʑa⁵³
2533	- tɕ a ¹³	1358	None	RAINBOW	Lhasa	tɕ.a.¹³	None	!	tɕ a ¹³	tɕa¹³ (tɕha¹³)
2534	ⁿdʑ æ	1358	None	RAINBOW	Alike	n.dʑ.æ	None	!	ⁿdʑ æ	ndʑæ
2535	- ⁿdʑ a -	1358	None	RAINBOW	Xiahe	ndʑ.a	None	!	ⁿdʑ a	ndʑa
2536	m + kˤ o.ŋ	1359	None	RAINBOW	OldChinese	m.+.kˤ.o.ŋ	None	also perhaps *kˤroŋ-s	m + kˤ o.ŋ	*m-kˤoŋ
2537	ɴ.dʑ a	1358	None	RAINBOW	OldTibetan	ɴ.dʑ.a	None		ɴ.dʑ a	ɴdʑa
58	h.l a + w a	1486	3690 56	WIND	Gyalsumdo	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
320	h.l a + b a	1486	3690 10	WIND	Jirel	hlaba	wind/hla _:pa-suffix/pa	[x]	h.l a + b a	hlaba
578	h.l a + b a	1486	3690 10	WIND	Kagate	hlaba	wind/hla _:pa-suffix/pa	[x]	h.l a + b a	hlaba
832	l u.ŋ - - -	1485	3691	WIND	Lowa	luŋ	wind/luŋ	[x]	l u.ŋ	luŋ
833	l u.ŋ + p o	1485	3691 3689	WIND	Lowa	luŋpo	wind/luŋ _:po-suffix	[x]	l u.ŋ + p o	luŋpo
1088	h.l a + w a	1486	3690 56	WIND	Nubri	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
1338	l u.ŋ - - -	1485	3691	WIND	Sherpa	luŋ	wind/luŋ	[x]	l u.ŋ	luŋ
1582	h.l a + p a	1486	3690 10	WIND	Tsum	hlapa	wind/hla _:pa-suffix/pa	[x]	h.l a + p a	hlapa
1844	h.l a + w a	1486	3690 56	WIND	Yolmo	hlawa	wind/hla _:wa-suffix/wa	[x]	h.l a + w a	hlawa
2837	r.l u.ŋ	1485	None	WIND	OldTibetan	r.l.u.ŋ	None		r.l u.ŋ	rluŋ
