ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	GLOSSNEPALI	ORTHOGRAPHIC
62	Nubri_Sama	LEAF	628	lepti			leaf	पात	६२
63	Nubri_Sama	ROOT	670	hjurma			root	जरा	६३
64	Nubri_Sama	THORN	124	tsʰerma			thorn	काँडो	६४
65	Nubri_Sama	FLOWER	239	mendo			flower	फूल	६५
69	Nubri_Sama	WHEAT	1077	nɛ̃			wheat (husked)	गहुँ	६९
70	Nubri_Sama	BARLEY	932	nɛ			barley	जौ	७०
71	Nubri_Sama	RICE	926	ɖɛ̃			rice (husked)	चामल	७१
72	Nubri_Sama	POTATO	593	hɛ̀			potato	आलु	७२
77	Nubri_Sama	GARLIC	2368	gókpa			garlic	लसुन	७७
78	Nubri_Sama	ONION	2366	tsoŋ			onion	प्याज	७८
82	Nubri_Sama	OIL (ORGANIC SUBSTANCE)	1484	nùm			oil	तेल	८२
83	Nubri_Sama	SALT	1274	tsā			salt	नुन	८३
84	Nubri_Sama	MEAT	634	ʃjà			meat	मासु	८४
85	Nubri_Sama	FAT (OF MEAT AND FOOD)	2449	tsʰīlu			fat (of meat)	बोसो	८५
86	Nubri_Sama	FISH	227	ɳa̤			fish	माछा	८६
87	Nubri_Sama	CHICKEN	1318	dzʰjōŋ			chicken	चल्ला	८७
88	Nubri_Sama	EGG	744	gʷa̤			egg	अण्डा	८८
89	Nubri_Sama	COW	1007	dzʰobu			cow	गाई	८९
91	Nubri_Sama	MILK	635	homā			milk	दुध	९१
92	Nubri_Sama	HORN (ANATOMY)	1393	arkjók			horns	सिङ	९२
93	Nubri_Sama	TAIL	1220	ŋoma			tail	पुच्छर	९३
94	Nubri_Sama	GOAT	1502	luk			goat	बाख्रो	९४
95	Nubri_Sama	DOG	2009	kì			dog	कुकुर	९५
96	Nubri_Sama	SNAKE	730	ɖul			snake	सर्प	९६
97	Nubri_Sama	MONKEY	1350	ʈegen			monkey	बाँदर	९७
99	Nubri_Sama	ANT	587	rʷamu			ant	कमिला	९९
100	Nubri_Sama	SPIDER	843	babla			spider	माकुरो	१००
101	Nubri_Sama	NAME	1405	miŋ			name	नाम	१०१
102	Nubri_Sama	MAN	1554	mi̤			man	मान्छे	१०२
103	Nubri_Sama	WOMAN	962	bʰõ			woman	आइमाई	१०३
104	Nubri_Sama	CHILD	2099	bīdza			child	बच्चा	१०४
105	Nubri_Sama	FATHER	1217	ẽ			father	बाबा	१०५
106	Nubri_Sama	MOTHER	1216	ã			mother	आमा	१०६
107	Nubri_Sama	OLDER BROTHER	1759	dzʰī			older brother	दाजु	१०७
108	Nubri_Sama	YOUNGER BROTHER	1760	bū			younger brother	भाइ	१०८
109	Nubri_Sama	OLDER SISTER	1758	edzi			older sister	दिदी	१०९
110	Nubri_Sama	YOUNGER SISTER	1761	bʰõ			younger sister	बहिनी	११०
111	Nubri_Sama	SON	1620	bù			son	छोरो	१११
112	Nubri_Sama	DAUGHTER	1357	bʰõ			daughter	छोरी	११२५
113	Nubri_Sama	HUSBAND	1200	kʰjóka			husband	लोग्ने (श्रीमान)	११३
114	Nubri_Sama	WIFE	1199	bʰēme			wife	स्वास्नी (श्रीमती)	११४
117	Nubri_Sama	DAY (NOT NIGHT)	1225	ŋimu			day	दिन	११७
118	Nubri_Sama	NIGHT	1233	tsʰemo			night	रात	११८
119	Nubri_Sama	MORNING	1339	ɖokuŋ			morning	विहान	११९
121	Nubri_Sama	EVENING	1629	goŋmo			evening	साँझ	१२१
122	Nubri_Sama	YESTERDAY	1174	daŋ			yesterday	हिजो	१२२
123	Nubri_Sama	TODAY	1283	ɖiriŋ			today	आज	१२३
124	Nubri_Sama	TOMORROW	1329	ŋáro			tomorrow	भोली	१२४
125	Nubri_Sama	WEEK	1469	sjamadiŋ			week	हप्ता (साता)	१२५
126	Nubri_Sama	MONTH	1370	da̤			month	महिना	१२६
127	Nubri_Sama	YEAR	1226	lo			year	वर्ष	१२७
128	Nubri_Sama	OLD	1229	niŋba			old	बूढो	१२८
129	Nubri_Sama	NEW	1231	samba			new	नयाँ	१२९
130	Nubri_Sama	GOOD	1035	leu			good	राम्रो (असल)	१३०
131	Nubri_Sama	BAD	1292	hjae			bad	नराम्रो (खराब)	१३१
132	Nubri_Sama	WET	1726	ɖʰaŋmo			wet	चिसो	१३२
133	Nubri_Sama	DRY	1398	kampu			dry	सुख्खा	१३३
134	Nubri_Sama	LONG	1203	riŋbu			long	लामो	१३४
135	Nubri_Sama	SHORT	1645	tene			short	छोटो	१३५
136	Nubri_Sama	HOT	1286	tsʰedza			hot	तातो	१३६
137	Nubri_Sama	COLD	1287	draŋmu			cold	चिसो	१३७
138	Nubri_Sama	RIGHT	1019	eba			right	दाहिने	१३८
139	Nubri_Sama	LEFT	244	ema			left	देव्रे	१३९
140	Nubri_Sama	NEAR	1942	ŋjaṳ			near	नजिक	१४०
141	Nubri_Sama	FAR	1406	gjāŋbu			far	टाढा	१४१
142	Nubri_Sama	BIG	1202	tsʰjémpu			big	ठूलो	१४२
143	Nubri_Sama	SMALL	1246	tsēma			small	सानो	१४३
144	Nubri_Sama	HEAVY	1210	tsʰindì			heavy	गह्रौँ	१४४
145	Nubri_Sama	LIGHT (WEIGHT)	1052	jaŋbu			light	हलुका	१४५
146	Nubri_Sama	ABOVE	1741	tʰombu			above	माथि	१४६
147	Nubri_Sama	DOWN OR BELOW	2094	ma̤w			below	तल	१४७
148	Nubri_Sama	WHITE	1335	karpu			white	सेतो	१४८
149	Nubri_Sama	BLACK	163	nakpu			black	कालो	१४९
150	Nubri_Sama	RED	156	marpu			red	रातो	१५०
151	Nubri_Sama	ONE	1493	tsik			one	एक	१५१
152	Nubri_Sama	TWO	1498	ni̤			two	दुई	१५२
153	Nubri_Sama	THREE	492	sum			three	तीन	१५३
154	Nubri_Sama	FOUR	1500	ʃi			four	चार	१५४
155	Nubri_Sama	FIVE	493	ŋá			five	पाँच	१५५
156	Nubri_Sama	SIX	1703	duk			six	छ	१५६
157	Nubri_Sama	SEVEN	1704	ɖʰun			seven	सात	१५७
158	Nubri_Sama	EIGHT	1705	ke			eight	आठ	१५८
159	Nubri_Sama	NINE	1483	gù			nine	नौ	१५९
160	Nubri_Sama	TEN	1515	tsū			ten	दश	१६०
161	Nubri_Sama	ELEVEN	1706	tsūktsik			eleven	एघार	१६१
162	Nubri_Sama	TWELVE	1707	tsūni̤			twelve	बाह्र	१६२
163	Nubri_Sama	TWENTY	1710	niʃu			twenty	बीस	१६३
164	Nubri_Sama	HUNDRED	1634	gja̤			one hundred	एक सय	१६४
165	Nubri_Sama	WHO	1235	su			who	को	१६५
166	Nubri_Sama	WHAT	1236	tsī			what	के	१६६
167	Nubri_Sama	WHERE	1237	genda			where	कहाँ	१६७
168	Nubri_Sama	WHEN	1238	am			when	कहिले	१६८
169	Nubri_Sama	HOW MANY	822	maŋlók			how many	कति	१६९
170	Nubri_Sama	WHICH	727	sui			which	कुन	१७०
171	Nubri_Sama	THIS	1214	di̤			this	यो	१७१
172	Nubri_Sama	THAT	78	pʰuwa			that	त्यो	१७२
173	Nubri_Sama			tʰamdze			these	यिनीहरू	१७३
177	Nubri_Sama	WHOLE	2277	tʰamtse			whole	सबै	१७७
178	Nubri_Sama	BROKEN	588	tsʰjakpu			broken	फुटेको	१७८
179	Nubri_Sama	FEW	1242	ŋɛŋe			few	थोरै	१७९
180	Nubri_Sama	MANY	1198	áŋsaŋ			many	धेरै	१८०
182	Nubri_Sama	EAT	1336	sɛ̄			to eat	खानु	१८२
183	Nubri_Sama	BITE	1403	sɛ̃je			to bite	टोक्नु	१८३
185	Nubri_Sama	DRINK	1401	tʰuŋ			to drink	पिउनु	१८५
186	Nubri_Sama	THIRSTY	847	kʰakom			to be thirsty	तिर्खाउनु	१८६
187	Nubri_Sama	SLEEP	1585	ŋjal			to sleep	सुत्‍नु	१८७
189	Nubri_Sama	SIT	1416	tʰaŋ			to  sit	बस्नु	१८९
190	Nubri_Sama	GIVE	1447	tjō			to  give	दिनु	१९०
192	Nubri_Sama	DIE	1494	sī			to die	मर्नु	१९२
193	Nubri_Sama	KILL	1417	sɛ̀			to  kill	मार्नु	१९३
194	Nubri_Sama	FLY (MOVE THROUGH AIR)	1441	loŋ			to fly	उड्नु	१९४
195	Nubri_Sama	WALK	1443	ɖò			to walk	हिँड्नु	१९५
196	Nubri_Sama	RUN	1519	ladaŋɖò			to run	दौडनु	१९६
197	Nubri_Sama	GO	695	gjùk			to go /	जानु	१९७
198	Nubri_Sama	COME	1446	sjòk			to come	आउनु	१९८
199	Nubri_Sama	SPEAK	1623	lòp			to speak/ speak	बोल्नु	१९९
200	Nubri_Sama	LISTEN	1608	ŋjõl			to  hear/listen	सुत्‍नु	२००
201	Nubri_Sama	LOOK	1819	toh			to look	हेर्नु	२०१
202	Nubri_Sama	I	1209	ŋa̤			I	म	२०२
203	Nubri_Sama	THOU	1215	tsʰò			you (informal)	तँ	२०३
204	Nubri_Sama	YOU (FORMAL ADDRESS)	2844	kʰuŋ			you (formal)	तपाई	२०४
205	Nubri_Sama	HE	1211	kʰuŋ			he	ऊ	२०५
207	Nubri_Sama	WE (INCLUSIVE)	1131	náraŋ			we (inclusive)	हामी (समावेशी)	२०७
209	Nubri_Sama	YOU	1213	kʰeraŋ			you (plural)	तिमीहरू	२०९
210	Nubri_Sama	THEY	817	kʰuŋ			they	उनीहरू	२१०
