# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG
47251	Longgang	DRINK	jɪn³³		OLD	j ɪ n ³³	1898	1898
47253	Xingning	DRINK	ʂɿʔ⁵		OLD	ʂ ɿ ʔ ⁵	1899	1899
47254	Chaozhou	DRINK	lim³³		OLD	l i m ³³	3180	3180
47255	Jieyang	DRINK	luʔ³		OLD	l u ʔ ³	1900	1900
47706	Ukhrul	DRINK	kʰə-maŋ	drink	OLD	kʰ ə + m a ŋ	3417	3417
47916	Hayu	DRINK	tun	drink (except water) (vr, vt)	OLD	t u n	2228	2228
48429	Mikir	DRINK	jùn		OLD	j ù n	10345	10345
48708	Achang_Longchuan	DRINK	ʂoʔ⁵⁵		OLD	ʂ o ʔ ⁵⁵	1068	1068
48753	Xiandao	DRINK	ʂuʔ⁵⁵		OLD	ʂ u ʔ ⁵⁵	1068	1068
48782	Atsi	DRINK	ʃuʔ⁵⁵		OLD	ʃ u ʔ ⁵⁵	1068	1068
28641	Tibetan_Lhasa	DRINK	thuŋ⁵⁵	drink	OLD	tʰ u ŋ ⁵⁵	2228	2228
28981	Motuo_Menba	DRINK	dʑam	drink	OLD	dʑ a m	3865	3865
48670	Rabha	DRINK	rɨŋ	drink	OLD	r ɨ ŋ	3322	3322
32013	Darang_Taraon	DRINK	tim³⁵	drink	OLD	t i m ³⁵	2347	2347
27273	Jingpho	DRINK	luʔ³¹	drink	OLD	l u ʔ ³¹	3226	3226
32743	Tibetan_Xiahe	DRINK	thoŋ	drink	OLD	tʰ o ŋ	2228	2228
#
147	Gyalsumdo	DRY	kəmpu	Dry:High	NEW	k ə m p u	0	0
406	Jirel	DRY	kombo	Dry:High	NEW	k o m b o	0	0
666	Kagate	DRY	kambu	Dry:High	NEW	k a m b u	0	0
922	Lowa	DRY	kampo	Dry:High	NEW	k a m p o	0	0
1173	Nubri	DRY	kombo	Dry:Mid	NEW	k o m b o	0	0
1427	Sherpa	DRY	kaŋbu	Dry:Mid-Low	NEW	k a ŋ b u	0	0
1670	Tsum	DRY	kampo	Dry:High	NEW	k a m p o	0	0
1934	Yolmo	DRY	kambu	Dry:High	NEW	k a m b u	0	0
33815	Bokar	DRY	ɕen	dry	OLD	ɕ e n	2743	2743
33826	Lisu	DRY	dʒu̱³³	dry	OLD	dʒ u̠ ³³	2748	2748
12245	Old_Tibetan	DRY	skam-	dry	OLD	s k a m +	1092	1092
12258	Khaling	DRY	dhoŋ	dry	OLD	dʰ o ŋ	875	875
40803	Old_Chinese	DRY	kˤar		OLD	kˤ a r	1636	1636
12274	Japhug	DRY	zbaʁ	dry	OLD	z b a ʁ	1199	1199
12278	Tangut	DRY	rowr¹	dry	OLD	r o w r ¹	993	993
41065	Old_Burmese	DRY	khro₂k		OLD	kʰ r o₂/o k	220	220
41302	Japhug	DRY	rom		OLD	r o m	993	993
41309	Japhug	DRY	spɯ		OLD	s p ɯ	3703	3703
41591	Wobzi_Khroskyabs	DRY	zbî		OLD	z b î/i	1199	1199
41845	Chepang	DRY	sot-	dry	OLD	s o t	1369	1369
42109	Garo	DRY	ran•-a	dry; thirsty (vi)	OLD	r a n ʔ + a	3934	3934
42682	Hakha_Chin	DRY	1. a ro, a carmi;	dry (adj.)	OLD	r à/a w + r ǎ/a w	1253	1253
43022	Bunan	DRY	kʰjoj	dry	OLD	kʰ j o j	220	220
43409	Rongpo	DRY	rukɔ	coarse, dry	OLD	r u k ɔ	469	469
43638	Kulung	DRY	harma	be dry (grains, leaves, grass, etc.). (vi-1 [1: har-])	OLD	h a r m a	615	615
43894	Bantawa	DRY	cʰopma (cʰoa)	to dry (intr), to be dry	OLD	tsʰ o p	766	766
44229	Atsi	DRY	xui⁵⁵	dry	OLD	x u i ⁵⁵	1007	1007
44448	Achang_Longchuan	DRY	səʔ⁵⁵	dry	OLD	s ə ʔ ⁵⁵	1369	1369
44450	Bola	DRY	kja̱uʔ⁵⁵	dry	OLD	k j a̰ u ʔ ⁵⁵	220	220
44452	Lashi	DRY	kju̱ːʔ⁵⁵	dry	OLD	k j ṵː ʔ ⁵⁵	220	220
44453	Maru	DRY	fai⁵⁵	dry	OLD	f a i ⁵⁵	1007	1007
44454	Xiandao	DRY	tsui³⁵	dry	OLD	ts u i ³⁵	1008	1008
44593	Rangoon	DRY	ʨʰɑuʔ⁴		OLD	tɕʰ ɑ u ʔ ⁴	220	220
12259	Limbu	DRY	kaŋ-	dry	OLD	k a ŋ +	505	505
45720	Bahing	DRY	doŋ- (/døt-)	dry (vi)	OLD	d o ŋ	875	875
45721	Bahing	DRY	sø-	dry (vi)	OLD	s ø	1369	1369
45913	Lushai	DRY	tuihul	dry (adj)	OLD	t u i h u l	1473	1473
45914	Lushai	DRY	ro	dry (adj)	OLD	r o	1253	1253
46243	Beijing	DRY	kan⁵⁵	dry	OLD	k a n ⁵⁵	1636	1636
46244	Guangzhou	DRY	kɔn⁵⁵	dry	OLD	k ɔ n ⁵⁵	1636	1636
46245	Chaozhou	DRY	ta³³		OLD	t a ³³	1637	1637
46246	Longgang	DRY	kɔn³³		OLD	k ɔ n ³³	1636	1636
46247	Jieyang	DRY	ta³³		OLD	t a ³³	1637	1637
47561	Ukhrul	DRY	kʰə-mə-tʰen	dry	OLD	kʰ ə + m ə + tʰ e n	2035	2035
47771	Hayu	DRY	soːso	dry (of earth) (adj)	OLD	s oː s o	976	976
48350	Mikir	DRY	krèng		OLD	k r è/e ng	10346	10346
48622	Rabha	DRY	tɨ-rán	dry	OLD	t ɨ + r á/a n	3934	3934
42405	Thulung	DRY	saʈpa		OLD	s a ʈ p a	1369	1369
27077	Jingpho	DRY	kh◦ʒoʔ⁵⁵	dry (inside of object)	OLD	kʰ ʒ o ʔ ⁵⁵	220	220
27082	Jingpho	DRY	ka̱³³	dry (of damp objects: become dry)	OLD	k a̠ ³³	29709	29709
28007	Motuo_Menba	DRY	saŋ ma	dry	OLD	s a ŋ _ m a	976	976
28038	rGyalrong_Maerkang	DRY	kə rɑm	dry	OLD	k ə _ r ɑ m	993	993
28385	Tibetan_Lhasa	DRY	kam⁵⁵po⁵⁵	dry	OLD	k a m ⁵⁵ + p o ⁵⁵	1092	1092
29328	Daofu	DRY	ɣro ɣro	dry	OLD	ɣ r o + ɣ r o	993	993
43187	Byangsi	DRY	phoda	dry (from the state of being wet)	OLD	pʰ o d a	335	335
29757	Dulong	DRY	kam⁵⁵	dry	OLD	k a m ⁵⁵	1092	1092
29758	Dulong	DRY	n⁵⁵	dry	OLD	n ⁵⁵	1594	1594
30006	Tibetan_Batang	DRY	ka⁵⁵mbᴜ⁵³	dry	OLD	k a ⁵⁵ + m b u ⁵³	1092	1092
30229	Tibetan_Xiahe	DRY	hka mbo	dry	OLD	h k a _ m b o	1092	1092
30359	Tibetan_Alike	DRY	rkam bo	dry	OLD	r k a m _ b o	1092	1092
31659	Yidu	DRY	ɕɑŋ³⁵	dry	OLD	ɕ ɑ ŋ ³⁵	2272	2272
31801	Zhaba_Daofu_County	DRY	tʂy³³tʂy⁵⁵	dry	OLD	ʈʂ y ³³ + ʈʂ y ⁵⁵	2297	2297
31895	Darang_Taraon	DRY	ɕoŋ³⁵	dry	OLD	ɕ o ŋ ³⁵	2272	2272
#
258	Gyalsumdo	DUNG (ANIMAL FAECES)	ly	Manure:Low-Rise	NEW	l y	0	0
520	Jirel	DUNG (ANIMAL FAECES)	tɕʰja	Manure:High	NEW	t ɕʰ j a	0	0
770	Kagate	DUNG (ANIMAL FAECES)	tɕʰja	Manure:High	NEW	t ɕʰ j a	0	0
1031	Lowa	DUNG (ANIMAL FAECES)	ly	Manure:Mid	NEW	l y	0	0
1280	Nubri	DUNG (ANIMAL FAECES)	ly	Manure:(Low-)Rise	NEW	l y	0	0
1527	Sherpa	DUNG (ANIMAL FAECES)	tɕʰja	Manure:Low	NEW	t ɕʰ j a	0	0
1785	Tsum	DUNG (ANIMAL FAECES)	lyʔ	Manure:Low-Rise	NEW	l y ʔ	0	0
2041	Yolmo	DUNG (ANIMAL FAECES)	li	Manure:Low-Rise	NEW	l i	0	0
#
66	Gyalsumdo	DUST	t̪ʰala	Dust:Mid	NEW	t̪ʰ a l a	0	0
329	Jirel	DUST	d̪ulo	Dust:	NEW	d̪ u l o	0	0
588	Kagate	DUST	t̪ʰaldzuk	Dust:High	NEW	t̪ʰ a l d z u k	0	0
844	Lowa	DUST	t̪ʰala	Dust:Mid	NEW	t̪ʰ a l a	0	0
1099	Nubri	DUST	t̪ʰala	Dust:Mid	NEW	t̪ʰ a l a	0	0
1352	Sherpa	DUST	t̪ʰald̪uk	Dust:	NEW	t̪ʰ a l d̪ u k	0	0
1596	Tsum	DUST	t̪ʰala	Dust:Mid-Rise	NEW	t̪ʰ a l a	0	0
1860	Yolmo	DUST	t̪ʰalbi	Dust:	NEW	t̪ʰ a l b i	0	0
33925	Lisu	DUST	ne⁵⁵hẽ³¹	dust	OLD	n e ⁵⁵ + h ẽ ∼ ³¹	2777	2777
40340	Khaling	DUST	phʌrki		OLD	pʰ ʌ r k i	10348	10348
40341	Limbu	DUST	hiːk		OLD	h iː k	3498	3498
34070	Tibetan_Alike	DUST	thar du	dust	OLD	tʰ a r _ d u	835	835
40804	Old_Chinese	DUST	drən		OLD	d r ə n	507	507
41129	Old_Burmese	DUST	phun		OLD	pʰ u n	10348	10348
41592	Wobzi_Khroskyabs	DUST	χpʰjí		OLD	χ pʰ j í/i	3741	3741
12298	Old_Tibetan	DUST	rdul		OLD	r d u l	507	507
41846	Chepang	DUST	phut.saʔ	dust	OLD	pʰ u t + s a ʔ	10348	10348
42110	Garo	DUST	dul-a	dust (n)	OLD	d u l + a	507	507
42468	Thulung	DUST	phurku		OLD	pʰ u r k u	10348	10348
12327	Japhug	DUST	rdɯl		OLD	r d ɯ l	507	507
43147	Bunan	DUST	tul	dust	OLD	t u l	507	507
43249	Byangsi	DUST	sapha	dust	OLD	s a pʰ a	3271	3271
43469	Rongpo	DUST	dhuwu	dust	OLD	dh u w u	507	507
43699	Kulung	DUST	phul	flour, dust (n.)	OLD	pʰ u l	10348	10348
33104	Bokar	DUST	mit bu	dust	OLD	m i t + b u	2588	2588
44467	Achang_Longchuan	DUST	ȵ̥on⁵⁵mɔk³⁵	dust 2	OLD	n̥ʲ o n ⁵⁵ + m ɔ k ³⁵	1013	1013
44468	Atsi	DUST	phui²¹la̱u⁵¹	dust 1	OLD	pʰ u i ²¹ + l a̰ u ⁵¹	10348	10348
44469	Bola	DUST	phə̆³¹lau⁵⁵	dust 1	OLD	pʰ ə̆ ³¹ + l a u ⁵⁵	10348	10348
44470	Lashi	DUST	phə̆⁵⁵lo̱u³³	dust 1	OLD	pʰ ə̆ ⁵⁵ + l o̰ u ³³	10348	10348
44471	Maru	DUST	phɔ̆i³⁵lu̱k³¹	dust 1	OLD	pʰ ɔ̆ i ³⁵ + l ṵ k ³¹	10348	10348
44606	Rangoon	DUST	pʰõ²²		OLD	pʰ õ ∼ ²²	10348	10348
45761	Bahing	DUST	glypdzi	dust (n)	OLD	g l y p d z i	1392	1392
45992	Lushai	DUST	vai◦vut	dust (n)	OLD	v a i + v u t	10348	10348
46621	Beijing	DUST	tʰu²¹⁴	dust	OLD	tʰ u ²¹⁴	1730	1730
46622	Guangzhou	DUST	jin⁶³tʃʰɐn²¹	dust	OLD	j i n ⁵³ tʃʰ ɐ n ²¹	507	507
46623	Chaozhou	DUST	tiŋ⁵⁵		OLD	t i ŋ ⁵⁵	507	507
46624	Longgang	DUST	fɔi³⁵tsʰɪn²¹		OLD	f ɔ i ³⁵ tsʰ ɪ n ²¹	507	507
46625	Jieyang	DUST	tɛŋ⁵⁵		OLD	t ɛ ŋ ⁵⁵	507	507
46626	Xingning	DUST	fɔɛ³⁵tʂʰɿn²¹		OLD	f ɔ ɛ ³⁵ ʈʂʰ ɿ n ²¹	507	507
47619	Ukhrul	DUST	ci-fu	dust	OLD	c i + f u	10348	10348
47819	Hayu	DUST	puːlaŋ	dust, dirt (n)	OLD	p uː l a ŋ	2189	2189
48129	Tangut	DUST	me		OLD	m e	10194	10194
48217	Tangut	DUST	lhjɨ		OLD	l̥ j ɨ	1176	1176
48455	Mikir	DUST	+dūk		OLD	+ d ū k	10347	10347
48534	Rabha	DUST	há-du-bur	dust	OLD	h á/a + d u + b u r	10348	10348
47818	Hayu	DUST	kiːlaŋ	dust, dirt (n)	OLD	k iː l a ŋ	2189	2189
26360	Jingpho	DUST	num⁵⁵phu⁵¹	dust	OLD	n u m ⁵⁵ + pʰ u ⁵¹	10348	10348
27636	Tibetan_Lhasa	DUST	thɛ⁵⁵la⁵⁵	dust	OLD	tʰ ɛ ⁵⁵ + l a ⁵⁵	835	835
27359	rGyalrong_Maerkang	DUST	tɐ ndər	dust	OLD	t ɐ _ n d ə r	507	507
28594	Daofu	DUST	fɬɛ fɬa	dust	OLD	f ɬ ɛ + f ɬ a	1176	1176
29039	Dulong	DUST	pɑ³¹pu⁵⁵	dust	OLD	p ɑ ³¹ + p u ⁵⁵	10348	10348
29265	Tibetan_Batang	DUST	thei¹³kɑ⁵⁵	dust	OLD	tʰ e i ¹³ + k ɑ ⁵⁵	835	835
29266	Tibetan_Batang	DUST	the⁵⁵wɑ⁵⁵	dust	OLD	tʰ e ⁵⁵ + w ɑ ⁵⁵	835	835
31144	Zhaba_Daofu_County	DUST	di³¹	dust	OLD	d i ³¹	507	507
31285	Darang_Taraon	DUST	khɯ³¹lɑi⁵⁵khɑu⁵³	dust	OLD	kʰ ɯ ³¹ + l ɑ i ⁵⁵ + kʰ ɑ u ⁵³	2097	2097
31937	Tibetan_Xiahe	DUST	sha du	dust	OLD	sʰ a _ d u	507	507
32320	Motuo_Menba	DUST	phur tsi	dust	OLD	pʰ u r _ ts i	10348	10348
#
6	Gyalsumdo	EAR	amtɕo	Ear:Mid	NEW	a m t ɕ o	0	0
7	Gyalsumdo	EAR	amdʑo	Ear:Mid	NEW	a m d ʑ o	0	0
274	Jirel	EAR	n̪amdʑjok	Ear:Mid-High	NEW	n̪ a m d ʑ j o k	0	0
534	Kagate	EAR	namdzjo	Ear:Mid	NEW	n a m d z j o	0	0
787	Lowa	EAR	amtɕjoʔ	Ear:(Mid-)Rise	NEW	a m t ɕ j o ʔ	0	0
1046	Nubri	EAR	amtɕjoʔ	Ear:Mid	NEW	a m t ɕ j o ʔ	0	0
1297	Sherpa	EAR	namdzjok	Ear:Low	NEW	n a m d z j o k	0	0
1542	Tsum	EAR	amdʑjoʔ	Ear:High	NEW	a m d ʑ j o ʔ	0	0
1805	Yolmo	EAR	nəmdʑjo	Ear:Mid-High	NEW	n ə m d ʑ j o	0	0
33133	Bokar	EAR	ȵa |ruŋ	ear	OLD	ȵ a + r u ŋ	32	32
41130	Old_Burmese	EAR	nāḥ◦ro₁k		OLD	n ā/aː h + r o₁/o k	32	32
12351	Old_Tibetan	EAR	rna	ear	OLD	r n a	32	32
12364	Khaling	EAR	ŋeʦo	ear	OLD	ŋ e ts o	32	32
12365	Limbu	EAR	nɛbhak	ear	OLD	n ɛ bʰ a k	32	32
12380	Japhug	EAR	tɯ-rna	ear	OLD	t ɯ + r n a	32	32
41593	Wobzi_Khroskyabs	EAR	ɲû		OLD	ɲ û/u	32	32
41847	Chepang	EAR	no	ear	OLD	n o	32	32
42112	Garo	EAR	na-chil	ear (n)	OLD	n a ch i l	32	32
42469	Thulung	EAR	nophla		OLD	n o pʰ l a	32	32
34405	Yidu	EAR	ɑ³¹kɹu⁵⁵nɑ⁵⁵	ear	OLD	ɑ ³¹ + k ɹ u ⁵⁵ + n ɑ ⁵⁵	32	32
42683	Hakha_Chin	EAR	1. hnakhaw;	ear (n.)	OLD	n̥ a kʰ òo/o	32	32
43094	Bunan	EAR	retsi	ear	OLD	r e ts i	272	272
43250	Byangsi	EAR	hracɛ	ear	OLD	h r a c/tʃ ɛ	272	272
43470	Rongpo	EAR	kənu:N	ear	OLD	k ə n uː ɳ	32	32
43700	Kulung	EAR	nɔbɔ	ear (n.)	OLD	n ɔ b ɔ	32	32
43895	Bantawa	EAR	nabak	early	OLD	n a b a k	32	32
44473	Achang_Longchuan	EAR	ni³¹tʂhua³¹	ear n	OLD	n i ³¹ + ʈʂʰ u a ³¹	32	32
44475	Atsi	EAR	nŏ²¹phjo²¹	ear n	OLD	n ŏ ²¹ + pʰ j o ²¹	32	32
44476	Bola	EAR	nə̆³¹khj⁵⁵	ear n	OLD	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	32	32
44478	Lashi	EAR	nə̆³³khjap⁵⁵	ear n	OLD	n ə̆ ³³ + kʰ j a p ⁵⁵	32	32
44679	Rangoon	EAR	nɑ⁵⁵		OLD	n ɑ ⁵⁵	32	32
45326	Maru	EAR	nə̆³¹khjɛʔ⁵⁵	ear n	OLD	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	32	32
45327	Xiandao	EAR	n̥a³¹tʂhɔ³¹	ear n	OLD	n̥ a ³¹ + ʈʂʰ ɔ ³¹	32	32
45762	Bahing	EAR	nœgatsi	ear (n)	OLD	n œ g a ts i	32	32
45993	Lushai	EAR	beng	ear	OLD	b e ŋ	1516	1516
46627	Beijing	EAR	ɚ²¹⁴₂₁tuɔ⁰	ear	OLD	ə˞ ²¹⁴/²¹ t u ɔ ⁰	32	32
46628	Guangzhou	EAR	ji²³tʃɐi³⁵	ear	OLD	j i ²³ tʃ ɐ i ³⁵	32	32
46629	Chaozhou	EAR	hĩ³⁵		OLD	h ĩ ∼ ³⁵	32	32
46630	Jieyang	EAR	hĩ³⁵		OLD	h ĩ ∼ ³⁵	32	32
47620	Ukhrul	EAR	kʰə-na	ear	OLD	kʰ ə + n a	32	32
47820	Hayu	EAR	nok◦tshuŋ	ear (n)	OLD	n o k + tsʰ u ŋ	32	32
48281	Mikir	EAR	+nò		OLD	+ n ò/o	32	32
48541	Rabha	EAR	na-kor	ear	OLD	n a + k o r	32	32
12384	Tangut	EAR	nju¹	ear	OLD	n j u ¹	32	32
26107	Tibetan_Alike	EAR	rnæ	ear	OLD	r n æ	32	32
26389	Jingpho	EAR	na³³	ear	OLD	n a ³³	32	32
26544	Motuo_Menba	EAR	na	ear	OLD	n a	32	32
27673	Tibetan_Lhasa	EAR	am⁵⁵tɕo⁵²	ear	OLD	a m ⁵⁵ + tɕ o ⁵²	855	855
28616	Daofu	EAR	ȵə	ear	OLD	ȵ ə	32	32
29057	Dulong	EAR	ɑ⁵⁵nɑ⁵³	ear	OLD	ɑ ⁵⁵ + n ɑ ⁵³	32	32
29125	rGyalrong_Maerkang	EAR	tə rnɑ	ear	OLD	t ə _ r n ɑ	32	32
29296	Tibetan_Batang	EAR	na⁵⁵jo⁵³	ear	OLD	n a ⁵⁵ + j o ⁵³	32	32
45763	Bahing	EAR	samanœ	ear (n)	OLD	s a m a n œ	32	32
30982	Lisu	EAR	nɑ̱³³po̱³³	ear	OLD	n ɑ̠ ³³ + p o̠ ³³	32	32
31167	Zhaba_Daofu_County	EAR	ȵ̥ʌ³³ʐa⁵⁵	ear	OLD	ȵ̥ ʌ ³³ + ʐ a ⁵⁵	32	32
31303	Darang_Taraon	EAR	kɹu⁵³nɑŋ³⁵	ear	OLD	k ɹ u ⁵³ + n ɑ ŋ ³⁵	32	32
31957	Tibetan_Xiahe	EAR	na ndʑoχ	ear	OLD	n a _ ndʑ o χ	32	32
#
34994	Tibetan_Lhasa	EARLY	ŋa⁵⁵po⁵⁵	early	OLD	ŋ a ⁵⁵ + p o ⁵⁵	259	259
35786	Japhug	EARLY	nɯmtɕi	early	OLD	n ɯ m tɕ i	991	991
33808	Bokar	EARLY	kum tɕi	early	OLD	k u m + tɕ i	2740	2740
40519	Khaling	EARLY	ʔʌʣōː		OLD	ʔ ʌ dz oː	3563	3563
40806	Old_Chinese	EARLY	ɴətsˤuʔ		OLD	ɴ ə + tsˤ u ʔ	1638	1638
41594	Wobzi_Khroskyabs	EARLY	nvsê		OLD	n v s ê/e	991	991
41848	Chepang	EARLY	səy.bhər	early (<N sabera)	OLD	s ə j + bʱ ə r	3805	3805
42113	Garo	EARLY	ta-ra-ta-ri	early; quickly (adv)	OLD	t a r a t a r i	3935	3935
42367	Old_Tibetan	EARLY	sŋa		OLD	s ŋ a	259	259
42406	Thulung	EARLY	nemso:so:		OLD	n e m s oː s oː	29774	29774
42684	Hakha_Chin	EARLY	tuante ah;	early (adv.)	OLD	t u a n t e	4123	4123
43075	Bunan	EARLY	ŋaj	early	OLD	ŋ a j	259	259
43639	Kulung	EARLY	nus	soon, early. (adv.)	OLD	n u s	616	616
43896	Bantawa	EARLY	rimrim	early	OLD	r i m r i m	767	767
44897	Achang_Longchuan	EARLY	nɔʔ⁵⁵	early	OLD	n ɔ ʔ ⁵⁵	1131	1131
44947	Maru	EARLY	nɔʔ⁵⁵	early	OLD	n ɔ ʔ ⁵⁵	1131	1131
44979	Rangoon	EARLY	sɔ⁵⁵	early	OLD	s ɔ ⁵⁵	1586	1586
45040	Atsi	EARLY	noʔ²¹	early	OLD	n o ʔ ²¹	1131	1131
45174	Lashi	EARLY	nɔːʔ⁵⁵	early	OLD	n ɔː ʔ ⁵⁵	1131	1131
45227	Xiandao	EARLY	nɔʔ⁵⁵	early	OLD	n ɔ ʔ ⁵⁵	1131	1131
45285	Bola	EARLY	naʔ⁵⁵	early	OLD	n a ʔ ⁵⁵	1131	1131
45915	Lushai	EARLY	hma	early	OLD	m̥ a	1474	1474
45916	Lushai	EARLY	rang	early	OLD	r a ŋ	1257	1257
46249	Guangzhou	EARLY	tsou³⁵	early	OLD	ts o u ³⁵	1638	1638
46250	Chaozhou	EARLY	tsa⁵³		OLD	ts a ⁵³	1638	1638
46251	Longgang	EARLY	tsau³²		OLD	ts a u ³²	1638	1638
46252	Jieyang	EARLY	tsa³¹		OLD	ts a ³¹	1638	1638
46253	Xingning	EARLY	tsɑɔ²¹		OLD	ts ɑ ɔ ²¹	1638	1638
47562	Ukhrul	EARLY	kə-tʰor	early (be v.)	OLD	k ə + tʰ o r	3317	3317
47772	Hayu	EARLY	naːna	soon, early (adv)	OLD	n aː n a	1131	1131
46248	Beijing	EARLY	tsao²¹⁴	early	OLD	ts ɑ o ²¹⁴	1638	1638
48459	Mikir	EARLY	+dàp		OLD	+ d à/a p	10505	10505
48619	Rabha	EARLY	tʃʰéŋ	adv. early	OLD	tʃʰ é/e ŋ	10504	10504
25407	Darang_Taraon	EARLY	ɑ³¹nɑ⁵³	early	OLD	ɑ ³¹ + n ɑ ⁵³	1131	1131
31793	Zhaba_Daofu_County	EARLY	tə⁵⁵ra⁵⁵	early	OLD	t ə ⁵⁵ + r a ⁵⁵	2295	2295
27023	Jingpho	EARLY	tʃau³³	early	OLD	tʃ a u ³³	1586	1586
27186	Motuo_Menba	EARLY	bet pe	early	OLD	b e t _ p e	566	566
28032	rGyalrong_Maerkang	EARLY	kə nə phso	early	OLD	k ə _ n ə _ pʰ s o	991	991
29319	Daofu	EARLY	də ɕva	early	OLD	d ə + ɕ v a	991	991
29748	Dulong	EARLY	dzɔʔ⁵⁵	early	OLD	dz ɔ ʔ ⁵⁵	29745	29745
29998	Tibetan_Batang	EARLY	ŋ̊a⁵³	early	OLD	ŋ̊ a ⁵³	259	259
30250	Tibetan_Alike	EARLY	rŋæ	early	OLD	r ŋ æ	259	259
31626	Yidu	EARLY	e⁵⁵nɑ⁵⁵	early	OLD	e ⁵⁵ + n ɑ ⁵⁵	1131	1131
31984	Lisu	EARLY	nɛ̱³¹	early	OLD	n ɛ̠ ³¹	1131	1131
32587	Tibetan_Xiahe	EARLY	hŋa	early	OLD	h ŋ a	259	259
#
33824	Lisu	EARTH (SOIL)	ne⁵⁵hẽ³¹	soil / earth	OLD	n e ⁵⁵ + h ẽ ∼ ³¹	2747	2747
34067	Tibetan_Alike	EARTH (SOIL)	shæ	soil / earth	OLD	sʰ æ	373	373
40807	Old_Chinese	EARTH (SOIL)	tʰˤaʔ		OLD	tʰˤ a ʔ	1732	1732
41131	Old_Burmese	EARTH (SOIL)	mliy		OLD	m l i j	1356	1356
43701	Kulung	EARTH (SOIL)	bɔhɔ	mud, earth (n.)	OLD	b ɔ h ɔ	768	768
41595	Wobzi_Khroskyabs	EARTH (SOIL)	ndɑmbâ		OLD	n d ɑ m b â/a	3742	3742
41849	Chepang	EARTH (SOIL)	saʔ	earth, soil, ground; floor (ext.)	OLD	s a ʔ	29712	29712
42114	Garo	EARTH (SOIL)	ha•	earth; soil (n)	OLD	h a ʔ	10156	10156
34379	Yidu	EARTH (SOIL)	khɯ³¹lɑi⁵³	soil / earth	OLD	kʰ ɯ ³¹ + l ɑ i ⁵³	10349	10349
42470	Thulung	EARTH (SOIL)	phurku		OLD	pʰ u r k u	29757	29757
42685	Hakha_Chin	EARTH (SOIL)	vawlei;	earth (n.)	OLD	v o + l â/a y	10349	10349
43057	Bunan	EARTH (SOIL)	mijul	earth	OLD	m i j u l	1356	1356
43251	Byangsi	EARTH (SOIL)	sa	soil	OLD	s a	373	373
43471	Rongpo	EARTH (SOIL)	tɔi	bottom, soil	OLD	t ɔ i	508	508
43897	Bantawa	EARTH (SOIL)	bakʰa	clay, soil, mud, sand	OLD	b a kʰ a	768	768
43898	Bantawa	EARTH (SOIL)	henkʰamma	world, earth	OLD	h e n kʰ a m m a	769	769
34663	Motuo_Menba	EARTH (SOIL)	sa	soil / earth	OLD	s a	373	373
44719	Rangoon	EARTH (SOIL)	mje²²		OLD	m j e ²²	1356	1356
12404	Old_Tibetan	EARTH (SOIL)	sa	earth	OLD	s a	373	373
12417	Khaling	EARTH (SOIL)	pɵk	earth	OLD	p ɵ k	768	768
12433	Japhug	EARTH (SOIL)	tʰɤlwa	earth	OLD	tʰ ɤ l w a	1243	1243
12418	Limbu	EARTH (SOIL)	kham	earth	OLD	kʰ a m	769	769
45659	Achang_Longchuan	EARTH (SOIL)	mi⁵⁵	earth / soil n	OLD	m i ⁵⁵	1356	1356
45660	Atsi	EARTH (SOIL)	mji⁵⁵tse̱²¹	earth / soil n	OLD	m j i ⁵⁵ + ts ḛ ²¹	1356	1356
45661	Bola	EARTH (SOIL)	mi⁵⁵kauŋ⁵⁵	earth / soil n	OLD	m i ⁵⁵ + k a u ŋ ⁵⁵	1356	1356
45662	Lashi	EARTH (SOIL)	mji̱³¹tsei⁵⁵	earth / soil n	OLD	m j ḭ ³¹ + ts e i ⁵⁵	1356	1356
45663	Maru	EARTH (SOIL)	mjik³¹tsa̱i³⁵	earth / soil n	OLD	m j i k ³¹ + ts a̰ i ³⁵	1356	1356
45664	Xiandao	EARTH (SOIL)	m̥i⁵⁵	earth / soil n	OLD	m̥ i ⁵⁵	1356	1356
45764	Bahing	EARTH (SOIL)	khapi	earth, soil (n)	OLD	kʰ a p i	29755	29755
12437	Tangut	EARTH (SOIL)	dzjiw¹	earth	OLD	d z j i w ¹	10195	10195
45994	Lushai	EARTH (SOIL)	lei	earth	OLD	l e i	10349	10349
45995	Lushai	EARTH (SOIL)	khawvêl	earth	OLD	kʰ a w + v ê/e l	29710	29710
46631	Beijing	EARTH (SOIL)	tʰu²¹⁴	soil, earth	OLD	tʰ u ²¹⁴	1732	1732
46633	Chaozhou	EARTH (SOIL)	tʰou⁵⁵		OLD	tʰ o u ⁵⁵	1733	1733
46634	Jieyang	EARTH (SOIL)	tʰou⁵⁵		OLD	tʰ o u ⁵⁵	1733	1733
47621	Ukhrul	EARTH (SOIL)	ŋə-lej	earth, dirt	OLD	ŋ ə + l e j	10349	10349
47821	Hayu	EARTH (SOIL)	ko	earth, soil (n)	OLD	k o	29754	29754
48373	Mikir	EARTH (SOIL)	longlē		OLD	l o ng l eː	10349	10349
