# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG
45341	Atsi	MOUNTAIN	pum⁵¹	hill / mountain n	OLD	p u m ⁵¹	1274	1274
45342	Bola	MOUNTAIN	pam⁵⁵	hill / mountain n	OLD	p a m ⁵⁵	1274	1274
45344	Lashi	MOUNTAIN	pɔm³¹	hill / mountain n	OLD	p ɔ m ³¹	1274	1274
45345	Maru	MOUNTAIN	pam³¹	hill / mountain n	OLD	p a m ³¹	1274	1274
45347	Xiandao	MOUNTAIN	pum⁵⁵	hill / mountain n	OLD	p u m ⁵⁵	1274	1274
45800	Bahing	MOUNTAIN	koŋko	hill	OLD	k o ŋ k o	1404	1404
46034	Lushai	MOUNTAIN	tlâng	mountain	OLD	t l â/a ŋ	11	11
46876	Beijing	MOUNTAIN	ʂan⁵⁵		OLD	ʂ a n ⁵⁵	1798	1798
46877	Guangzhou	MOUNTAIN	san⁵³₅₅		OLD	s a n ⁵³/⁵⁵	1798	1798
46878	Chaozhou	MOUNTAIN	sũã³³		OLD	s ũ ã ∼ ³³	1798	1798
46879	Longgang	MOUNTAIN	san³³		OLD	s a n ³³	1798	1798
46880	Jieyang	MOUNTAIN	sũã³³		OLD	s ũ ã ∼ ³³	1798	1798
46881	Xingning	MOUNTAIN	san⁴⁵		OLD	s a n ⁴⁵	1798	1798
47651	Ukhrul	MOUNTAIN	kə-pʰuŋ	mountain, forest	OLD	k ə + pʰ u ŋ	2083	2083
47858	Hayu	MOUNTAIN	tshaːdzʊ	hill, mountain (n)	OLD	tsʰ aː d z ʊ	10229	10229
48339	Mikir	MOUNTAIN	inglong		OLD	i ng l o ng	10404	10404
48530	Rabha	MOUNTAIN	há-tʃu	hill / mountain	OLD	h á/a + tʃ u	10403	10403
16326	Old_Tibetan	MOUNTAIN	sgaŋ	mountain	OLD	s g a ŋ	2509	2509
16339	Khaling	MOUNTAIN	ʣhes	mountain	OLD	dzʰ e s	2271	2271
16340	Limbu	MOUNTAIN	tɔksɔŋ	mountain	OLD	t ɔ k s ɔ ŋ	2511	2511
16355	Japhug	MOUNTAIN	zgo	mountain	OLD	z g o	2509	2509
16359	Tangut	MOUNTAIN	ŋər¹	mountain	OLD	ŋ ə r ¹	3760	3760
25890	Tibetan_Alike	MOUNTAIN	rə	hill / mountain	OLD	r ə	121	121
26345	Jingpho	MOUNTAIN	pum³¹	hill / mountain	OLD	p u m ³¹	1274	1274
26368	Bokar	MOUNTAIN	o go	hill / mountain	OLD	o + g o	4139	4139
26493	Motuo_Menba	MOUNTAIN	ri wu	hill / mountain	OLD	r i _ w u	121	121
27345	rGyalrong_Maerkang	MOUNTAIN	tɑ wɑt	hill / mountain	OLD	t ɑ _ w ɑ t	673	673
27611	Tibetan_Lhasa	MOUNTAIN	ri¹³	hill / mountain	OLD	r i ¹³	121	121
28581	Daofu	MOUNTAIN	la	hill / mountain	OLD	l a	963	963
29025	Dulong	MOUNTAIN	lɯ³¹kɑ⁵⁵	hill / mountain	OLD	l ɯ ³¹ + k ɑ ⁵⁵	3997	3997
29246	Tibetan_Batang	MOUNTAIN	ʐɪ²³¹	hill / mountain	OLD	ʐ ɪ ²³¹	121	121
30443	Darang_Taraon	MOUNTAIN	thɯ⁵⁵jɑ⁵⁵	hill / mountain	OLD	tʰ ɯ ⁵⁵ + j ɑ ⁵⁵	2866	2866
31131	Zhaba_Daofu_County	MOUNTAIN	ʐɿ¹³	hill / mountain	OLD	ʐ ɿ ¹³	121	121
32703	Tibetan_Xiahe	MOUNTAIN	rə	hill / mountain	OLD	r ə	121	121
#
9	Gyalsumdo	MOUTH	kʰa	Mouth:High-Fall	NEW	kʰ a	0	0
276	Jirel	MOUTH	kʰa	Mouth:Mid-High	NEW	kʰ a	0	0
536	Kagate	MOUTH	kʰa	Mouth:Mid	NEW	kʰ a	0	0
789	Lowa	MOUTH	kʰa	Mouth:(Mid-)Fall	NEW	kʰ a	0	0
1048	Nubri	MOUTH	kʰabt̪u	Mouth:Mid	NEW	kʰ a b t̪ u	0	0
1299	Sherpa	MOUTH	kʰa	Mouth:Mid-Fall	NEW	kʰ a	0	0
1544	Tsum	MOUTH	kʰa	Mouth:High-Fall	NEW	kʰ a	0	0
1807	Yolmo	MOUTH	kʰa	Mouth:Mid-High	NEW	kʰ a	0	0
34870	Motuo_Menba	MOUTH	no waŋ	mouth	OLD	n o _ w a ŋ	2947	2947
33134	Bokar	MOUTH	nap paŋ	mouth	OLD	n a p + p a ŋ	2596	2596
40919	Old_Chinese	MOUTH	kʰˤoʔ		OLD	kʰˤ o ʔ	3978	3978
41173	Old_Burmese	MOUTH	pāḥ◦cap		OLD	p ā/aː h + c a p	1033	1033
41174	Old_Burmese	MOUTH	nhut		OLD	nh u t	1276	1276
41684	Wobzi_Khroskyabs	MOUTH	mtɕʰə́		OLD	m tɕʰ ə́	3761	3761
41802	Japhug	MOUTH	tɯ-mtɕʰi		OLD	t ɯ m tɕʰ i	3761	3761
41951	Chepang	MOUTH	moŋʔ	mouth (B)	OLD	m o ŋ ʔ	3856	3856
41952	Chepang	MOUTH	hmoʔ.toŋ	mouth, opening, entrance, wide end	OLD	h m o ʔ + t o ŋ	3857	3857
42204	Garo	MOUTH	ku•-sik	mouth (n)	OLD	k u ʔ + s i k	3978	3978
42511	Thulung	MOUTH	si:		OLD	s iː	3126	3126
34407	Yidu	MOUTH	e⁵⁵ ko⁵⁵ be⁵³	mouth	OLD	e ⁵⁵ _ k o ⁵⁵ _ b e ⁵³	2878	2878
42781	Hakha_Chin	MOUTH	1, ka (kaa)	mouth (n.)	OLD	k âa/a	10405	10405
42922	Bunan	MOUTH	ak	mouth	OLD	a k	653	653
33082	Lisu	MOUTH	khɑ̱³¹bɛ̱³¹	mouth	OLD	kʰ ɑ̠ ³¹ + b ɛ̠ ³¹	10405	10405
43293	Byangsi	MOUTH	a:	mouth	OLD	aː	653	653
43739	Kulung	MOUTH	Nǝ	mouth (n.)	OLD	ŋ ə	679	679
43986	Bantawa	MOUTH	do	mouth	OLD	d o	2706	2706
44533	Rangoon	MOUTH	pɑ⁵⁵sɑʔ⁴		OLD	p ɑ ⁵⁵ + s ɑ ʔ ⁴	1033	1033
45348	Achang_Longchuan	MOUTH	ȵ̥ot⁵³	mouth	OLD	n̥ʲ o t ⁵³	1276	1276
45349	Bola	MOUTH	nɔ̱t⁵⁵	mouth	OLD	n ɔ̰ t ⁵⁵	1276	1276
45350	Maru	MOUTH	na̱t⁵⁵	mouth	OLD	n a̰ t ⁵⁵	1276	1276
45802	Bahing	MOUTH	sœ	mouth (n)	OLD	s œ	1405	1405
46036	Lushai	MOUTH	hmui	mouth	OLD	m̥ u i	1535	1535
46037	Lushai	MOUTH	kâ	mouth	OLD	k â/a	10405	10405
46888	Beijing	MOUTH	tsuei²¹⁴	mouth	OLD	ts u e i ²¹⁴	1801	1801
46889	Guangzhou	MOUTH	tsøy³⁵	mouth	OLD	ts ø y ³⁵	1801	1801
46890	Chaozhou	MOUTH	tsʰui¹³		OLD	tsʰ u i ¹³	10275	10275
46891	Longgang	MOUTH	tsɔi⁵⁵kok³		OLD	ts ɔ i ⁵⁵ k o k ³	1801	1801
46892	Jieyang	MOUTH	tsʰui¹³		OLD	tsʰ u i ¹³	10275	10275
46893	Xingning	MOUTH	tʂɔɛ⁵³		OLD	ʈʂ ɔ ɛ ⁵³	1801	1801
47653	Ukhrul	MOUTH	kʰə-mor	mouth	OLD	kʰ ə + m o r	4137	4137
47860	Hayu	MOUTH	muktshu	mouth, face (n)	OLD	m u k tsʰ u	2085	2085
48457	Mikir	MOUTH	inghò		OLD	i ng h ò/o	10405	10405
48542	Rabha	MOUTH	kʰú-cem	mouth	OLD	kʰ ú/u + c e m	3978	3978
48737	Xiandao	MOUTH	n̥ut⁵⁵		OLD	n̥ u t ⁵⁵	10	10
48738	Lashi	MOUTH	nua̱t⁵⁵		OLD	n u a̠ t ⁵⁵	1276	1276
48777	Atsi	MOUTH	nu̱t⁵⁵		OLD	n u̠ t ⁵⁵	1276	1276
16392	Khaling	MOUTH	koɔ̄m	mouth	OLD	k o ɔ̄ m	2517	2517
16393	Limbu	MOUTH	mura	mouth	OLD	m u r a	2518	2518
16412	Tangut	MOUTH	mər	mouth	OLD	m ə r	4137	4137
26391	Jingpho	MOUTH	n³¹|kup³¹	mouth	OLD	n ³¹ + k u p ³¹	44	44
34733	Tibetan_Xiahe	MOUTH	kha	mouth	OLD	kʰ a	10405	10405
27387	rGyalrong_Maerkang	MOUTH	tə khɑ	mouth	OLD	t ə _ kʰ ɑ	10405	10405
27677	Tibetan_Lhasa	MOUTH	kha⁵⁵	mouth	OLD	kʰ a ⁵⁵	10405	10405
28833	Daofu	MOUTH	jɑ	mouth	OLD	j ɑ	1246	1246
29059	Dulong	MOUTH	nɯi⁵⁵	mouth	OLD	n ɯ i ⁵⁵	1276	1276
29298	Tibetan_Batang	MOUTH	kha⁵³	mouth	OLD	kʰ a ⁵³	10405	10405
30870	Tibetan_Alike	MOUTH	khæ	mouth	OLD	kʰ æ	10405	10405
31170	Zhaba_Daofu_County	MOUTH	ji¹³	mouth (opening)	OLD	j i ¹³	2030	2030
31304	Darang_Taraon	MOUTH	thɯ³¹ɹɯm⁵³bɯm³⁵	mouth	OLD	tʰ ɯ ³¹ + ɹ ɯ m ⁵³ + b ɯ m ³⁵	2110	2110
31780	Zhaba_Daofu_County	MOUTH	ne⁵⁵me⁵⁵	mouth	OLD	n e ⁵⁵ + m e ⁵⁵	1276	1276
16379	Old_Tibetan	MOUTH	kʰa	mouth	OLD	kʰ a	10405	10405
#
65	Gyalsumdo	MUD	sa	Mud:High-Fall	NEW	s a	0	0
328	Jirel	MUD	səbi	Mud:Mid	NEW	s ə b i	0	0
587	Kagate	MUD	sebi	Mud:High	NEW	s e b i	0	0
842	Lowa	MUD	n̪d̪ampak	Mud:(Low-)Rise	NEW	n̪ d̪ a m p a k	0	0
843	Lowa	MUD	sa	Mud:High-Fall	NEW	s a	0	0
1098	Nubri	MUD	t̪ampa	Mud:(Low-)Rise	NEW	t̪ a m p a	0	0
1351	Sherpa	MUD	t̪ʰala	Mud:Low-Rise	NEW	t̪ʰ a l a	0	0
1595	Tsum	MUD	sa	Mud:Mid-Fall	NEW	s a	0	0
1859	Yolmo	MUD	sasa	Mud:	NEW	s a s a	0	0
32823	Tibetan_Lhasa	MUD	tak¹³pa⁵²	mud	OLD	t a k ¹³ + p a ⁵²	1500	1500
35827	Japhug	MUD	tɤrcoʁ	mud	OLD	t ɤ r c o ʁ	2018	2018
33941	Lisu	MUD	ne⁵⁵dzi³¹	mud	OLD	n e ⁵⁵ + dz i ³¹	3335	3335
40480	Khaling	MUD	ɦilo		OLD	ɦ i l o	532	532
40481	Limbu	MUD	lɛkwa		OLD	l ɛ k w a	3549	3549
34071	Tibetan_Alike	MUD	ndam mbak	mud	OLD	n d a m _ m b a k	1500	1500
45027	Lashi	MUD	tʰɔm⁵⁵pɔp³¹	mud	OLD	tʰ ɔ m ⁵⁵ + p ɔ p ³¹	1195	1195
41277	Old_Burmese	MUD	rhvaṃḥ		OLD	r̥ v a m̩ h	1180	1180
41685	Wobzi_Khroskyabs	MUD	ʁɲô		OLD	ʁ ɲ ô/o	3762	3762
42205	Garo	MUD	ha•-dip-ek	mud (n)	OLD	h a ʔ + d i p e k	3979	3979
42337	Old_Tibetan	MUD	ɴdam pa		OLD	ɴ d a m + p a	1500	1500
42512	Thulung	MUD	kwa:		OLD	k w aː	4081	4081
42782	Hakha_Chin	MUD	nawncek;	mud (n.)	OLD	t l a k	15	15
42971	Bunan	MUD	ɖampak	mud	OLD	ɖ a m p a k	1500	1500
43294	Byangsi	MUD	kaca:r	mud	OLD	k a c/tʃ aː r	397	397
43513	Rongpo	MUD	hilɔ	mud	OLD	h i l ɔ	532	532
43740	Kulung	MUD	bɔhɔ	mud, earth (n.)	OLD	b ɔ h ɔ	680	680
33105	Bokar	MUD	ɕo to	mud	OLD	ɕ o + t o	2589	2589
43987	Bantawa	MUD	bakʰa	clay, soil, mud, sand	OLD	b a kʰ a	680	680
44967	Maru	MUD	mjik³¹ʦa̱i³⁵	mud	OLD	m j i k ³¹ + ts a̰ i ³⁵	3407	3407
44983	Atsi	MUD	kə̱⁵⁵na̱²¹	mud	OLD	k ə̰ ⁵⁵ + n a̰ ²¹	1179	1179
44985	Rangoon	MUD	ɕũ⁵³	mud	OLD	ɕ ũ ∼ ⁵³	1180	1180
45133	Achang_Longchuan	MUD	ȵ̥on⁵⁵pen³¹	mud	OLD	n̥ʲ o n ⁵⁵ + p e n ³¹	1250	1250
45245	Xiandao	MUD	ɲ̇on⁵⁵	mud	OLD	ɲ o n ⁵⁵	1250	1250
45294	Bola	MUD	ʦə̆⁵⁵ŋja̱ʔ⁵⁵	mud	OLD	ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵	1259	1259
46038	Lushai	MUD	chirh	mud	OLD	tʃ i r h	1536	1536
46894	Beijing	MUD	ni³⁵	mud, earth	OLD	n i ³⁵	1802	1802
46895	Guangzhou	MUD	nɐi²¹	mud, earth	OLD	n ɐ i ²¹	1802	1802
46896	Chaozhou	MUD	tʰou⁵⁵		OLD	tʰ o u ⁵⁵	1803	1803
46897	Longgang	MUD	lai²¹		OLD	l a i ²¹	1802	1802
46898	Jieyang	MUD	tʰou⁵⁵		OLD	tʰ o u ⁵⁵	1803	1803
46899	Xingning	MUD	nai²⁴		OLD	n a i ²⁴	1802	1802
48080	Tangut	MUD	tɕior		OLD	tɕ i o r	2018	2018
48399	Mikir	MUD	inghàn		OLD	i ng h à/a n	10545	10545
34688	Motuo_Menba	MUD	jin tsaŋ	mud	OLD	j i n _ ts a ŋ	2923	2923
27360	rGyalrong_Maerkang	MUD	tɑ tʂo	mud	OLD	t ɑ _ ʈʂ o	682	682
27817	Yidu	MUD	i⁵⁵li⁵⁵khɹi⁵⁵	mud	OLD	i ⁵⁵ + l i ⁵⁵ + kʰ ɹ i ⁵⁵	2964	2964
28595	Daofu	MUD	ndʑɑ mbɑ	mud	OLD	n dʑ ɑ + m b ɑ	1177	1177
29040	Dulong	MUD	tɕɯ³¹kɔŋ ⁵³	mud	OLD	tɕ ɯ ³¹ + k ɔ ŋ ⁵³	4043	4043
48535	Rabha	MUD	há-duŋ la-da	clod, lump of mud	OLD	h á/a + d u ŋ l a + d a	10546	10546
29577	Tibetan_Batang	MUD	ndɑ¹³bɑʔ⁵³	mud	OLD	nd ɑ ¹³ + b ɑ ʔ ⁵³	1500	1500
31145	Zhaba_Daofu_County	MUD	cço⁵⁵	mud	OLD	cç o ⁵⁵	2018	2018
31286	Darang_Taraon	MUD	khɯ³¹lɑi³⁵	mud	OLD	kʰ ɯ ³¹ + l ɑ i ³⁵	2098	2098
31938	Tibetan_Xiahe	MUD	nda mbax	mud	OLD	nd a _ m b a x	1500	1500
32334	Jingpho	MUD	khum⁵⁵pu̱p⁵⁵	mud	OLD	kʰ u m ⁵⁵ + p u̠ p ⁵⁵	2444	2444
#
35065	Tibetan_Alike	MUROID (MOUSE OR RAT)	tsə ɣə	mouse	OLD	ts ə _ ɣ ə	10424	10424
33240	Lisu	MUROID (MOUSE OR RAT)	hɛ̃³⁵	mouse	OLD	h ɛ̃ ³⁵	1148	1148
33308	Bokar	MUROID (MOUSE OR RAT)	ku |buŋ	mouse	OLD	k u + b u ŋ	2633	2633
33544	Zhaba_Daofu_County	MUROID (MOUSE OR RAT)	ʐa³³pha⁵⁵	mouse	OLD	ʐ a ³³ + pʰ a ⁵⁵	2674	2674
40396	Limbu	MUROID (MOUSE OR RAT)	suba		OLD	s u b a	3522	3522
40397	Khaling	MUROID (MOUSE OR RAT)	ʔispɵ		OLD	ʔ i s p ɵ	3522	3522
40918	Old_Chinese	MUROID (MOUSE OR RAT)	l̥aʔ		OLD	l̥ a ʔ	10274	10274
41172	Old_Burmese	MUROID (MOUSE OR RAT)	kro₁k		OLD	k r o₁/o k	1148	1148
41683	Wobzi_Khroskyabs	MUROID (MOUSE OR RAT)	fcə̂		OLD	f c ə̂	10424	10424
41950	Chepang	MUROID (MOUSE OR RAT)	rok.yuʔ	rat	OLD	r o k + j u ʔ	10424	10424
42203	Garo	MUROID (MOUSE OR RAT)	me-se	mouse; rat (n)	OLD	m e s e	3977	3977
42510	Thulung	MUROID (MOUSE OR RAT)	dzal		OLD	dz a l	4080	4080
42779	Hakha_Chin	MUROID (MOUSE OR RAT)	zu	rat (n.)	OLD	z ùu/u	10424	10424
43291	Byangsi	MUROID (MOUSE OR RAT)	dumu	rat	OLD	d u m u	394	394
43292	Byangsi	MUROID (MOUSE OR RAT)	nipu	mouse	OLD	n i p u	395	395
43512	Rongpo	MUROID (MOUSE OR RAT)	nibca	rat, mouse	OLD	n i b tʃ a	395	395
34570	Yidu	MUROID (MOUSE OR RAT)	kɑ³¹tɕi⁵⁵	mouse	OLD	k ɑ ³¹ + tɕ i ⁵⁵	2201	2201
43738	Kulung	MUROID (MOUSE OR RAT)	chuwi	mouse, rat (n.)	OLD	tʃʰ u w i	10424	10424
43985	Bantawa	MUROID (MOUSE OR RAT)	cɨkyɨ	rat [rat is generic term for mouse]	OLD	ts ɨ k j ɨ	10424	10424
44923	Xiandao	MUROID (MOUSE OR RAT)	kʐoʔ⁵⁵	mouse	OLD	k ʐ o ʔ ⁵⁵	1148	1148
44931	Achang_Longchuan	MUROID (MOUSE OR RAT)	kʐoʔ⁵⁵	mouse	OLD	k ʐ o ʔ ⁵⁵	1148	1148
44968	Bola	MUROID (MOUSE OR RAT)	ɣɔʔ³¹naʔ³¹	mouse	OLD	ɣ ɔ ʔ ³¹ + n a ʔ ³¹	1148	1148
45118	Rangoon	MUROID (MOUSE OR RAT)	ʨwɛʔ⁴	mouse	OLD	tɕ w ɛ ʔ ⁴	1148	1148
45163	Atsi	MUROID (MOUSE OR RAT)	ŋĕ²¹noʔ²¹	mouse	OLD	ŋ ĕ ²¹ + n o ʔ ²¹	1234	1234
45252	Maru	MUROID (MOUSE OR RAT)	ɣuk³¹nɔʔ³¹	mouse	OLD	ɣ u k ³¹ + n ɔ ʔ ³¹	1148	1148
45321	Lashi	MUROID (MOUSE OR RAT)	kjĭ²¹nɔʔ³¹	mouse	OLD	k j ĭ ²¹ + n ɔ ʔ ³¹	1148	1148
45801	Bahing	MUROID (MOUSE OR RAT)	jy	mouse (n)	OLD	j y	10424	10424
46035	Lushai	MUROID (MOUSE OR RAT)	sa◦zu	mouse	OLD	s a + z u	10424	10424
46882	Beijing	MUROID (MOUSE OR RAT)	xau⁵¹tsɿ⁰	rat, mouse	OLD	x a u ⁵¹ ts ɿ ⁰	1799	1799
46883	Guangzhou	MUROID (MOUSE OR RAT)	lou²³sy³⁵	rat, mouse	OLD	l o u ²³ s y ³⁵	10274	10274
46884	Chaozhou	MUROID (MOUSE OR RAT)	ŋiou⁵³₃₅tsʰɯ⁵³₁₁		OLD	ŋ i o u ⁵³/³⁵ tsʰ ɯ ⁵³/¹¹	10274	10274
46885	Longgang	MUROID (MOUSE OR RAT)	lau⁵⁵tsʰu³²		OLD	l a u ⁵⁵ tsʰ u ³²	10274	10274
46886	Jieyang	MUROID (MOUSE OR RAT)	ŋiau³¹₃₅tsʰɯ³¹₁₁		OLD	ŋ i a u ³¹/³⁵ tsʰ ɯ ³¹/¹¹	10274	10274
46887	Xingning	MUROID (MOUSE OR RAT)	lɑɔ³³tʂʰu²¹		OLD	l ɑ ɔ ³³ ʈʂʰ u ²¹	10274	10274
47652	Ukhrul	MUROID (MOUSE OR RAT)	ʃi-ok	rat, rodent	OLD	ʃ i + o k	2084	2084
47859	Hayu	MUROID (MOUSE OR RAT)	tsuʔyu	mouse (n)	OLD	ts u ʔ j u	10424	10424
48008	Tangut	MUROID (MOUSE OR RAT)	ɕiwə		OLD	ɕ i w ə	10424	10424
48323	Mikir	MUROID (MOUSE OR RAT)	jukingso		OLD	j u k i ng s o	10424	10424
48564	Rabha	MUROID (MOUSE OR RAT)	mo-tʃó	mouse	OLD	m o + tʃ ó/o	10557	10557
17598	Old_Tibetan	MUROID (MOUSE OR RAT)	bʲi.ba		OLD	b j i + b a	10424	10424
17627	Japhug	MUROID (MOUSE OR RAT)	βʑɯ		OLD	β ʑ ɯ	10424	10424
26572	Jingpho	MUROID (MOUSE OR RAT)	ju⁵⁵	mouse	OLD	j u ⁵⁵	10424	10424
26685	Motuo_Menba	MUROID (MOUSE OR RAT)	phi jak pa	mouse	OLD	pʰ i _ j a k _ p a	1047	1047
27553	rGyalrong_Maerkang	MUROID (MOUSE OR RAT)	pə ju	mouse	OLD	p ə _ j u	10424	10424
28783	Daofu	MUROID (MOUSE OR RAT)	ftɕə	mouse	OLD	f tɕ ə	10424	10424
43081	Bunan	MUROID (MOUSE OR RAT)	pjutsi	mouse, rat	OLD	p j u ts i	10424	10424
29208	Dulong	MUROID (MOUSE OR RAT)	dɯt⁵⁵	mouse	OLD	d ɯ t ⁵⁵	1336	1336
29496	Tibetan_Batang	MUROID (MOUSE OR RAT)	ɕɑ¹³	mouse	OLD	ɕ ɑ ¹³	10424	10424
31480	Darang_Taraon	MUROID (MOUSE OR RAT)	kɑ³¹tɕi⁵⁵	mouse	OLD	k ɑ ³¹ + tɕ i ⁵⁵	2201	2201
31820	Tibetan_Lhasa	MUROID (MOUSE OR RAT)	tsi⁵⁵tsi⁵⁵	mouse	OLD	ts i ⁵⁵ + ts i ⁵⁵	10424	10424
32117	Tibetan_Xiahe	MUROID (MOUSE OR RAT)	tsə ɣə	mouse	OLD	ts ə _ ɣ ə	10424	10424
32257	Bokar	MUROID (MOUSE OR RAT)	roː kuŋ tuŋ	mouse	OLD	r oː + k u ŋ + t u ŋ	2423	2423
#
112	Gyalsumdo	NAME	miŋ	Name:Low-Rise	NEW	m i ŋ	0	0
374	Jirel	NAME	min̪	Name:Low-Rise	NEW	m i n̪	0	0
631	Kagate	NAME	min	Name:Low-Rise	NEW	m i n	0	0
888	Lowa	NAME	miŋ	Name:(Low-)Rise	NEW	m i ŋ	0	0
1141	Nubri	NAME	min̪	Name:Mid	NEW	m i n̪	0	0
1395	Sherpa	NAME	min	Name:Mid-Low	NEW	m i n	0	0
1638	Tsum	NAME	min	Name:Low-Rise	NEW	m i n	0	0
1902	Yolmo	NAME	min	Name:Mid-Rise	NEW	m i n	0	0
34832	Yidu	NAME	ɑ⁵⁵mu⁵⁵	name	OLD	ɑ ⁵⁵ + m u ⁵⁵	18	18
33472	Lisu	NAME	mi̱³³	name	OLD	m i̠ ³³	18	18
33773	Motuo_Menba	NAME	miŋ	name	OLD	m i ŋ	18	18
33776	Bokar	NAME	a min	name	OLD	a + m i n	18	18
41176	Old_Burmese	NAME	ʔa◦mañ		OLD	ʔ a + m a ɲ	18	18
41687	Wobzi_Khroskyabs	NAME	rmê		OLD	r m ê/e	18	18
41954	Chepang	NAME	məyŋ	name	OLD	m ə j ŋ	18	18
42207	Garo	NAME	bi-ming	name (n)	OLD	b i m i n g	18	18
42514	Thulung	NAME	nʌŋ		OLD	n ʌ ŋ	18	18
42785	Hakha_Chin	NAME	min	name (n.)	OLD	m ı̂/i n	18	18
43060	Bunan	NAME	min	name	OLD	m i n	18	18
43296	Byangsi	NAME	hmin	name	OLD	h m i n	18	18
43515	Rongpo	NAME	mhin	name	OLD	mh i n	18	18
43742	Kulung	NAME	niN	name (n.)	OLD	n i ŋ	18	18
43989	Bantawa	NAME	nɨŋ	name	OLD	n ɨ ŋ	18	18
44659	Rangoon	NAME	nɑ²²mɛ²²		OLD	n ɑ ²² + m ɛ ²²	18	18
45361	Achang_Longchuan	NAME	a³¹ȵiŋ⁵⁵	name n	OLD	a ³¹ + nʲ i ŋ ⁵⁵	18	18
45362	Atsi	NAME	mjiŋ⁵¹	name n	OLD	m j i ŋ ⁵¹	18	18
45363	Bola	NAME	maŋ⁵⁵	name n	OLD	m a ŋ ⁵⁵	18	18
45364	Lashi	NAME	mjiŋ³¹	name n	OLD	m j i ŋ ³¹	18	18
45365	Maru	NAME	maŋ³¹	name n	OLD	m a ŋ ³¹	18	18
45366	Xiandao	NAME	a³¹niŋ⁵⁵	name n	OLD	a ³¹ + n i ŋ ⁵⁵	18	18
45408	Rangoon	NAME	nɑ²²mi²²		OLD	n ɑ ²² + m i ²²	18	18
45804	Bahing	NAME	niŋ	name (n)	OLD	n i ŋ	18	18
46039	Lushai	NAME	hming	name (n)	OLD	m̥ i ŋ	18	18
46906	Beijing	NAME	miɤŋ³⁵tsɿ⁰		OLD	m i ɤ ŋ ³⁵ ts ɿ ⁰	18	18
46907	Guangzhou	NAME	mɛŋ²¹₃₅		OLD	m ɛ ŋ ²¹/³⁵	18	18
46908	Chaozhou	NAME	mĩã⁵⁵		OLD	m ĩ ã ∼ ⁵⁵	18	18
46909	Longgang	NAME	miaŋ²¹		OLD	m i a ŋ ²¹	18	18
46910	Jieyang	NAME	mĩã⁵⁵		OLD	m ĩ ã ∼ ⁵⁵	18	18
46911	Xingning	NAME	miaŋ²⁴		OLD	m i a ŋ ²⁴	18	18
47655	Ukhrul	NAME	ʔa-miŋ	name	OLD	ʔ a + m i ŋ	18	18
47862	Hayu	NAME	miŋ	name (n)	OLD	m i ŋ	18	18
48273	Mikir	NAME	+mén		OLD	+ m é/e n	18	18
48661	Rabha	NAME	muŋ	name	OLD	m u ŋ	18	18
16485	Old_Tibetan	NAME	mʲiŋ	name	OLD	mʲ i ŋ	18	18
16498	Khaling	NAME	nʌ̄ŋ	name	OLD	n ʌ̄ ŋ	18	18
16499	Limbu	NAME	miŋ	name	OLD	m i ŋ	18	18
16514	Japhug	NAME	tɤ-rmi	name	OLD	t ɤ + r m i	18	18
16518	Tangut	NAME	mjiij²	name	OLD	m j iː j ²	18	18
34524	Tibetan_Alike	NAME	ȵaŋ ŋæ	name	OLD	ȵ a ŋ _ ŋ æ	18	18
26787	Jingpho	NAME	mjiŋ³³	name	OLD	m j i ŋ ³³	18	18
27837	rGyalrong_Maerkang	NAME	tə rmᴇ	name	OLD	t ə _ r m ᴇ/e	18	18
28113	Tibetan_Lhasa	NAME	miŋ¹³	name	OLD	m i ŋ ¹³	18	18
29070	Daofu	NAME	mȵoŋ	name	OLD	m ȵ o ŋ	18	18
29504	Dulong	NAME	ɑŋ⁵⁵bɹiŋ⁵³	name	OLD	ɑ ŋ ⁵⁵ + b ɹ i ŋ ⁵³	18	18
30070	Tibetan_Batang	NAME	mĩ¹³	name	OLD	m ĩ ∼ ¹³	18	18
31580	Zhaba_Daofu_County	NAME	mẽ¹³	name	OLD	m ẽ ∼ ¹³	18	18
31660	Darang_Taraon	NAME	ɑ³¹mɯŋ⁵⁵	name	OLD	ɑ ³¹ + m ɯ ŋ ⁵⁵	18	18
32364	Tibetan_Xiahe	NAME	ȵaŋ	name	OLD	ȵ a ŋ	18	18
#
35045	Yidu	NARROW	i⁵⁵tɕi⁵⁵ɑ⁵⁵	narrow	OLD	i ⁵⁵ + tɕ i ⁵⁵ + ɑ ⁵⁵	2975	2975
33680	Lisu	NARROW	tshi³³	narrow	OLD	tsʰ i ³³	2704	2704
33774	Bokar	NARROW	tak meː	narrow	OLD	t a k + m eː	2730	2730
40380	Khaling	NARROW	mʌbhɛppɛ		OLD	m ʌ bh ɛ p p ɛ	3513	3513
40923	Old_Chinese	NARROW	ɴ→kˤrep		OLD	ɴ + kˤ r e p	1677	1677
41090	Old_Burmese	NARROW	kyanḥ		OLD	k j a n h	1331	1331
41688	Wobzi_Khroskyabs	NARROW	ʁrô		OLD	ʁ r ô/o	3763	3763
41955	Chepang	NARROW	ghorh.ʔo	narrow (of path)	OLD	gʱ o r̥ ʔ o	3858	3858
