# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID
1384	Sherpa	MILK	oma	Milk:Low-Rise	o m a	7 4 7	XBZ	UMA	6	6.U.V 6.M.C 6.A.V	1.5 1.75 0.8	0	o m a	314
1628	Tsum	MILK	oã	Milk:Low-Rise	oã	7	X	U	7	7.U.V	1.5	0	oã	315
1892	Yolmo	MILK	woma	Milk:Low-Rise	w o m a	6 7 4 7	AXBZ	WUMA	8	8.W.C 8.U.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	0	w o m a	314
#
107	Gyalsumdo	MONKEY	tɛmaɹ	Monkey:Mid	t ɛ m a ɹ	1 7 4 7 5	AXBYN	TEMAR	1	1.T.C 1.E.V 1.M.C 1.A.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	t ɛ m a ɹ	319
108	Gyalsumdo	MONKEY	te	Monkey:High	t e	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	0	t e	319
369	Jirel	MONKEY	moɹo	Monkey:Mid	m o ɹ o	4 7 5 7	AXBZ	MURU	2	2.M.C 2.U.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	0	m o ɹ o	320
370	Jirel	MONKEY	tʰaklapʰikant̪e	Monkey:Mid	tʰ a k l a pʰ i k a n t̪ e	1 7 1 5 7 1 7 1 7 4 1 7	AXBCYBYBYMBZ	TAKLAPIKANTE	2	2.T.C 2.A.V 2.K.C 2.L.C 2.A.V 2.P.C 2.I.V 2.K.C 2.A.V 2.N.c 2.T.C 2.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	0	tʰ a k l a pʰ i k a n t̪ e	321
626	Kagate	MONKEY	preken	Monkey:High	p r e k e n	1 5 7 1 7 4	ACXBYN	PREKEN	3	3.P.C 3.R.C 3.E.V 3.K.C 3.E.V 3.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	p r e k e n	318
627	Kagate	MONKEY	priu	Monkey:High	p r iu	1 5 7	ACX	PRI	3	3.P.C 3.R.C 3.I.V	2.0 1.5 1.5	0	p r iu	318
884	Lowa	MONKEY	piu	Monkey:High	p iu	1 7	AX	PI	4	4.P.C 4.I.V	2.0 1.5	0	p iu	318
1137	Nubri	MONKEY	piu	Monkey:High	p iu	1 7	AX	PI	5	5.P.C 5.I.V	2.0 1.5	0	p iu	318
1390	Sherpa	MONKEY	te	Monkey:High	t e	1 7	AX	TE	6	6.T.C 6.E.V	2.0 1.5	0	t e	319
1391	Sherpa	MONKEY	riu	Monkey:Low-Rise	r iu	5 7	AX	RI	6	6.R.C 6.I.V	2.0 1.5	0	r iu	318
1634	Tsum	MONKEY	tiu	Monkey:High	t iu	1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	0	t iu	319
1898	Yolmo	MONKEY	pɹeken	Monkey:High	p ɹ e k e n	1 5 7 1 7 4	ACXBYN	PREKEN	8	8.P.C 8.R.C 8.E.V 8.K.C 8.E.V 8.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	p ɹ e k e n	318
#
140	Gyalsumdo	MONTH	t̪awa	Month:Low-Rise	t̪ a w a	1 7 6 7	AXBZ	TAWA	1	1.T.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	1	t̪ a w a	322
399	Jirel	MONTH	nd̪awa	Month:Mid	n d̪ a w a	4 1 7 6 7	ACYBZ	NTAWA	2	2.N.C 2.T.C 2.A.V 2.W.C 2.A.V	2.0 1.5 1.3 1.75 0.8	0	n d̪ a w a	322
657	Kagate	MONTH	d̪awa	Month:Low-Rise	d̪ a w a	1 7 6 7	AXBZ	TAWA	3	3.T.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.75 0.8	0	d̪ a w a	322
913	Lowa	MONTH	nd̪awa	Month:(Low-)Rise	n d̪ a w a	4 1 7 6 7	ACYBZ	NTAWA	4	4.N.C 4.T.C 4.A.V 4.W.C 4.A.V	2.0 1.5 1.3 1.75 0.8	0	n d̪ a w a	322
1166	Nubri	MONTH	t̪ah	Month:(Low-)Rise	t̪ a h	1 7 3	AXN	TAH	5	5.T.C 5.A.V 5.H.c	2.0 1.5 0.8	0	t̪ a h	322
1420	Sherpa	MONTH	la	Month:Low-Rise	l a	5 7	AX	LA	6	6.L.C 6.A.V	2.0 1.5	0	l a	323
1663	Tsum	MONTH	nd̪a	Month:Low-Rise	n d̪ a	4 1 7	ACZ	NTA	7	7.N.C 7.T.C 7.A.V	2.0 1.5 0.8	0	n d̪ a	322
1927	Yolmo	MONTH	nd̪owa	Month:Low	n d̪ o w a	4 1 7 6 7	ACYBZ	NTUWA	8	8.N.C 8.T.C 8.U.V 8.W.C 8.A.V	2.0 1.5 1.3 1.75 0.8	0	n d̪ o w a	322
#
48	Gyalsumdo	MOON	t̪akaɹ	Moon:Low-Rise	t̪ a k a ɹ	1 7 1 7 5	AXBYN	TAKAR	1	1.T.C 1.A.V 1.K.C 1.A.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	t̪ a k a ɹ	324
49	Gyalsumdo	MOON	t̪awa	Moon:Low-Rise	t̪ a w a	1 7 6 7	AXBZ	TAWA	1	1.T.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	0	t̪ a w a	325
311	Jirel	MOON	nd̪aɡaɹ	Moon:Mid	n d̪ a ɡ a ɹ	4 1 7 1 7 5	ACYBYN	NTAKAR	2	2.N.C 2.T.C 2.A.V 2.K.C 2.A.V 2.R.c	2.0 1.5 1.3 1.75 1.3 0.8	0	n d̪ a ɡ a ɹ	324
571	Kagate	MOON	d̪aɡarmu	Moon:	d̪ a ɡ a r m u	1 7 1 7 5 4 7	AXBYMBZ	TAKARMY	3	3.T.C 3.A.V 3.K.C 3.A.V 3.R.c 3.M.C 3.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	d̪ a ɡ a r m u	324
825	Lowa	MOON	nd̪a	Moon:(Low-)Rise	n d̪ a	4 1 7	ACZ	NTA	4	4.N.C 4.T.C 4.A.V	2.0 1.5 0.8	0	n d̪ a	325
1082	Nubri	MOON	t̪a	Moon:(Low-)Rise	t̪ a	1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	0	t̪ a	325
1334	Sherpa	MOON	əud̪əkar	Moon:	əu d̪ ə k a r	7 1 7 1 7 5	XBYBYN	ETEKAR	6	6.E.V 6.T.C 6.E.V 6.K.C 6.A.V 6.R.c	1.5 1.75 1.3 1.75 1.3 0.8	0	əu d̪ ə k a r	324
1579	Tsum	MOON	nd̪akar	Moon:Low-Rise	n d̪ a k a r	4 1 7 1 7 5	ACYBYN	NTAKAR	7	7.N.C 7.T.C 7.A.V 7.K.C 7.A.V 7.R.c	2.0 1.5 1.3 1.75 1.3 0.8	0	n d̪ a k a r	324
1842	Yolmo	MOON	nd̪awa	Moon:Low-Rise	n d̪ a w a	4 1 7 6 7	ACYBZ	NTAWA	8	8.N.C 8.T.C 8.A.V 8.W.C 8.A.V	2.0 1.5 1.3 1.75 0.8	0	n d̪ a w a	325
#
132	Gyalsumdo	MORNING	namʑen	Morning:Low-Rise	n a m ʑ e n	4 7 4 3 7 4	AXMBYN	NAMSEN	1	1.N.C 1.A.V 1.M.c 1.S.C 1.E.V 1.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	n a m ʑ e n	327
392	Jirel	MORNING	ŋomu	Morning:High	ŋ o m u	4 7 4 7	AXBZ	NUMY	2	2.N.C 2.U.V 2.M.C 2.Y.V	2.0 1.5 1.75 0.8	0	ŋ o m u	326
650	Kagate	MORNING	ŋamu	Morning:….Rise	ŋ a m u	4 7 4 7	AXBZ	NAMY	3	3.N.C 3.A.V 3.M.C 3.Y.V	2.0 1.5 1.75 0.8	0	ŋ a m u	326
906	Lowa	MORNING	ŋat̪o	Morning:High	ŋ a t̪ o	4 7 1 7	AXBZ	NATU	4	4.N.C 4.A.V 4.T.C 4.U.V	2.0 1.5 1.75 0.8	0	ŋ a t̪ o	332
1159	Nubri	MORNING	tõŋkõ	Morning:(Low-)Rise	t õ ŋ k õ	1 7 4 1 7	AXMBZ	TUNKU	5	5.T.C 5.U.V 5.N.c 5.K.C 5.U.V	2.0 1.5 1.1 1.75 0.8	0	t õ ŋ k õ	331
1413	Sherpa	MORNING	tʰop	Morning:Mid	tʰ o p	1 7 1	AXN	TUP	6	6.T.C 6.U.V 6.P.c	2.0 1.5 0.8	0	tʰ o p	330
1656	Tsum	MORNING	ɕjuo	Morning:	ɕ j uo	3 6 7	ACX	SJY	7	7.S.C 7.J.C 7.Y.V	2.0 1.5 1.5	0	ɕ j uo	329
1920	Yolmo	MORNING	ɕjole	Morning:Low-Rise	ɕ j o l e	3 6 7 5 7	ACXBZ	SJULE	8	8.S.C 8.J.C 8.U.V 8.L.C 8.E.V	2.0 1.5 1.5 1.75 0.8	0	ɕ j o l e	328
#
36	Gyalsumdo	MORTAR CRUSHER	t̪ʰasa	Mortar:xxx	t̪ʰ a s a	1 7 3 7	AXBZ	TASA	1	1.T.C 1.A.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ a s a	341
37	Gyalsumdo	MORTAR CRUSHER	koɡtsʰum	Mortar:Low-Rise	k o ɡ t sʰ u m	1 7 1 1 3 7 4	AXMBCYN	KUKTSYM	1	1.K.C 1.U.V 1.K.c 1.T.C 1.S.C 1.Y.V 1.M.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	k o ɡ t sʰ u m	333
299	Jirel	MORTAR CRUSHER	siləuta	Mortar:	s i l əu t a	3 7 5 7 1 7	AXBYBZ	SILETA	2	2.S.C 2.I.V 2.L.C 2.E.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	s i l əu t a	340
560	Kagate	MORTAR CRUSHER	t̪olep	Mortar:Mid	t̪ o l e p	1 7 5 7 1	AXBYN	TULEP	3	3.T.C 3.U.V 3.L.C 3.E.V 3.P.c	2.0 1.5 1.75 1.3 0.8	0	t̪ o l e p	339
814	Lowa	MORTAR CRUSHER	t̪ympo	Mortar:High	t̪ y m p o	1 7 4 1 7	AXMBZ	TYMPU	4	4.T.C 4.Y.V 4.M.c 4.P.C 4.U.V	2.0 1.5 1.1 1.75 0.8	0	t̪ y m p o	334
1071	Nubri	MORTAR CRUSHER	koɡtsʰum	Mortar:(Low-)Rise	k o ɡ t sʰ u m	1 7 1 1 3 7 4	AXMBCYN	KUKTSYM	5	5.K.C 5.U.V 5.K.c 5.T.C 5.S.C 5.Y.V 5.M.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	k o ɡ t sʰ u m	333
1323	Sherpa	MORTAR CRUSHER	ɡokjo	Mortar:Low-Rise	ɡ o k j o	1 7 1 6 7	AXBCZ	KUKJU	6	6.K.C 6.U.V 6.K.C 6.J.C 6.U.V	2.0 1.5 1.75 1.5 0.8	0	ɡ o k j o	338
1568	Tsum	MORTAR CRUSHER	kombot	Mortar:Low-Rise	k o m b o t	1 7 4 1 7 1	AXMBYN	KUMPUT	7	7.K.C 7.U.V 7.M.c 7.P.C 7.U.V 7.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	k o m b o t	337
1830	Yolmo	MORTAR CRUSHER	tsʰib	Mortar:High	t sʰ i b	1 3 7 1	ACXN	TSIP	8	8.T.C 8.S.C 8.I.V 8.P.c	2.0 1.5 1.5 0.8	0	t sʰ i b	336
1831	Yolmo	MORTAR CRUSHER	kuɡuɹ	Mortar:Mid-Rise	k u ɡ u ɹ	1 7 1 7 5	AXBYN	KYKYR	8	8.K.C 8.Y.V 8.K.C 8.Y.V 8.R.c	2.0 1.5 1.75 1.3 0.8	0	k u ɡ u ɹ	335
#
109	Gyalsumdo	MOSQUITO	lamkute	Mosquito:	l a m k u t e	5 7 4 1 7 1 7	AXMBYBZ	LAMKYTE	1	1.L.C 1.A.V 1.M.c 1.K.C 1.Y.V 1.T.C 1.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	l a m k u t e	342
371	Jirel	MOSQUITO	lamkute	Mosquito:	l a m k u t e	5 7 4 1 7 1 7	AXMBYBZ	LAMKYTE	2	2.L.C 2.A.V 2.M.c 2.K.C 2.Y.V 2.T.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	l a m k u t e	342
628	Kagate	MOSQUITO	lamkʰute	Mosquito:	l a m kʰ u t e	5 7 4 1 7 1 7	AXMBYBZ	LAMKYTE	3	3.L.C 3.A.V 3.M.c 3.K.C 3.Y.V 3.T.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	l a m kʰ u t e	342
885	Lowa	MOSQUITO	t̪uŋdaŋ	Mosquito:Fall-Rise	t̪ u ŋ d a ŋ	1 7 4 1 7 4	AXMBYN	TYNTAN	4	4.T.C 4.Y.V 4.N.c 4.T.C 4.A.V 4.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ u ŋ d a ŋ	343
1138	Nubri	MOSQUITO	t̪ukɖaŋ	Mosquito:(Low-)Rise	t̪ u k ɖ a ŋ	1 7 1 1 7 4	AXMBYN	TYKTAN	5	5.T.C 5.Y.V 5.K.c 5.T.C 5.A.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ u k ɖ a ŋ	343
1392	Sherpa	MOSQUITO	lamkʰute	Mosquito:	l a m kʰ u t e	5 7 4 1 7 1 7	AXMBYBZ	LAMKYTE	6	6.L.C 6.A.V 6.M.c 6.K.C 6.Y.V 6.T.C 6.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	l a m kʰ u t e	342
1635	Tsum	MOSQUITO	lamkute	Mosquito:	l a m k u t e	5 7 4 1 7 1 7	AXMBYBZ	LAMKYTE	7	7.L.C 7.A.V 7.M.c 7.K.C 7.Y.V 7.T.C 7.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	l a m k u t e	342
1899	Yolmo	MOSQUITO	mətɕʰəɹ	Mosquito:	m ə t ɕʰ ə ɹ	4 7 1 3 7 5	AXBCYN	METSER	8	8.M.C 8.E.V 8.T.C 8.S.C 8.E.V 8.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	m ə t ɕʰ ə ɹ	344
#
117	Gyalsumdo	MOTHER	ama	Mother:Mid	a m a	7 4 7	XBZ	AMA	1	1.A.V 1.M.C 1.A.V	1.5 1.75 0.8	0	a m a	345
379	Jirel	MOTHER	ãma	Mother:Mid	ã m a	7 4 7	XBZ	AMA	2	2.A.V 2.M.C 2.A.V	1.5 1.75 0.8	0	ã m a	345
636	Kagate	MOTHER	ama	Mother:Low-Rise	a m a	7 4 7	XBZ	AMA	3	3.A.V 3.M.C 3.A.V	1.5 1.75 0.8	0	a m a	345
893	Lowa	MOTHER	ama	Mother:Mid	a m a	7 4 7	XBZ	AMA	4	4.A.V 4.M.C 4.A.V	1.5 1.75 0.8	0	a m a	345
1146	Nubri	MOTHER	aã	Mother:(Low-)Rise	aã	7	X	A	5	5.A.V	1.5	0	aã	346
1400	Sherpa	MOTHER	ama	Mother:Low-Rise	a m a	7 4 7	XBZ	AMA	6	6.A.V 6.M.C 6.A.V	1.5 1.75 0.8	0	a m a	345
1643	Tsum	MOTHER	ãã	Mother:Low-Rise	ãã	7	X	A	7	7.A.V	1.5	0	ãã	346
1907	Yolmo	MOTHER	ãmã	Mother:High	ã m ã	7 4 7	XBZ	AMA	8	8.A.V 8.M.C 8.A.V	1.5 1.75 0.8	0	ã m ã	345
#
9	Gyalsumdo	MOUTH	kʰa	Mouth:High-Fall	kʰ a	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	0	kʰ a	347
276	Jirel	MOUTH	kʰa	Mouth:Mid-High	kʰ a	1 7	AX	KA	2	2.K.C 2.A.V	2.0 1.5	0	kʰ a	347
536	Kagate	MOUTH	kʰa	Mouth:Mid	kʰ a	1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	0	kʰ a	347
789	Lowa	MOUTH	kʰa	Mouth:(Mid-)Fall	kʰ a	1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	0	kʰ a	347
1048	Nubri	MOUTH	kʰabt̪u	Mouth:Mid	kʰ a b t̪ u	1 7 1 1 7	AXMBZ	KAPTY	5	5.K.C 5.A.V 5.P.c 5.T.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ a b t̪ u	347
1299	Sherpa	MOUTH	kʰa	Mouth:Mid-Fall	kʰ a	1 7	AX	KA	6	6.K.C 6.A.V	2.0 1.5	0	kʰ a	347
1544	Tsum	MOUTH	kʰa	Mouth:High-Fall	kʰ a	1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	0	kʰ a	347
1807	Yolmo	MOUTH	kʰa	Mouth:Mid-High	kʰ a	1 7	AX	KA	8	8.K.C 8.A.V	2.0 1.5	0	kʰ a	347
#
65	Gyalsumdo	MUD	sa	Mud:High-Fall	s a	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	1	s a	348
328	Jirel	MUD	səbi	Mud:Mid	s ə b i	3 7 1 7	AXBZ	SEPI	2	2.S.C 2.E.V 2.P.C 2.I.V	2.0 1.5 1.75 0.8	0	s ə b i	350
587	Kagate	MUD	sebi	Mud:High	s e b i	3 7 1 7	AXBZ	SEPI	3	3.S.C 3.E.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	0	s e b i	350
842	Lowa	MUD	n̪d̪ampak	Mud:(Low-)Rise	n̪ d̪ a m p a k	4 1 7 4 1 7 1	ACYMBYN	NTAMPAK	4	4.N.C 4.T.C 4.A.V 4.M.c 4.P.C 4.A.V 4.K.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	0	n̪ d̪ a m p a k	349
843	Lowa	MUD	sa	Mud:High-Fall	s a	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	0	s a	348
1098	Nubri	MUD	t̪ampa	Mud:(Low-)Rise	t̪ a m p a	1 7 4 1 7	AXMBZ	TAMPA	5	5.T.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	t̪ a m p a	349
1351	Sherpa	MUD	t̪ʰala	Mud:Low-Rise	t̪ʰ a l a	1 7 5 7	AXBZ	TALA	6	6.T.C 6.A.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ a l a	351
1595	Tsum	MUD	sa	Mud:Mid-Fall	s a	3 7	AX	SA	7	7.S.C 7.A.V	2.0 1.5	1	s a	348
1859	Yolmo	MUD	sasa	Mud:	s a s a	3 7 3 7	AXBZ	SASA	8	8.S.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	0	s a s a	348
#
112	Gyalsumdo	NAME	miŋ	Name:Low-Rise	m i ŋ	4 7 4	AXN	MIN	1	1.M.C 1.I.V 1.N.c	2.0 1.5 0.8	0	m i ŋ	352
374	Jirel	NAME	min̪	Name:Low-Rise	m i n̪	4 7 4	AXN	MIN	2	2.M.C 2.I.V 2.N.c	2.0 1.5 0.8	0	m i n̪	352
631	Kagate	NAME	min	Name:Low-Rise	m i n	4 7 4	AXN	MIN	3	3.M.C 3.I.V 3.N.c	2.0 1.5 0.8	0	m i n	352
888	Lowa	NAME	miŋ	Name:(Low-)Rise	m i ŋ	4 7 4	AXN	MIN	4	4.M.C 4.I.V 4.N.c	2.0 1.5 0.8	0	m i ŋ	352
1141	Nubri	NAME	min̪	Name:Mid	m i n̪	4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	0	m i n̪	352
1395	Sherpa	NAME	min	Name:Mid-Low	m i n	4 7 4	AXN	MIN	6	6.M.C 6.I.V 6.N.c	2.0 1.5 0.8	0	m i n	352
1638	Tsum	NAME	min	Name:Low-Rise	m i n	4 7 4	AXN	MIN	7	7.M.C 7.I.V 7.N.c	2.0 1.5 0.8	0	m i n	352
1902	Yolmo	NAME	min	Name:Mid-Rise	m i n	4 7 4	AXN	MIN	8	8.M.C 8.I.V 8.N.c	2.0 1.5 0.8	0	m i n	352
#
154	Gyalsumdo	NEAR	ɲemu	Near:Low-Rise	ɲ e m u	4 7 4 7	AXBZ	NEMY	1	1.N.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.75 0.8	0	ɲ e m u	353
413	Jirel	NEAR	ɲibid̪u	Near:	ɲ i b i d̪ u	4 7 1 7 1 7	AXBYBZ	NIPITY	2	2.N.C 2.I.V 2.P.C 2.I.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	ɲ i b i d̪ u	358
673	Kagate	NEAR	t̪ʰama	Near:High	t̪ʰ a m a	1 7 4 7	AXBZ	TAMA	3	3.T.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ a m a	357
929	Lowa	NEAR	ŋe	Near:(Low-)Rise	ŋ e	4 7	AX	NE	4	4.N.C 4.E.V	2.0 1.5	0	ŋ e	353
1180	Nubri	NEAR	t̪ʰaɲiw	Near:	t̪ʰ a ɲ i w	1 7 4 7 6	AXBYN	TANIW	5	5.T.C 5.A.V 5.N.C 5.I.V 5.W.c	2.0 1.5 1.75 1.3 0.8	0	t̪ʰ a ɲ i w	356
1434	Sherpa	NEAR	t̪ʰakŋemo	Near:	t̪ʰ a k ŋ e m o	1 7 1 4 7 4 7	AXBCYBZ	TAKNEMU	6	6.T.C 6.A.V 6.K.C 6.N.C 6.E.V 6.M.C 6.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	t̪ʰ a k ŋ e m o	353
1677	Tsum	NEAR	tɹala	Near:	t ɹ a l a	1 5 7 5 7	ACXBZ	TRALA	7	7.T.C 7.R.C 7.A.V 7.L.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0	t ɹ a l a	355
1941	Yolmo	NEAR	poɰla	Near:High	p o ɰ l a	1 7 6 5 7	AXMBZ	PUJLA	8	8.P.C 8.U.V 8.J.c 8.L.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	p o ɰ l a	354
#
44	Gyalsumdo	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	1	1.K.C 1.A.V 1.P.c	2.0 1.5 0.8	0	kʰ a p	359
307	Jirel	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	2	2.K.C 2.A.V 2.P.c	2.0 1.5 0.8	0	kʰ a p	359
567	Kagate	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	3	3.K.C 3.A.V 3.P.c	2.0 1.5 0.8	0	kʰ a p	359
821	Lowa	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	4	4.K.C 4.A.V 4.P.c	2.0 1.5 0.8	0	kʰ a p	359
1078	Nubri	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	5	5.K.C 5.A.V 5.P.c	2.0 1.5 0.8	0	kʰ a p	359
1330	Sherpa	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	6	6.K.C 6.A.V 6.P.c	2.0 1.5 0.8	0	kʰ a p	359
1575	Tsum	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	7	7.K.C 7.A.V 7.P.c	2.0 1.5 0.8	0	kʰ a p	359
1838	Yolmo	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	8	8.K.C 8.A.V 8.P.c	2.0 1.5 0.8	0	kʰ a p	359
#
143	Gyalsumdo	NEW	sampa	New:Mid-High	s a m p a	3 7 4 1 7	AXMBZ	SAMPA	1	1.S.C 1.A.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m p a	360
402	Jirel	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	2	2.S.C 2.A.V 2.M.c 2.P.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360
660	Kagate	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	3	3.S.C 3.A.V 3.M.c 3.P.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360
916	Lowa	NEW	sawa	New:Mid	s a w a	3 7 6 7	AXBZ	SAWA	4	4.S.C 4.A.V 4.W.C 4.A.V	2.0 1.5 1.75 0.8	0	s a w a	360
1169	Nubri	NEW	sampa	New:Mid	s a m p a	3 7 4 1 7	AXMBZ	SAMPA	5	5.S.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m p a	360
1423	Sherpa	NEW	samba	New:Mid-Low	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	6	6.S.C 6.A.V 6.M.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360
1666	Tsum	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	7	7.S.C 7.A.V 7.M.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360
1930	Yolmo	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	8	8.S.C 8.A.V 8.M.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360
#
131	Gyalsumdo	NIGHT	tsʰemu	Night:Mid-High	t sʰ e m u	1 3 7 4 7	ACXBZ	TSEMY	1	1.T.C 1.S.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m u	361
391	Jirel	NIGHT	ŋɡwase	Night:	ŋ ɡ w a s e	4 1 6 7 3 7	ACCYBZ	NKWASE	2	2.N.C 2.K.C 2.W.C 2.A.V 2.S.C 2.E.V	2.0 1.5 1.5 1.3 1.75 0.8	0	ŋ ɡ w a s e	364
649	Kagate	NIGHT	komu	Night:Low-Rise	k o m u	1 7 4 7	AXBZ	KUMY	3	3.K.C 3.U.V 3.M.C 3.Y.V	2.0 1.5 1.75 0.8	0	k o m u	362
905	Lowa	NIGHT	tsʰemo	Night:Mid	t sʰ e m o	1 3 7 4 7	ACXBZ	TSEMU	4	4.T.C 4.S.C 4.E.V 4.M.C 4.U.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m o	361
1158	Nubri	NIGHT	tsʰen̪	Night:Mid	t sʰ e n̪	1 3 7 4	ACXN	TSEN	5	5.T.C 5.S.C 5.E.V 5.N.c	2.0 1.5 1.5 0.8	0	t sʰ e n̪	361
1412	Sherpa	NIGHT	tsʰemu	Night:Mid	t sʰ e m u	1 3 7 4 7	ACXBZ	TSEMY	6	6.T.C 6.S.C 6.E.V 6.M.C 6.Y.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m u	361
1655	Tsum	NIGHT	n̪umu	Night:Low-Rise	n̪ u m u	4 7 4 7	AXBZ	NYMY	7	7.N.C 7.Y.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	0	n̪ u m u	363
1919	Yolmo	NIGHT	kuŋmu	Night:Low-Rise	k u ŋ m u	1 7 4 4 7	AXMBZ	KYNMY	8	8.K.C 8.Y.V 8.N.c 8.M.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	k u ŋ m u	362
#
174	Gyalsumdo	NINE	ku	Nine:Mid	k u	1 7	AX	KY	1	1.K.C 1.Y.V	2.0 1.5	0	k u	365
434	Jirel	NINE	ŋɡu	Nine:Low-Rise	ŋ ɡ u	4 1 7	ACZ	NKY	2	2.N.C 2.K.C 2.Y.V	2.0 1.5 0.8	0	ŋ ɡ u	365
